Year,Event Title,Href
2011,IFSC Climbing Worldcup (L) - Boulder (USA) 2011,https://ifsc.results.info/event/684/
2011,Jiangyin Rock Master - Jiangyin (CHN) 2011,https://ifsc.results.info/event/725/
2011,IFSC Climbing Worldcup (L) - Amman (JOR) 2011,https://ifsc.results.info/event/685/
2011,IFSC Climbing Worldcup (L) - Valence (FRA) 2011,https://ifsc.results.info/event/686/
2011,26th South East Asian Games 2011 - Palembang and Jakarta (IDN) 2011,https://ifsc.results.info/event/704/
2011,European Youth Cup (L) - Pau (FRA) 2011,https://ifsc.results.info/event/702/
2011,IFSC Climbing Worldcup (L) - Kranj (SLO) 2011,https://ifsc.results.info/event/687/
2011,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2011,https://ifsc.results.info/event/688/
2011,European Youth Cup (L)- Kranj (SLO) 2011,https://ifsc.results.info/event/703/
2011,Rheintal Cup Finale - Nikoloklettern Dornbirn (L),https://ifsc.results.info/event/726/
2011,Asian Continental Championship - Huangshi (CHN) 2011,https://ifsc.results.info/event/692/
2012,Intl. Event - Fajr Master - Zanjan (IRI) 2012,https://ifsc.results.info/event/766/
2012,European Promo Event (B) - Sheffield (GBR) 2012,https://ifsc.results.info/event/767/
2012,Intl. Event - Master de Bouldering The North Face (CHI) 2012,https://ifsc.results.info/event/768/
2012,Rheintal Cup - Junior Cup Dornbirn (L) 2012,https://ifsc.results.info/event/769/
2012,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2012",https://ifsc.results.info/event/727/
2012,Rheintal Cup - Bouldertag Küblis (B) 2012,https://ifsc.results.info/event/770/
2012,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2012,https://ifsc.results.info/event/728/
2012,"Asian Continental Championship - Leye, Guangxi (CHN) 2012",https://ifsc.results.info/event/750/
2012,IFSC Climbing Worldcup (B) - Vienna (AUT) 2012,https://ifsc.results.info/event/729/
2012,Promotional Event - Melloblocco (ITA) 2012,https://ifsc.results.info/event/771/
2012,Rheintal Cup - Eidechsli Chur (L) 2012,https://ifsc.results.info/event/772/
2012,Promotional Event - namBa HIPS CUP (L) (JPN) 2012,https://ifsc.results.info/event/773/
2012,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2012,https://ifsc.results.info/event/730/
2012,"European Youth Cup (L,S) - Edinburgh (GBR) 2012",https://ifsc.results.info/event/753/
2012,"European Youth Cup (L,S) - Moscow (RUS) 2012",https://ifsc.results.info/event/754/
2012,Promotional Event - Copa Aldea (L) Lunahuana (PER) 2012,https://ifsc.results.info/event/775/
2012,Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2012,https://ifsc.results.info/event/774/
2012,IFSC Climbing Worldcup (B) - Vail (USA) 2012,https://ifsc.results.info/event/731/
2012,European Youth Cup (B) - Grindelwald (SUI) 2012,https://ifsc.results.info/event/755/
2012,European Youth Cup (L) - Voiron (FRA) 2012,https://ifsc.results.info/event/756/
2012,Promotional Event - Festival del Andinismo 2012 (L - S) Huaraz (PER) 2012,https://ifsc.results.info/event/776/
2012,European Youth Cup (L) - Linz (AUT) 2012,https://ifsc.results.info/event/757/
2012,European Promo Event (S) - Munich (GER) 2012,https://ifsc.results.info/event/777/
2012,"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2012",https://ifsc.results.info/event/778/
2012,European Youth Cup (S) - Chamonix (FRA) 2012,https://ifsc.results.info/event/758/
2012,Asian Youth Championship - Hamedan (IRI) 2012,https://ifsc.results.info/event/752/
2012,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2012",https://ifsc.results.info/event/732/
2012,Promotional Event - European OutDoor Speedcup (S) - Friedrichshafen (GER) 2012,https://ifsc.results.info/event/779/
2012,IFSC Climbing Worldcup (L) - Briançon (FRA) 2012,https://ifsc.results.info/event/733/
2012,European Youth Cup (B) - L'Argentière (FRA) 2012,https://ifsc.results.info/event/759/
2012,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2012,https://ifsc.results.info/event/734/
2012,European Youth Cup (L) - Imst (AUT) 2012,https://ifsc.results.info/event/760/
2012,Promotional Event - Adidas Rockstars (B) - Stuttgart (GER) 2012,https://ifsc.results.info/event/780/
2012,IFSC Climbing Worldcup (L) - Imst (AUT) 2012,https://ifsc.results.info/event/735/
2012,European Youth Cup (S) - Pieve (ITA) 2012,https://ifsc.results.info/event/761/
2012,Intl. Event - Rock Junior - Arco (ITA) 2012,https://ifsc.results.info/event/781/
2012,IFSC Climbing Worldcup (B) - Munich (GER) 2012,https://ifsc.results.info/event/736/
2012,Paraclimbing Cup Arco 2012 - Arco (ITA) 2012,https://ifsc.results.info/event/748/
2012,IFSC World Youth Championship - Singapore (SIN) - 2012,https://ifsc.results.info/event/747/
2012,"Intl. Event Open for Rockmaster (L, B) - Arco (ITA) 2012",https://ifsc.results.info/event/782/
2012,"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2012",https://ifsc.results.info/event/783/
2012,IFSC Climbing Worldcup (S) - Arco (ITA) 2012,https://ifsc.results.info/event/737/
2012,IFSC World Championship Lead Group B - Paris 2012,https://ifsc.results.info/event/740/
2012,IFSC World Championship Lead Group A - Paris 2012,https://ifsc.results.info/event/739/
2012,IFSC Climbing World Championship - Paris (FRA) 2012,https://ifsc.results.info/event/738/
2012,IFSC Paraclimbing World Championship - Paris (FRA) 2012,https://ifsc.results.info/event/749/
2012,IFSC Climbing Worldcup (L) - Puurs (BEL) 2012,https://ifsc.results.info/event/741/
2012,Rheintal Cup - Megusta Cup Chur 2012,https://ifsc.results.info/event/784/
2012,Rheintal Cup - Megusta Cup Chur (S) 2012,https://ifsc.results.info/event/785/
2012,IFSC Climbing Worldcup (L) - Atlanta (USA) 2012,https://ifsc.results.info/event/742/
2012,Promotional Event - Les 24 heures du Mur (L) - Oloront Sainte Marie (FRA) 2012,https://ifsc.results.info/event/786/
2012,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2012",https://ifsc.results.info/event/743/
2012,Wujiang Rock Master - Wujiang (CHN) 2012,https://ifsc.results.info/event/787/
2012,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2012",https://ifsc.results.info/event/744/
2012,IFSC Climbing Worldcup (L) - Inzai (JPN) 2012,https://ifsc.results.info/event/745/
2012,"European Youth Championship (L,S) - Gémozac (FRA) 2012",https://ifsc.results.info/event/762/
2012,"Asian Cup (L, S) - Chengdu CHN) 2012",https://ifsc.results.info/event/751/
2012,"IFSC Panamerican Championship (L, S, B) - San Juan de los Morros (VEN) 2012",https://ifsc.results.info/event/764/
2012,IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,https://ifsc.results.info/event/746/
2012,"PanAmerican Youth Championship (L,S, B) - Santiago (CHI) 2012",https://ifsc.results.info/event/765/
2012,European Youth Cup (L) - Kranj (SLO) 2012,https://ifsc.results.info/event/763/
2012,Rheintal Cup - Nikoloklettern Dornbirn (L) 2012,https://ifsc.results.info/event/788/
2013,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2013,https://ifsc.results.info/event/830/
2013,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",https://ifsc.results.info/event/789/
2013,"2nd CISM World Winter Games ""Annecy-Chamonix 2013""",https://ifsc.results.info/event/828/
2013,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,https://ifsc.results.info/event/790/
2013,IFSC Climbing Worldcup (B) - Kitzbühel (AUT) 2013,https://ifsc.results.info/event/791/
2013,Promotional Event - Melloblocco 10th anniversary (ITA) 2013,https://ifsc.results.info/event/831/
2013,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,https://ifsc.results.info/event/792/
2013,Promotional Event - namBa HIPS CUP (L) - Osaka (JPN) 2013,https://ifsc.results.info/event/832/
2013,"European Cup (L, S) - Ekaterinburg (RUS) 2013",https://ifsc.results.info/event/815/
2013,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,https://ifsc.results.info/event/793/
2013,Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2013,https://ifsc.results.info/event/833/
2013,"Asian Continental Championship - Tehran, (IRN) 2013",https://ifsc.results.info/event/813/
2013,Oceania Continental Championship - Nouméa (New Caledonia) 2013,https://ifsc.results.info/event/827/
2013,Promotional Event - Adidas Rockstars Korea (B) - Seoul (KOR) 2013,https://ifsc.results.info/event/834/
2013,European Youth Championship (B) - Grindelwald (SUI) 2013,https://ifsc.results.info/event/818/
2013,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,https://ifsc.results.info/event/794/
2013,IFSC Climbing Worldcup (B) - Vail (USA) 2013,https://ifsc.results.info/event/795/
2013,"European Youth Cup (L, S) - Edinburgh (GBR) 2013",https://ifsc.results.info/event/819/
2013,Kia World Extreme Games - Shanghai (CHN) 2013,https://ifsc.results.info/event/835/
2013,"Promotional Event - Adidas Rockstars China (B) - Shanghai, Century Plaza (CHN) 2013",https://ifsc.results.info/event/836/
2013,IFSC Climbing Worldcup (S) - Baku (AZE) 2013,https://ifsc.results.info/event/796/
2013,European Youth Cup (B) - Sofia (BUL) 2013,https://ifsc.results.info/event/820/
2013,European Youth Cup (S) - Imst (AUT) 2013,https://ifsc.results.info/event/821/
2013,"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2013",https://ifsc.results.info/event/837/
2013,European Promo Event (S) - Munich (GER) 2013,https://ifsc.results.info/event/838/
2013,European Youth Cup (S) - Chamonix (FRA) 2013,https://ifsc.results.info/event/822/
2013,European Paraclimbing Lead Championship - Chamonix (FRA) 2013,https://ifsc.results.info/event/809/
2013,"European Championship (L,S) - Chamonix (FRA) 2013",https://ifsc.results.info/event/816/
2013,IFSC Climbing Worldcup (L) - Briançon (FRA) 2013,https://ifsc.results.info/event/797/
2013,International Event (S) - Val Daone (ITA) 2013,https://ifsc.results.info/event/839/
2013,European Youth Cup (B) - L'Argentière (FRA) 2013,https://ifsc.results.info/event/823/
2013,"European Youth Championship (L,S) - Imst (AUT) 2013",https://ifsc.results.info/event/824/
2013,Promotional Event - Tout à Bloc (B) - L'Argentière la Bessée (FRA) 2013,https://ifsc.results.info/event/840/
2013,The World Games 2013 - Cali (COL) 2013,https://ifsc.results.info/event/829/
2013,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,https://ifsc.results.info/event/798/
2013,IFSC World Youth Championship - Central Saanich (CAN) - 2013,https://ifsc.results.info/event/808/
2013,IFSC Climbing Worldcup (B) - Munich (GER) 2013,https://ifsc.results.info/event/799/
2013,Intl. Event - Rock Junior - Arco (ITA) 2013,https://ifsc.results.info/event/841/
2013,European Championship (B) - Eindhoven (NED) 2013,https://ifsc.results.info/event/817/
2013,"Intl. Event Open for Rockmaster (L, B) - Arco (ITA) 2013",https://ifsc.results.info/event/842/
2013,Paraclimbing Cup Arco 2013 - Arco (ITA) 2013,https://ifsc.results.info/event/810/
2013,European Youth Cup (L) - Stavanger (NOR) 2013,https://ifsc.results.info/event/825/
2013,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,https://ifsc.results.info/event/800/
2013,"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2013",https://ifsc.results.info/event/843/
2013,Promotional Event - Adidas Rockstars (B) - Stuttgart (GER) 2013,https://ifsc.results.info/event/844/
2013,International under 14 Event - Atomska Mravka - Skopje (MKD) 2013,https://ifsc.results.info/event/845/
2013,IFSC Climbing Worldcup (L) - Puurs (BEL) 2013,https://ifsc.results.info/event/801/
2013,Paraclimbing Cup London (Lead) 2013 - London (GBR) 2013,https://ifsc.results.info/event/811/
2013,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",https://ifsc.results.info/event/802/
2013,Promotional Event - 24 heures du mur (L) - Oloron Sainte Marie (FRA) 2013,https://ifsc.results.info/event/846/
2013,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",https://ifsc.results.info/event/803/
2013,European Youth Cup (B) - Laval (FRA) 2013,https://ifsc.results.info/event/826/
2013,Paraclimbing Cup Laval (Boulder) 2013 - Laval (FRA) 2013,https://ifsc.results.info/event/812/
2013,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,https://ifsc.results.info/event/804/
2013,Promotional Event - (L) - Haiyang (CHN) 2013,https://ifsc.results.info/event/847/
2013,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",https://ifsc.results.info/event/805/
2013,IFSC Climbing Worldcup (L) - Valence (FRA) 2013,https://ifsc.results.info/event/806/
2013,IFSC Climbing Worldcup (L) - Kranj (SLO) 2013,https://ifsc.results.info/event/807/
2013,"Promotional Event - (B,L) - Moscow (RUS) 2013",https://ifsc.results.info/event/848/
2013,Asian Youth Championship - Surabaya (INA) 2013,https://ifsc.results.info/event/814/
2014,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2014,https://ifsc.results.info/event/886/
2014,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014",https://ifsc.results.info/event/849/
2014,Kia World Extreme Games - Shanghai (CHN) 2014,https://ifsc.results.info/event/887/
2014,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",https://ifsc.results.info/event/850/
2014,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,https://ifsc.results.info/event/851/
2014,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2014,https://ifsc.results.info/event/852/
2014,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014,https://ifsc.results.info/event/853/
2014,European Youth Cup (L) - Imst (AUT) 2014,https://ifsc.results.info/event/875/
2014,IFSC Climbing Worldcup (B) - Vail (USA) 2014,https://ifsc.results.info/event/854/
2014,Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2014,https://ifsc.results.info/event/888/
2014,"European Youth Championship (L,S) - Edinburgh 2014",https://ifsc.results.info/event/876/
2014,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",https://ifsc.results.info/event/855/
2014,Paraclimbing Cup Laval (Boulder) 2014 - Laval (FRA) 2014,https://ifsc.results.info/event/868/
2014,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,https://ifsc.results.info/event/856/
2014,Asian University Climbing Championships - Singapore (SIN) 2014,https://ifsc.results.info/event/885/
2014,Paraclimbing Cup Imst (Lead) 2014 - Imst (AUT) 2014,https://ifsc.results.info/event/869/
2014,"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2014",https://ifsc.results.info/event/889/
2014,European Youth Cup (S) - Imst (AUT) 2014,https://ifsc.results.info/event/877/
2014,European Promo Event (S) - Munich (GER) 2014,https://ifsc.results.info/event/890/
2014,European Youth Cup (S) - Chamonix (FRA) 2014,https://ifsc.results.info/event/878/
2014,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",https://ifsc.results.info/event/857/
2014,IFSC Climbing Worldcup (L) - Briançon (FRA) 2014,https://ifsc.results.info/event/858/
2014,European Youth Cup (B) - L'Argentière (FRA) 2014,https://ifsc.results.info/event/879/
2014,Promotional Event - Tout à Bloc (B) - L'Argentière la Bessée (FRA) 2014,https://ifsc.results.info/event/891/
2014,IFSC Climbing Worldcup (L) - Imst (AUT) 2014,https://ifsc.results.info/event/859/
2014,European Youth Cup (B) - Laengenfeld/Oetzal (AUT) 2014,https://ifsc.results.info/event/880/
2014,Youth Olympic Games Nanjing (CHN) - Sports Lab - Climbing Showcase,https://ifsc.results.info/event/884/
2014,IFSC Climbing World Championship (B) - Munich (GER) 2014,https://ifsc.results.info/event/860/
2014,"Intl. Event Open for Rockmaster (L, B) - Arco (ITA) 2014",https://ifsc.results.info/event/892/
2014,Paraclimbing Cup Arco 2014 - Arco (ITA) 2014,https://ifsc.results.info/event/870/
2014,"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2014",https://ifsc.results.info/event/893/
2014,IFSC Climbing Worldcup (S) - Arco (ITA) 2014,https://ifsc.results.info/event/861/
2014,Intl. Event - Rock Junior - Arco (ITA) 2014,https://ifsc.results.info/event/894/
2014,European Youth Championship (B) - Arco (ITA) 2014,https://ifsc.results.info/event/881/
2014,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",https://ifsc.results.info/event/862/
2014,IFSC Paraclimbing World Masters - Gijon (ESP) 2014,https://ifsc.results.info/event/871/
2014,IFSC Paraclimbing World Championship - Gijon (ESP) 2014,https://ifsc.results.info/event/872/
2014,"IFSC World Youth Championship - Noumea, New Caledonia (FRA) - 2014",https://ifsc.results.info/event/867/
2014,Promotional Event - Adidas Rockstars (B) - Stuttgart (GER) 2014,https://ifsc.results.info/event/895/
2014,Promotional Event - 24 heures du mur (L) - Oloron Sainte Marie (FRA) 2014,https://ifsc.results.info/event/896/
2014,22th Asian Continental Championship - Lombok (INA) 2014,https://ifsc.results.info/event/874/
2014,Paraclimbing Cup Sheffield (Lead) 2014 - Sheffield (GBR) 2014,https://ifsc.results.info/event/873/
2014,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014",https://ifsc.results.info/event/863/
2014,Oceania International Open - Katoomba (AUS) 2014,https://ifsc.results.info/event/883/
2014,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2014",https://ifsc.results.info/event/864/
2014,IFSC Climbing Worldcup (L) - Inzai (JPN) 2014,https://ifsc.results.info/event/865/
2014,IFSC Climbing Worldcup (L) - Kranj (SLO) 2014,https://ifsc.results.info/event/866/
2014,"PanAmerican Youth Championship (L,S, B) - Mexico City (MEX) 2014",https://ifsc.results.info/event/882/
2015,Promotional Event - Gravical (B) - Singapore (SIN) 2015,https://ifsc.results.info/event/927/
2015,IFSC World Climbing Camp @ The Boulders,https://ifsc.results.info/event/928/
2015,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2015,https://ifsc.results.info/event/929/
2015,Kia World Extreme Games - Speed Climbing - Shanghai (CHN) 2015,https://ifsc.results.info/event/930/
2015,European Youth Cup (L) - Dornbirn (AUT) 2015,https://ifsc.results.info/event/918/
2015,European Championship (B) - Innsbruck (AUT) 2015,https://ifsc.results.info/event/916/
2015,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,https://ifsc.results.info/event/897/
2015,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,https://ifsc.results.info/event/898/
2015,European Youth Cup (L) - Imst (AUT) 2015,https://ifsc.results.info/event/919/
2015,IFSC Climbing Worldcup (B) - Vail (USA) 2015,https://ifsc.results.info/event/899/
2015,Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2015,https://ifsc.results.info/event/931/
2015,European Youth Cup (S) - Tarnow (POL) 2015,https://ifsc.results.info/event/920/
2015,"European Youth Championship (L, S) - Edinburgh (GBR) 2015",https://ifsc.results.info/event/922/
2015,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015",https://ifsc.results.info/event/900/
2015,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",https://ifsc.results.info/event/901/
2015,Paraclimbing Cup (L) - Imst (AUT) 2015,https://ifsc.results.info/event/911/
2015,European Youth Cup (B) - Laengenfeld (AUT) 2015,https://ifsc.results.info/event/921/
2015,"European Championship (L,S) - Chamonix (FRA) 2015",https://ifsc.results.info/event/917/
2015,Paraclimbing Cup (L) - Chamonix (FRA) 2015,https://ifsc.results.info/event/912/
2015,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015",https://ifsc.results.info/event/902/
2015,"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2015",https://ifsc.results.info/event/932/
2015,IFSC Climbing Worldcup (L) - Briançon (FRA) 2015,https://ifsc.results.info/event/903/
2015,Promotional Event (S) - Gaflenz (AUT) 2015,https://ifsc.results.info/event/933/
2015,European Youth Championship (B) - L'Argentière la Bessée (FRA) 2015,https://ifsc.results.info/event/923/
2015,IFSC Climbing Worldcup (L) - Imst (AUT) 2015,https://ifsc.results.info/event/904/
2015,European Universities Sport Climbing Championship - Katowice (POL) 2015,https://ifsc.results.info/event/926/
2015,European Youth Cup (L) - Mitterdorf (AUT) 2015,https://ifsc.results.info/event/924/
2015,IFSC Climbing Worldcup (B) - Munich (GER) 2015,https://ifsc.results.info/event/905/
2015,IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,https://ifsc.results.info/event/906/
2015,European Youth Cup (S) - Imst (AUT) 2015,https://ifsc.results.info/event/925/
2015,IFSC World Youth Championships - Arco (ITA) - 2015,https://ifsc.results.info/event/910/
2015,Torino European Climbing Challenge (L) - Torino (ITA) 2015,https://ifsc.results.info/event/934/
2015,Master Event - Adidas Rockstars (B) - Stuttgart (GER) 2015,https://ifsc.results.info/event/935/
2015,IFSC Climbing Worldcup (L) - Puurs (BEL) 2015,https://ifsc.results.info/event/907/
2015,Paraclimbing Cup (L) - Sheffield (GBR) 2015,https://ifsc.results.info/event/913/
2015,Promotional Event - 24 heures du mur (L) - Oloron Sainte Marie (FRA) 2015,https://ifsc.results.info/event/936/
2015,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",https://ifsc.results.info/event/908/
2015,IFSC Climbing Worldcup (L) - Kranj (SLO) 2015,https://ifsc.results.info/event/909/
2015,Asian Continental Championship - Ningbo (CHN) 2015,https://ifsc.results.info/event/914/
2015,Asian Youth Championship - Putrajaya (MAS) 2015,https://ifsc.results.info/event/915/
2016,Promotional Event Just Climb Cup (B) - Hong Kong (HKG) 2016,https://ifsc.results.info/event/974/
2016,Promotional Event Gravical (B) - Singapore (SIN) 2016,https://ifsc.results.info/event/975/
2016,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2016,https://ifsc.results.info/event/976/
2016,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,https://ifsc.results.info/event/937/
2016,European Youth Cup (S) - Tarnow (POL) 2016,https://ifsc.results.info/event/960/
2016,IFSC Climbing Worldcup (B) - Kazo (JPN) 2016,https://ifsc.results.info/event/938/
2016,"Promotional Event in memory of Pavel Samoilin (L, S) - Crimea 2016",https://ifsc.results.info/event/977/
2016,"IFSC Climbing Worldcup (B, S) - Chongqing (CHN) 2016",https://ifsc.results.info/event/939/
2016,Master Event (B) - Nanjing (CHN) 2016,https://ifsc.results.info/event/978/
2016,IFSC Climbing Worldcup (S) - Nanjing (CHN) 2016,https://ifsc.results.info/event/940/
2016,European Youth Cup (B) - Soure (POR) 2016,https://ifsc.results.info/event/961/
2016,IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2016,https://ifsc.results.info/event/941/
2016,Promotional Event (B) IMF GIRIVIHAR - Navi Mumbai (IND) 2016,https://ifsc.results.info/event/979/
2016,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2016,https://ifsc.results.info/event/942/
2016,European Youth Cup (L) - Imst (AUT) 2016,https://ifsc.results.info/event/962/
2016,Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2016,https://ifsc.results.info/event/980/
2016,IFSC Climbing Worldcup (B) - Vail (USA) 2016,https://ifsc.results.info/event/943/
2016,Oceania Continental Championship - Sidney (AUS) 2016,https://ifsc.results.info/event/969/
2016,European Youth Cup (B) - Graz (AUT) 2016,https://ifsc.results.info/event/963/
2016,Paraclimbing Cup (L) - Campitello di Fassa (ITA) 2016,https://ifsc.results.info/event/954/
2016,European Youth Cup (B) - Warsaw (POL) 2016,https://ifsc.results.info/event/964/
2016,"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2016",https://ifsc.results.info/event/970/
2016,"IFSC Climbing Worldcup (L,S) -Chamonix (FRA) 2016",https://ifsc.results.info/event/944/
2016,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2016",https://ifsc.results.info/event/945/
2016,Paraclimbing Master (L) - Imst (AUT) 2016,https://ifsc.results.info/event/955/
2016,"European Universities Games (L, S, B) - Zagreb (CRO) 2016",https://ifsc.results.info/event/972/
2016,IFSC Climbing Worldcup (L) - Briançon (FRA) 2016,https://ifsc.results.info/event/946/
2016,European Youth Cup (B) - L'Argentière (FRA) 2016,https://ifsc.results.info/event/965/
2016,Master Event - Tout à Bloc (B) - L'Argentière la Bessée (FRA) 2016,https://ifsc.results.info/event/981/
2016,Asian Continental Championship - Duyun (CHN) 2016,https://ifsc.results.info/event/958/
2016,European Youth Championships (B) - Langenfeld (AUT) 2016,https://ifsc.results.info/event/966/
2016,IFSC Climbing Worldcup (B) - Munich (GER) 2016,https://ifsc.results.info/event/947/
2016,IFSC Climbing Worldcup (L) - Imst (AUT) 2016,https://ifsc.results.info/event/948/
2016,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",https://ifsc.results.info/event/949/
2016,"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2016",https://ifsc.results.info/event/982/
2016,"European Youth Championships (L,S) - Mitterdorf (AUT) 2016",https://ifsc.results.info/event/967/
2016,Intl. Event - Rock Junior - Arco (ITA) 2016,https://ifsc.results.info/event/983/
2016,European Youth Cup (S) - Imst (AUT) 2016,https://ifsc.results.info/event/968/
2016,IFSC Climbing World Championships - Paris (FRA) 2016,https://ifsc.results.info/event/950/
2016,IFSC Paraclimbing World Championships - Paris (FRA) 2016,https://ifsc.results.info/event/956/
2016,Master Event - Adidas Rockstars (B) - Stuttgart (GER) 2016,https://ifsc.results.info/event/984/
2016,Paraclimbing Cup (L) - Sheffield (GBR) 2016,https://ifsc.results.info/event/957/
2016,Asian Youth Championship - Tehran (IRI) 2016,https://ifsc.results.info/event/959/
2016,Promotional Event - 24 heures du mur (L) - Oloron Sainte Marie (FRA) 2016,https://ifsc.results.info/event/971/
2016,World University Championships - Shanghai (CHN) 2016,https://ifsc.results.info/event/973/
2016,IFSC Climbing Worldcup (S) - Wujiang (CHN) 2016,https://ifsc.results.info/event/951/
2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",https://ifsc.results.info/event/1163/
2016,IFSC World Youth Championships - Guangzhou (CHN) - 2016,https://ifsc.results.info/event/953/
2016,IFSC Climbing Worldcup (L) - Kranj (SLO) 2016,https://ifsc.results.info/event/952/
2017,Promotional Event Kailas x Just Climb Cup (B) - Hong Kong (HKG) 2017,https://ifsc.results.info/event/1030/
2017,Promotional Event Gravical (B) - Singapore (SGP) 2017,https://ifsc.results.info/event/1031/
2017,3rd CISM World Winter Games - Sochi (RUS) 2017,https://ifsc.results.info/event/1027/
2017,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2017,https://ifsc.results.info/event/1032/
2017,Master Event - Studio Bloc Masters 2017 - Pfungstadt (GER) 2017,https://ifsc.results.info/event/1033/
2017,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017,https://ifsc.results.info/event/985/
2017,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",https://ifsc.results.info/event/986/
2017,"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",https://ifsc.results.info/event/987/
2017,European Youth Cup (B) - Graz (AUT) 2017,https://ifsc.results.info/event/1010/
2017,"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",https://ifsc.results.info/event/988/
2017,Promotional Event - Melloblocco (ITA) 2017,https://ifsc.results.info/event/1034/
2017,European Youth Cup (S) - Tarnow (POL) 2017,https://ifsc.results.info/event/1011/
2017,Promo Event - The Rock Ljubljana (B) - (SLO) 2017,https://ifsc.results.info/event/1035/
2017,European Youth Cup (B) - Soure (POR) 2017,https://ifsc.results.info/event/1012/
2017,Promotional Event (B) - Climbing Boulder Montpellier (FRA) 2017,https://ifsc.results.info/event/1036/
2017,European Youth Cup (L) - Imst (AUT) 2017,https://ifsc.results.info/event/1013/
2017,IFSC Climbing Worldcup (B) - Vail (USA) 2017,https://ifsc.results.info/event/989/
