Year,Event Title,Href
2005,European Youth Cup - Geneva (SUI) 2005,https://ifsc.results.info/event/409/
2005,UIAA Worldcup (L+S) - Shanghai (CHN) 2005,https://ifsc.results.info/event/401/
2005,UIAA Worldcup (L) - Valence (FRA) 2005,https://ifsc.results.info/event/402/
2005,European Youth Cup - Penne (ITA) 2005,https://ifsc.results.info/event/410/
2005,UIAA Worldcup (L) - Kranj (SLO) 2005,https://ifsc.results.info/event/403/
2005,European Youth Cup - Kranj (SLO) 2005,https://ifsc.results.info/event/411/
2005,Asian Youth Championships,https://ifsc.results.info/event/406/
2006,UIAA Climbing Worldcup (B) - Birmingham (GBR) 2006,https://ifsc.results.info/event/425/
2006,UIAA Climbing Worldcup (B+S) - Veliko Tarnovo (BUL) 2006,https://ifsc.results.info/event/426/
2006,Int. Event - Open Youth Marseille (FRA) 2006,https://ifsc.results.info/event/453/
2006,UIAA Climbing Worldcup (L) - Puurs (BEL) 2006,https://ifsc.results.info/event/427/
2006,Promotional Event - Melloblocco (ITA) 2006,https://ifsc.results.info/event/454/
2006,UIAA Climbing Worldcup (B) - Rovereto (ITA) 2006,https://ifsc.results.info/event/428/
2006,UIAA Climbing Worldcup (L+S) - Dresden (GER) 2006,https://ifsc.results.info/event/429/
2006,Central South America Championship - San Juan de los Morros (VEN),https://ifsc.results.info/event/451/
2006,European Youth Cup - Imst (AUT) 2006 after disqualification,https://ifsc.results.info/event/446/
2006,Youth Color Climbing Festival Imst (AUT) 2006,https://ifsc.results.info/event/455/
2006,UIAA Climbing Worldcup (B) - Grindelwald (SUI) 2006,https://ifsc.results.info/event/430/
2006,UIAA Climbing Worldcup (B) - Fiera di Primiero (ITA) 2006,https://ifsc.results.info/event/431/
2006,Int. Event (L+B+S) Rock Junior - Arco (ITA) 2006,https://ifsc.results.info/event/456/
2006,UIAA Climbing Worldcup (B) - Hall (AUT) 2006,https://ifsc.results.info/event/432/
2006,Int. Youth Event - Citta di Ravenna (ITA) 2006,https://ifsc.results.info/event/457/
2006,UIAA European Championship - Ekatarinburg (RUS) 2006,https://ifsc.results.info/event/445/
2006,Int. Youth Event - Petzen Trophy Kärnten (AUT) 2006,https://ifsc.results.info/event/459/
2006,Spiderkids - Kärnten (AUT) 2006,https://ifsc.results.info/event/458/
2006,UIAA Climbing Worldcup (L+S) - Chamonix (FRA) 2006,https://ifsc.results.info/event/433/
2006,Int. Event (L) - Serre Chevalier (FRA) 2006,https://ifsc.results.info/event/460/
2006,European Youth Cup - Gdansk (POL) 2006,https://ifsc.results.info/event/447/
2006,Promotional Event (L+S) - Friedrichshafen 2006,https://ifsc.results.info/event/461/
2006,International Event (B) - L'Argentiere la Bessee (FRA) 2006,https://ifsc.results.info/event/462/
2006,UIAA Climbing Worldcup (L) - Qinghai Province (CHN) 2006,https://ifsc.results.info/event/434/
2006,UIAA Climbing Worldcup (S) - Val Daone (ITA) 2006,https://ifsc.results.info/event/435/
2006,UIAA Climbing Worldcup (L+S) - Singapore (SIN) 2006,https://ifsc.results.info/event/436/
2006,UIAA Climbing Worldcup (L+S) - Kuala Lumpur (MAS) 2006,https://ifsc.results.info/event/437/
2006,Int. Event - Aggtelek Cup (HUN ) 2006,https://ifsc.results.info/event/463/
2006,UIAA World Youth Championship - Imst (AUT) 2006,https://ifsc.results.info/event/443/
2006,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2006,https://ifsc.results.info/event/464/
2006,UIAA Climbing Worldcup (L) - Marbella (ESP) 2006,https://ifsc.results.info/event/438/
2006,International Event (B) - La Colmiane (FRA) 2006,https://ifsc.results.info/event/465/
2006,UIAA Climbing Worldcup (L+S) - Shanghai (CHN) 2006,https://ifsc.results.info/event/439/
2006,European Youth Cup - Velika Tarnovo (BUL) 2006,https://ifsc.results.info/event/448/
2006,International Event (L) - Dima-Bilbao (ESP) 2006,https://ifsc.results.info/event/466/
2006,UIAA Asian Championships - Kaoshiung (TPE) 2006,https://ifsc.results.info/event/444/
2006,European Youth Cup - Annecy (FRA) 2006,https://ifsc.results.info/event/449/
2006,Int. Youth Event - 2. BELGRADE OPEN TROFEY,https://ifsc.results.info/event/467/
2006,UIAA Climbing Worldcup (B+S) - Moscow (RUS) 2006,https://ifsc.results.info/event/440/
2006,UIAA Climbing Worldcup (L) - Penne (ITA) 2006,https://ifsc.results.info/event/441/
2006,UIAA Worldcup (L) - Kranj (SLO) 2006,https://ifsc.results.info/event/442/
2006,North American Championships (L+S) - Denver Colorado (USA) 2006,https://ifsc.results.info/event/452/
2006,European Youth Cup - Kranj (SLO) 2006,https://ifsc.results.info/event/450/
2007,IFSC European Boulder Championship - Birmingham (GBR) 2007,https://ifsc.results.info/event/489/
2007,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,https://ifsc.results.info/event/468/
2007,IFSC Climbing Worldcup (S) - Tarnow (POL) 2007,https://ifsc.results.info/event/469/
2007,Youth Event - Marseille (FRA) 2007,https://ifsc.results.info/event/497/
2007,IFSC Climbing Worldcup (B) - Sofia (BUL) 2007,https://ifsc.results.info/event/470/
2007,IFSC Climbing Worldcup (B) - Hall (AUT) 2007,https://ifsc.results.info/event/471/
2007,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,https://ifsc.results.info/event/472/
2007,IFSC Climbing Worldcup (B) - La Reunion (FRA) 2007,https://ifsc.results.info/event/473/
2007,Promotional Event - Melloblocco (ITA) 2007,https://ifsc.results.info/event/498/
2007,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,https://ifsc.results.info/event/474/
2007,European Youth Series - Imst (AUT) 2007,https://ifsc.results.info/event/490/
2007,Youth Color Climbing Festival - Imst (AUT) 2007,https://ifsc.results.info/event/499/
2007,International Event (B) Ukrainian Verticals - Kiev (UKR),https://ifsc.results.info/event/500/
2007,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,https://ifsc.results.info/event/475/
2007,Youth Event Rock Junior - Arco (ITA) 2007,https://ifsc.results.info/event/501/
2007,IFSC Climbing Worldcup (L) - Zürich (SUI) 2007,https://ifsc.results.info/event/476/
2007,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,https://ifsc.results.info/event/477/
2007,Youth Event - Ravenna (ITA) 2007,https://ifsc.results.info/event/502/
2007,European Youth Series - Veliko Tarnovo (BUL) 2007,https://ifsc.results.info/event/491/
2007,International Event - Swiss Master Outdoor Games - Interlaken (SUI) 2007,https://ifsc.results.info/event/503/
2007,Int. Youth Event - Petzen Trophy Kärnten (AUT) 2007,https://ifsc.results.info/event/504/
2007,European Youth Series - Leipzig (GER) 2007,https://ifsc.results.info/event/492/
2007,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,https://ifsc.results.info/event/478/
2007,Int. Event (L) - Serre Chevalier (FRA) 2007,https://ifsc.results.info/event/505/
2007,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2007,https://ifsc.results.info/event/479/
2007,European Youth Series - Warsaw (POL) 2007,https://ifsc.results.info/event/493/
2007,International Event (B) - L'Argentiere la Bessee (FRA) 2007,https://ifsc.results.info/event/506/
2007,IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007,https://ifsc.results.info/event/480/
2007,IFSC Climbing World Youth Championship - Ibarra (ECU) 2007,https://ifsc.results.info/event/487/
2007,International Event (B) - La Colmiane (FRA) Masters 2007,https://ifsc.results.info/event/507/
2007,Promotional Event - Boulder Cup Novi Sad (SRB) 2007,https://ifsc.results.info/event/508/
2007,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2007,https://ifsc.results.info/event/509/
2007,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,https://ifsc.results.info/event/481/
2007,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,https://ifsc.results.info/event/482/
2007,Int. Youth Event - 3. BELGRADE OPEN TROPHY (SRB) 2007,https://ifsc.results.info/event/510/
2007,IFSC Climbing Worldcup (L) - Kazo (JPN) 2007,https://ifsc.results.info/event/483/
2007,European Youth Series - Linz (AUT) 2007,https://ifsc.results.info/event/494/
2007,Asian Indoor Games - Macau,https://ifsc.results.info/event/496/
2007,IFSC Climbing Worldcup (L) - Valence (FRA) 2007,https://ifsc.results.info/event/484/
2007,Promo Event (L+S) Asia Cup - Changsha (CMA),https://ifsc.results.info/event/511/
2007,IFSC Asian Championships - Guangzhou (CHN) 2007,https://ifsc.results.info/event/488/
2007,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,https://ifsc.results.info/event/485/
2007,IFSC Climbing Worldcup (L) - Kranj (SLO) 2007,https://ifsc.results.info/event/486/
2007,European Youth Series - Kranj (SLO) 2007,https://ifsc.results.info/event/495/
2008,Regional Event (B) - Kitzbühel (AUT) 2008,https://ifsc.results.info/event/540/
2008,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,https://ifsc.results.info/event/512/
2008,Int. Youth Event - Open Youth Aix-en-Provence (FRA) 2008,https://ifsc.results.info/event/541/
2008,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,https://ifsc.results.info/event/513/
2008,Promo Event Kia X Games Asia (Speed) Shanghai (CHN) 2008,https://ifsc.results.info/event/542/
2008,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,https://ifsc.results.info/event/514/
2008,Promotional Event Melloblocco (ITA) 2008,https://ifsc.results.info/event/543/
2008,Youth Color Climbing Festival - Imst (AUT) 2008,https://ifsc.results.info/event/544/
2008,IFSC European Youth Series (L) - Prague (CZE) 2008,https://ifsc.results.info/event/532/
2008,IFSC Asian Championships (B+L+S) - Guangzhou (CHN) 2008,https://ifsc.results.info/event/529/
2008,Int. Event (L+B) DimaRockmaster - Dima (ESP) 2008,https://ifsc.results.info/event/545/
2008,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,https://ifsc.results.info/event/515/
2008,IFSC Climbing Worldcup (B) - Vail (USA) 2008,https://ifsc.results.info/event/516/
2008,Int. Youth Event - Rock Junior (ITA) 2008,https://ifsc.results.info/event/546/
2008,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,https://ifsc.results.info/event/517/
2008,IFSC European Youth Series (L+S) - Wuppertal (GER) 2008,https://ifsc.results.info/event/533/
2008,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,https://ifsc.results.info/event/518/
2008,Promo Event Ambrosia Boulder Contest Zsombo (HUN) 2008,https://ifsc.results.info/event/547/
2008,IFSC Climbing Worldcup (B) - Montauban (FRA) 2008,https://ifsc.results.info/event/519/
2008,Int. Youth Event - Petzen Trophy Kärnten (AUT) 2008,https://ifsc.results.info/event/548/
2008,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,https://ifsc.results.info/event/520/
2008,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2008,https://ifsc.results.info/event/521/
2008,Int. Event (L) - Serre Chevalier (FRA) 2008,https://ifsc.results.info/event/549/
2008,Promo Event Tout a Bloc l'Argentière la Bessée (FRA) 2008,https://ifsc.results.info/event/550/
2008,Promo Event Balkan Climbing Competition,https://ifsc.results.info/event/551/
2008,Promo Event - Asia Youth Cup Bali (Indonesia),https://ifsc.results.info/event/552/
2008,IFSC Climbing World Youth Championship - Sydney (AUS) 2008,https://ifsc.results.info/event/527/
2008,Promotional Event BAZ Bouldering at Sea Scheveningen Beach (NED),https://ifsc.results.info/event/553/
2008,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2008,https://ifsc.results.info/event/554/
2008,IFSC Climbing Worldcup (L) - Bern (SUI) 2008,https://ifsc.results.info/event/522/
2008,IFSC Climbing Worldcup (L) - Imst (AUT) 2008,https://ifsc.results.info/event/523/
2008,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,https://ifsc.results.info/event/524/
2008,IFSC European Youth Series (L) - Imst (AUT) 2008,https://ifsc.results.info/event/534/
2008,Intl. Event - TreX Games Busan 2008 Intl. Sport Climbing Competition,https://ifsc.results.info/event/555/
2008,Oceanian Championship - New Zealand,https://ifsc.results.info/event/539/
2008,Centre and South American Continental Championship Sport Climbing - Senior,https://ifsc.results.info/event/537/
2008,IFSC European Championship - Paris (FRA) 2008,https://ifsc.results.info/event/531/
2008,International Event (S + L) - Shanghai (CHN) 2008,https://ifsc.results.info/event/556/
2008,IFSC Hydromaster CHINA 2008,https://ifsc.results.info/event/557/
2008,IFSC ParaClimbing Cup 2008 - Moscow (RUS),https://ifsc.results.info/event/528/
2008,Asian Youth Championship (L+S) - Yamaguchi (JPN) 2008,https://ifsc.results.info/event/530/
2008,IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008,https://ifsc.results.info/event/525/
2008,IFSC European Youth Series (L) - Annecy (FRA) 2008,https://ifsc.results.info/event/535/
2008,IFSC Climbing Worldcup (L) - Kranj (SLO) 2008,https://ifsc.results.info/event/526/
2008,IFSC European Youth Series (L) - Kranj (SLO) 2008,https://ifsc.results.info/event/536/
2008,Promo Indonesia Open Xtreme - Bandung,https://ifsc.results.info/event/558/
2008,Promo Event - Nordic Bouldering Challenge- Lillehammer (NOR) 2008,https://ifsc.results.info/event/559/
2008,North American Championships - Montreal (CAN) 2008,https://ifsc.results.info/event/538/
2009,Intl. Event (B) - Boulder Promo - Sheffield (GBR) 2009,https://ifsc.results.info/event/589/
2009,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,https://ifsc.results.info/event/560/
2009,Asia Cup Bouldering,https://ifsc.results.info/event/578/
2009,IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,https://ifsc.results.info/event/561/
2009,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,https://ifsc.results.info/event/562/
2009,Asian X Games (S) - Shanghai (CHN) 2009,https://ifsc.results.info/event/587/
2009,IFSC Climbing Worldcup (B) - Hall (AUT) 2009,https://ifsc.results.info/event/563/
2009,Shanghai Rock Master (L + S) - Shanghai (CHN) 2009,https://ifsc.results.info/event/590/
2009,Promotional Event - Melloblocco (ITA),https://ifsc.results.info/event/591/
2009,Intl. Event (B) - Open Boulder Austria and Germany Cup- Kitzbuhel (AUT) 2009,https://ifsc.results.info/event/592/
2009,"Promo Event - Rock Master Ecuador (L, B, S) - Quito (ECU)",https://ifsc.results.info/event/593/
2009,European Youth Series - Imst (AUT) 2009,https://ifsc.results.info/event/581/
2009,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,https://ifsc.results.info/event/564/
2009,Intl. Event - Youth Color Climbing Festival- Imst (AUT) 2009,https://ifsc.results.info/event/594/
2009,IFSC Climbing Worldcup (B) - Vail (USA) 2009,https://ifsc.results.info/event/565/
2009,Intl. Event - Rockjunior - Arco (ITA) 2009,https://ifsc.results.info/event/595/
2009,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2009,https://ifsc.results.info/event/566/
2009,Ambrosia Boulder Promo,https://ifsc.results.info/event/596/
2009,IFSC Climbing World Championships - Qinghai (CHN) 2009,https://ifsc.results.info/event/568/
2009,IFSC Climbing World Championships - Qinghai (CHN) 2009 - 15m Speed,https://ifsc.results.info/event/567/
2009,Intl. Youth Event - Petzen Climbing Trophy - Petzen (AUT) 2009,https://ifsc.results.info/event/597/
2009,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",https://ifsc.results.info/event/569/
2009,World Games (L+S) - Kaohsiung (TPE) 2009,https://ifsc.results.info/event/588/
2009,Friedrichshafen Speed Promo - Friedrichshafen (GER) - 2009,https://ifsc.results.info/event/598/
2009,Asia Youth Championship - Almaty (KAZ) - 2009,https://ifsc.results.info/event/580/
2009,Intl. Event (L) - Lead Masters - Serre Chevalier (FRA) 2009,https://ifsc.results.info/event/599/
2009,Promo event - European Youth Speed Cup - Stuttgart (GER) 2009,https://ifsc.results.info/event/600/
2009,Promo Event (B) - Boulder Promo - Argentiere (FRA) 2009,https://ifsc.results.info/event/601/
2009,IFSC Paraclimbing Cup - Val Daone (ITA) - 2009,https://ifsc.results.info/event/577/
2009,IFSC Climbing Worldcup (S) - Daone (ITA) 2009,https://ifsc.results.info/event/570/
2009,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,https://ifsc.results.info/event/571/
2009,Promo Event - Bronx Rock Invitational - Cologne (GER) 2009,https://ifsc.results.info/event/602/
2009,IFSC Climbing Worldcup (L) - Imst (AUT) 2009,https://ifsc.results.info/event/572/
2009,IFSC World Youth Championships - Valence (FRA) 2009,https://ifsc.results.info/event/576/
2009,Asia Championship - Chuncheon (KOR) - 2009,https://ifsc.results.info/event/579/
2009,Promo Event - Innsbruck (AUT) - 2009,https://ifsc.results.info/event/603/
2009,Promo Event - BAZ - Scheveningen Beach (NED) - 2009,https://ifsc.results.info/event/604/
2009,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2009,https://ifsc.results.info/event/605/
2009,"Intl. Event (L) - Lead Masters - Dur&Go Climbing Master, Durango (ESP) 2009",https://ifsc.results.info/event/606/
2009,IFSC European Youth Series (L+S) - Munich (GER),https://ifsc.results.info/event/582/
2009,IFSC European Youth Series - Edinburgh (GBR),https://ifsc.results.info/event/583/
2009,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,https://ifsc.results.info/event/573/
2009,"Oceania Championship - Port Maquarie, NSW (AUS) 2009",https://ifsc.results.info/event/586/
2009,Promo Event - Indonesia Open Xtreme - Makasar (INA) 2009,https://ifsc.results.info/event/607/
2009,IFSC European Youth Series (L+S) - Kaliningrad (RUS),https://ifsc.results.info/event/584/
2009,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,https://ifsc.results.info/event/574/
2009,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009,https://ifsc.results.info/event/575/
2009,IFSC European Youth Series - Kranj (SLO) 2009,https://ifsc.results.info/event/585/
2010,Promo Event - Bodensee Climbing Trophy - Dornbirn (AUT) 2010,https://ifsc.results.info/event/644/
2010,European Promo Event - Boulder - Sheffield (GBR) 2010,https://ifsc.results.info/event/643/
2010,International University Bouldering Trophy Avogadro - Pollone (ITA) 2010,https://ifsc.results.info/event/641/
2010,CISM Winter Military World Games - Courmayeur (ITA) 2010,https://ifsc.results.info/event/640/
2010,Promotional Event - Kitzbuhel (AUT) 2010,https://ifsc.results.info/event/645/
2010,Regional European Competition (L + S) - Volos and Almyros (GRE) 2010,https://ifsc.results.info/event/642/
2010,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,https://ifsc.results.info/event/608/
2010,Promo Event - Melloblocco (ITA) 2010,https://ifsc.results.info/event/647/
2010,Promotional Event - Melloblocco (ITA) 2010,https://ifsc.results.info/event/646/
2010,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,https://ifsc.results.info/event/609/
2010,"IFSC PanAmerican Championship (L, S, B) - Quito (ECU) 2010",https://ifsc.results.info/event/637/
2010,Intl. Event - Youth Color Climbing Festival - Imst (AUT) 2010,https://ifsc.results.info/event/648/
2010,IFSC Climbing Worldcup (B) - Wien (AUT) 2010,https://ifsc.results.info/event/610/
2010,IFSC Climbing Worldcup (B) - Vail (USA) 2010,https://ifsc.results.info/event/611/
2010,Intl. Event - Rock Junior - Arco (ITA) 2010,https://ifsc.results.info/event/650/
2010,European Youth Series - Imst (AUT) 2010,https://ifsc.results.info/event/631/
2010,International Youth Event - Rockjunior - Arco (ITA) 2010,https://ifsc.results.info/event/649/
2010,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2010",https://ifsc.results.info/event/612/
2010,Ambrosia Boulder Contest - Zsombo (HUN) 2010,https://ifsc.results.info/event/651/
2010,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2010,https://ifsc.results.info/event/613/
2010,"Junior Climbing Marathon (B, L) - Traversella (ITA) 2010",https://ifsc.results.info/event/652/
2010,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2010,https://ifsc.results.info/event/614/
2010,"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2010",https://ifsc.results.info/event/654/
2010,International Event - Petzen Climbing Trophy - Petzen (AUT) 2010,https://ifsc.results.info/event/653/
2010,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2010",https://ifsc.results.info/event/615/
2010,European Speed Cup - Friedrichshafen (GER) 2010,https://ifsc.results.info/event/628/
2010,European Youth Series - Friedrichschafen (GER) 2010,https://ifsc.results.info/event/632/
2010,Rock Master - World Championship Pre-event - Arco (ITA),https://ifsc.results.info/event/655/
2010,Rockmaster ARCO 2010 - Duel Lead,https://ifsc.results.info/event/656/
2010,European Youth Bouldering Event - L'Argeniere (FRA) 2010,https://ifsc.results.info/event/657/
2010,Promo Event (B) - Boulder Promo - Argentiere (FRA) 2010,https://ifsc.results.info/event/658/
2010,L'Argentiere Boulder Promo - L'Argentiere (FRA) 2010,https://ifsc.results.info/event/660/
2010,European Youth Bouldering Event - L'Argentiere (FRA) 2010,https://ifsc.results.info/event/659/
2010,IFSC Paraclimbing Cup - Daone (FRA) - 2010,https://ifsc.results.info/event/624/
2010,IFSC Climbing Worldcup (S) - Daone (ITA) 2010,https://ifsc.results.info/event/616/
2010,IFSC Paraclimbing Cup - Daone (ITA) 2010,https://ifsc.results.info/event/625/
2010,"Lead International Event, Open International - Briancon (FRA) 2010",https://ifsc.results.info/event/661/
2010,IFSC Climbing Worldcup (B) - Munich (GER) 2010,https://ifsc.results.info/event/617/
2010,European Youth Series - Wien (AUT) 2010,https://ifsc.results.info/event/633/
2010,"IFSC Climbing Worldcup (L, S) - Xining (CHN) 2010",https://ifsc.results.info/event/618/
2010,"IFSC Climbing Worldcup (L,S) - Chuncheon (KOR) 2010",https://ifsc.results.info/event/619/
2010,HydroMaster Irkutsk - Irkutsk (RUS) 2010,https://ifsc.results.info/event/662/
2010,IFSC World Youth Championship - Edinburgh (GBR) - 2010,https://ifsc.results.info/event/623/
2010,European Championship - Imst/Innsbruck (AUT) 2010,https://ifsc.results.info/event/629/
2010,Asian Continental Championship,https://ifsc.results.info/event/627/
2010,IFSC Climbing Worldcup (L) - Puurs (BEL) 2010,https://ifsc.results.info/event/620/
2010,"Promotional Event - Youyang, Chongqing (CHN)",https://ifsc.results.info/event/663/
2010,Oceania Continental Championship - Auckland (NZL) 2010,https://ifsc.results.info/event/639/
2010,European Youth Series - Veliko Tarnovo (BUL) 2010,https://ifsc.results.info/event/634/
2010,European Youth Series - Annecy (France) 2010,https://ifsc.results.info/event/635/
2010,"IFSC Climbing Worldcup (L, S) - Huaiji (CHN) 2010",https://ifsc.results.info/event/621/
2010,Jiangyin Rock Master - Jiangyin (CHN) 2010,https://ifsc.results.info/event/664/
2010,IFSC Climbing Worldcup (L) - Kranj (SLO) 2010,https://ifsc.results.info/event/622/
2010,European Youth Series - Kranj (SLO) 2010,https://ifsc.results.info/event/636/
2010,"PanAmerican Youth Championship (L,S, B) - Ibarra (ECU)",https://ifsc.results.info/event/638/
2010,European Speed Cup - Nicosia (CYP) 2010,https://ifsc.results.info/event/630/
2010,IFSC Paraclimbing Cup - Chiba (JPN) 2010,https://ifsc.results.info/event/626/
2011,Promotional Event - CupOFF HUDY - Prague (CZE) 2011,https://ifsc.results.info/event/705/
2011,European Promo Event - Boulder - Sheffield (GBR) 2011,https://ifsc.results.info/event/706/
2011,Rheintal Cup - Kinder-Bouldertag Küblis (B),https://ifsc.results.info/event/707/
2011,Promotional Event - Nordic Bouldering Championship - Bouldertehdas Turku (FIN) 2011,https://ifsc.results.info/event/708/
2011,Rheintal Cup - Junior Cup Dornbirn (L),https://ifsc.results.info/event/709/
2011,"IFSC Climbing Worldcup (B,S) - Milano (ITA) 2011",https://ifsc.results.info/event/665/
2011,Rheintal Cup - Eidechsli Chur (L),https://ifsc.results.info/event/710/
2011,Promotional Event - Melloblocco (ITA) 2011,https://ifsc.results.info/event/711/
2011,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2011,https://ifsc.results.info/event/667/
2011,IFSC Climbing Worldcup (B) - Vienna (AUT) 2011,https://ifsc.results.info/event/668/
2011,European Youth Cup (S) - Tarnow (POL) 2011,https://ifsc.results.info/event/694/
2011,"European Youth Cup (L,S) - Edinburgh (GBR) 2011",https://ifsc.results.info/event/695/
2011,IFSC Climbing Worldcup (B) - Canmore (CAN) 2011,https://ifsc.results.info/event/669/
2011,International under 14 Event - Atomska Mravka - Skopje (MKD) 2011,https://ifsc.results.info/event/712/
2011,IFSC Climbing Worldcup (B) - Vail (USA) 2011,https://ifsc.results.info/event/670/
2011,Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2011,https://ifsc.results.info/event/713/
2011,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2011,https://ifsc.results.info/event/671/
2011,Promotional event - Unified Bouldering Championship - New York (USA) 2011,https://ifsc.results.info/event/714/
2011,IFSC Climbing Worldcup (B) - Barcelona (ESP) 2011,https://ifsc.results.info/event/672/
2011,IFSC Climbing Worldcup (B) - Sheffield (GBR) 2011,https://ifsc.results.info/event/673/
2011,"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2011",https://ifsc.results.info/event/715/
2011,European Youth Cup (S) - Chamonix (FRA) 2011,https://ifsc.results.info/event/696/
2011,Promotional Event - Mammut Blocmaster - Innsbruck (AUT) 2011,https://ifsc.results.info/event/716/
2011,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2011",https://ifsc.results.info/event/674/
2011,European Youth Cup (S) - Friedrichshafen (GER) 2011,https://ifsc.results.info/event/697/
2011,IFSC Climbing World Championships - Arco (ITA) 2011,https://ifsc.results.info/event/675/
2011,IFSC Paraclimbing World Championship LEAD - Arco (ITA) 2011,https://ifsc.results.info/event/691/
2011,IFSC Paraclimbing World Championship SPEED - Arco (ITA) 2011,https://ifsc.results.info/event/690/
2011,IFSC World Championship Lead Group A - Arco 2011,https://ifsc.results.info/event/676/
2011,IFSC World Championship Lead Group B - Arco 2011,https://ifsc.results.info/event/677/
2011,Rockmaster Gala Duel - Arco (ITA) 2011,https://ifsc.results.info/event/717/
2011,International Climbing Festival (under 14) - Veliko Tarnovo (BUL) 2011,https://ifsc.results.info/event/718/
2011,Asian Youth Championship - Singapore (SGP) 2011,https://ifsc.results.info/event/693/
2011,Promo event Adidas Rockstars - AREA 47 Otztal Bahnhof (AUT) 2011,https://ifsc.results.info/event/719/
2011,IFSC Climbing Worldcup (L) - Briançon (FRA) 2011,https://ifsc.results.info/event/678/
2011,"European Youth Cup (L,S) - Veliko Tarnovo (BUL) 2011",https://ifsc.results.info/event/698/
2011,IFSC Climbing Worldcup (S) - Daone (ITA) 2011,https://ifsc.results.info/event/679/
2011,Promotional Event - Norwegian Rockmaster - Arendal (NOR) 2011,https://ifsc.results.info/event/720/
2011,European Youth Cup (L) - Imst (AUT) 2011,https://ifsc.results.info/event/699/
2011,IFSC Climbing Worldcup (B) - Munich (GER) 2011,https://ifsc.results.info/event/680/
2011,IFSC World Youth Championship - Imst (AUT) - 2011,https://ifsc.results.info/event/689/
2011,"IFSC Climbing Worldcup (L,S) - Xining (CHN) 2011",https://ifsc.results.info/event/681/
2011,"IFSC Climbing Worldcup (L,S) - Changzhi (CHN) 2011",https://ifsc.results.info/event/682/
2011,European Youth Cup (B) - Meran (ITA) 2011,https://ifsc.results.info/event/700/
2011,European Youth Cup (B)- Munich (GER) 2011,https://ifsc.results.info/event/701/
2011,Rheintal Cup - Megusta-Kids-Cup (S),https://ifsc.results.info/event/723/
2011,Rheintal Cup - Megusta-Kids-Cup (L),https://ifsc.results.info/event/722/
2011,Promotional Event - Les 24 heures du Mur (L) - Oloront Sainte Marie (FRA) 2011,https://ifsc.results.info/event/721/
2011,IFSC Climbing Worldcup (L) - Puurs (BEL) 2011,https://ifsc.results.info/event/683/
2011,Intl. Event - Rock Junior - Arco (ITA) 2011,https://ifsc.results.info/event/724/
