rank,category,modality,name,number,country,event_name
1,Youth B Male,Lead,Alexandre KOVALEVSKJ,,RUS,European Youth Cup - Triest (ITA) 1998
2,Youth B Male,Lead,Roman FELIX,,SUI,European Youth Cup - Triest (ITA) 1998
3,Youth B Male,Lead,Timo PREUSSLER,,GER,European Youth Cup - Triest (ITA) 1998
4,Youth B Male,Lead,Blaz RANT,,SLO,European Youth Cup - Triest (ITA) 1998
5,Youth B Male,Lead,Kilian FISCHHUBER,,AUT,European Youth Cup - Triest (ITA) 1998
6,Youth B Male,Lead,Johannes LAU,,GER,European Youth Cup - Triest (ITA) 1998
7,Youth B Male,Lead,Anze STREMFELJ,,SLO,European Youth Cup - Triest (ITA) 1998
8,Youth B Male,Lead,Andrzej MECHERZYNSKI-WIKTOR,,POL,European Youth Cup - Triest (ITA) 1998
9,Youth B Male,Lead,Petr SOLANSKY,,CZE,European Youth Cup - Triest (ITA) 1998
10,Youth B Male,Lead,Marcin WSZOLEK,,POL,European Youth Cup - Triest (ITA) 1998
11,Youth B Male,Lead,Luca GIACOMINI,,ITA,European Youth Cup - Triest (ITA) 1998
12,Youth B Male,Lead,Cédric LACHAT,,SUI,European Youth Cup - Triest (ITA) 1998
13,Youth B Male,Lead,Florian GRIMUS,,AUT,European Youth Cup - Triest (ITA) 1998
14,Youth B Male,Lead,Andrej TROST,,SLO,European Youth Cup - Triest (ITA) 1998
15,Youth B Male,Lead,Mikhail KOTCHETKOV,,RUS,European Youth Cup - Triest (ITA) 1998
16,Youth B Male,Lead,Lucas PRETI,,ITA,European Youth Cup - Triest (ITA) 1998
17,Youth B Male,Lead,Taras FEDOSSEEV,,RUS,European Youth Cup - Triest (ITA) 1998
18,Youth B Male,Lead,Bartosz HAWLENA KRZEMISKI,,POL,European Youth Cup - Triest (ITA) 1998
19,Youth B Male,Lead,Mathieu MAURER,,SUI,European Youth Cup - Triest (ITA) 1998
20,Youth B Male,Lead,Florian GRITZER,,AUT,European Youth Cup - Triest (ITA) 1998
21,Youth B Male,Lead,Simon ANTHAMATTEN,,SUI,European Youth Cup - Triest (ITA) 1998
22,Youth B Male,Lead,Ondrej BENES,,CZE,European Youth Cup - Triest (ITA) 1998
23,Youth B Male,Lead,Andre BOROWKA,,GER,European Youth Cup - Triest (ITA) 1998
24,Youth B Male,Lead,Anton MACHKINE,,RUS,European Youth Cup - Triest (ITA) 1998
25,Youth B Male,Lead,Guido UNTERWURZACHER,,AUT,European Youth Cup - Triest (ITA) 1998
1,Juniors Female,Lead,Iva HARTMANN,,SUI,European Youth Cup - Triest (ITA) 1998
2,Juniors Female,Lead,Eva TUSAR,,SLO,European Youth Cup - Triest (ITA) 1998
3,Juniors Female,Lead,Katarina STREMFELJ,,SLO,European Youth Cup - Triest (ITA) 1998
4,Juniors Female,Lead,Cristina GONZALEZ,,ESP,European Youth Cup - Triest (ITA) 1998
5,Juniors Female,Lead,Blaza KLEMENCIC,,SLO,European Youth Cup - Triest (ITA) 1998
6,Juniors Female,Lead,Lucie POTESILOVA,,CZE,European Youth Cup - Triest (ITA) 1998
7,Juniors Female,Lead,Andrea BARTH,,GER,European Youth Cup - Triest (ITA) 1998
8,Juniors Female,Lead,Silvia SGHEDONI,,ITA,European Youth Cup - Triest (ITA) 1998
1,Youth A Female,Lead,Sarka OBADALOVA,,CZE,European Youth Cup - Triest (ITA) 1998
2,Youth A Female,Lead,Alexandra EYER,,SUI,European Youth Cup - Triest (ITA) 1998
3,Youth A Female,Lead,Barbara BACHER,,AUT,European Youth Cup - Triest (ITA) 1998
4,Youth A Female,Lead,Manuela FENDER,,AUT,European Youth Cup - Triest (ITA) 1998
5,Youth A Female,Lead,Olesya SAULEVICH,,RUS,European Youth Cup - Triest (ITA) 1998
6,Youth A Female,Lead,Nastja GUZZI,,SLO,European Youth Cup - Triest (ITA) 1998
7,Youth A Female,Lead,Judith HIRSCH,,AUT,European Youth Cup - Triest (ITA) 1998
8,Youth A Female,Lead,Katrin BRADY,,GER,European Youth Cup - Triest (ITA) 1998
9,Youth A Female,Lead,Stéphanie LOUIS,,SUI,European Youth Cup - Triest (ITA) 1998
10,Youth A Female,Lead,Irati ANDA VILLANUEVA,,ESP,European Youth Cup - Triest (ITA) 1998
11,Youth A Female,Lead,Laura ALOI,,ITA,European Youth Cup - Triest (ITA) 1998
1,Youth B Female,Lead,Natalija GROS,,SLO,European Youth Cup - Triest (ITA) 1998
2,Youth B Female,Lead,Katarzyna DLUGOSZ,,POL,European Youth Cup - Triest (ITA) 1998
3,Youth B Female,Lead,Jenny LAVARDA,,ITA,European Youth Cup - Triest (ITA) 1998
4,Youth B Female,Lead,Isabella RITSCH,,AUT,European Youth Cup - Triest (ITA) 1998
5,Youth B Female,Lead,Tatiana FELDSHEROVA,,RUS,European Youth Cup - Triest (ITA) 1998
6,Youth B Female,Lead,Zuzana CINTALOVA,,SVK,European Youth Cup - Triest (ITA) 1998
7,Youth B Female,Lead,Ekatarina IVASTCHENKO,,RUS,European Youth Cup - Triest (ITA) 1998
8,Youth B Female,Lead,Eva FINZGAR,,SLO,European Youth Cup - Triest (ITA) 1998
9,Youth B Female,Lead,Katarina CINTALOVA,,SVK,European Youth Cup - Triest (ITA) 1998
10,Youth B Female,Lead,Olga ILGASHEVA,,RUS,European Youth Cup - Triest (ITA) 1998
11,Youth B Female,Lead,Anna Maria PEK,,POL,European Youth Cup - Triest (ITA) 1998
12,Youth B Female,Lead,Debora ORIOLI,,ITA,European Youth Cup - Triest (ITA) 1998
13,Youth B Female,Lead,Cinzia DONATI,,ITA,European Youth Cup - Triest (ITA) 1998
14,Youth B Female,Lead,Lucie SKOLAROVA,,CZE,European Youth Cup - Triest (ITA) 1998
15,Youth B Female,Lead,Lucka FRANKO,,SLO,European Youth Cup - Triest (ITA) 1998
1,Juniors Male,Lead,Flavio CRESPI,,ITA,European Youth Cup - Imst (AUT) 1998
2,Juniors Male,Lead,Matej SOVA,,SLO,European Youth Cup - Imst (AUT) 1998
3,Juniors Male,Lead,Manuel HASSLER,,SUI,European Youth Cup - Imst (AUT) 1998
4,Juniors Male,Lead,Patxi USOBIAGA LAKUNZA,,ESP,European Youth Cup - Imst (AUT) 1998
5,Juniors Male,Lead,Daniel KADLEC,,CZE,European Youth Cup - Imst (AUT) 1998
6,Juniors Male,Lead,David GISLER,,SUI,European Youth Cup - Imst (AUT) 1998
7,Juniors Male,Lead,Matthias MÜLLER,,SUI,European Youth Cup - Imst (AUT) 1998
8,Juniors Male,Lead,Ales STROJAN,,SLO,European Youth Cup - Imst (AUT) 1998
9,Juniors Male,Lead,Heiko WILHELM,,AUT,European Youth Cup - Imst (AUT) 1998
10,Juniors Male,Lead,Joseba SAIZ,,ESP,European Youth Cup - Imst (AUT) 1998
11,Juniors Male,Lead,Gaizca SAMPEDRO,,ESP,European Youth Cup - Imst (AUT) 1998
12,Juniors Male,Lead,Ben BRANSBY,,GBR,European Youth Cup - Imst (AUT) 1998
13,Juniors Male,Lead,Renaud ROSSIGNOL,,BEL,European Youth Cup - Imst (AUT) 1998
14,Juniors Male,Lead,Andreas PFANNER,,AUT,European Youth Cup - Imst (AUT) 1998
15,Juniors Male,Lead,Markus SCHWAIGER,,AUT,European Youth Cup - Imst (AUT) 1998
16,Juniors Male,Lead,Florian FENDER,,AUT,European Youth Cup - Imst (AUT) 1998
17,Juniors Male,Lead,Ivan LARRION,,ESP,European Youth Cup - Imst (AUT) 1998
18,Juniors Male,Lead,Jiri PRIBIL,,CZE,European Youth Cup - Imst (AUT) 1998
19,Juniors Male,Lead,Roland WAGNER,,AUT,European Youth Cup - Imst (AUT) 1998
20,Juniors Male,Lead,Matthias SCHMIDL,,ITA,European Youth Cup - Imst (AUT) 1998
21,Juniors Male,Lead,Lars DECKER,,GER,European Youth Cup - Imst (AUT) 1998
22,Juniors Male,Lead,Thomas HAMM,,GER,European Youth Cup - Imst (AUT) 1998
23,Juniors Male,Lead,Florian KÜHNEL,,GER,European Youth Cup - Imst (AUT) 1998
1,Youth A Male,Lead,Tomaz VALJAVEC,,SLO,European Youth Cup - Imst (AUT) 1998
2,Youth A Male,Lead,Alexander MEIKL,,AUT,European Youth Cup - Imst (AUT) 1998
3,Youth A Male,Lead,Klemen BECAN,,SLO,European Youth Cup - Imst (AUT) 1998
4,Youth A Male,Lead,Peter SZCZEPANSKI,,GER,European Youth Cup - Imst (AUT) 1998
5,Youth A Male,Lead,Julien ANDRE,,BEL,European Youth Cup - Imst (AUT) 1998
6,Youth A Male,Lead,Ondrej MARCIK,,CZE,European Youth Cup - Imst (AUT) 1998
7,Youth A Male,Lead,Christian BENK,,GER,European Youth Cup - Imst (AUT) 1998
8,Youth A Male,Lead,Chris SAVAGE,,GBR,European Youth Cup - Imst (AUT) 1998
9,Youth A Male,Lead,Jakub HLAVACEK,,CZE,European Youth Cup - Imst (AUT) 1998
10,Youth A Male,Lead,Primoz ZITNIK,,SLO,European Youth Cup - Imst (AUT) 1998
11,Youth A Male,Lead,Tomas MICHALKO,,SVK,European Youth Cup - Imst (AUT) 1998
11,Youth A Male,Lead,Casper TEN SIJTHOFF,,NED,European Youth Cup - Imst (AUT) 1998
11,Youth A Male,Lead,Roman VAN DER WERF,,NED,European Youth Cup - Imst (AUT) 1998
14,Youth A Male,Lead,Bostjan POTOCNIK,,SLO,European Youth Cup - Imst (AUT) 1998
15,Youth A Male,Lead,Bruno MACIAS MATUTANO,,ESP,European Youth Cup - Imst (AUT) 1998
16,Youth A Male,Lead,Christian SORDO,,ITA,European Youth Cup - Imst (AUT) 1998
17,Youth A Male,Lead,Georgos PROGULAKIS,,ITA,European Youth Cup - Imst (AUT) 1998
18,Youth A Male,Lead,Ingo WALDE,,GER,European Youth Cup - Imst (AUT) 1998
19,Youth A Male,Lead,Sebastien HELSON,,BEL,European Youth Cup - Imst (AUT) 1998
20,Youth A Male,Lead,Jérôme HÄNI,,SUI,European Youth Cup - Imst (AUT) 1998
21,Youth A Male,Lead,Stefano GATTI,,ITA,European Youth Cup - Imst (AUT) 1998
22,Youth A Male,Lead,Jorg RANDL,,AUT,European Youth Cup - Imst (AUT) 1998
23,Youth A Male,Lead,Armin SPITZNAGEL,,GER,European Youth Cup - Imst (AUT) 1998
24,Youth A Male,Lead,Andrea DACASTO,,ITA,European Youth Cup - Imst (AUT) 1998
25,Youth A Male,Lead,Raphael MÖHR,,SUI,European Youth Cup - Imst (AUT) 1998
26,Youth A Male,Lead,Marcel ISELE,,AUT,European Youth Cup - Imst (AUT) 1998
27,Youth A Male,Lead,Armin WILHELM,,AUT,European Youth Cup - Imst (AUT) 1998
1,Youth B Male,Lead,Roman FELIX,,SUI,European Youth Cup - Imst (AUT) 1998
2,Youth B Male,Lead,Blaz RANT,,SLO,European Youth Cup - Imst (AUT) 1998
3,Youth B Male,Lead,Kilian FISCHHUBER,,AUT,European Youth Cup - Imst (AUT) 1998
4,Youth B Male,Lead,Timo PREUSSLER,,GER,European Youth Cup - Imst (AUT) 1998
5,Youth B Male,Lead,Lucas PRETI,,ITA,European Youth Cup - Imst (AUT) 1998
6,Youth B Male,Lead,Florian GRIMUS,,AUT,European Youth Cup - Imst (AUT) 1998
7,Youth B Male,Lead,Anze STREMFELJ,,SLO,European Youth Cup - Imst (AUT) 1998
8,Youth B Male,Lead,Johannes LAU,,GER,European Youth Cup - Imst (AUT) 1998
9,Youth B Male,Lead,Adam DEWHURST,,GBR,European Youth Cup - Imst (AUT) 1998
10,Youth B Male,Lead,Petr SOLANSKY,,CZE,European Youth Cup - Imst (AUT) 1998
11,Youth B Male,Lead,Andrej TROST,,SLO,European Youth Cup - Imst (AUT) 1998
12,Youth B Male,Lead,Stefan BRUNNER,,AUT,European Youth Cup - Imst (AUT) 1998
13,Youth B Male,Lead,Ondrej BENES,,CZE,European Youth Cup - Imst (AUT) 1998
14,Youth B Male,Lead,Igor EFREMOV,,RUS,European Youth Cup - Imst (AUT) 1998
15,Youth B Male,Lead,Zeb CRIJNS,,NED,European Youth Cup - Imst (AUT) 1998
15,Youth B Male,Lead,Luca GIACOMINI,,ITA,European Youth Cup - Imst (AUT) 1998
17,Youth B Male,Lead,Markus BENDLER,,AUT,European Youth Cup - Imst (AUT) 1998
18,Youth B Male,Lead,Mikhail PEKAREV,,RUS,European Youth Cup - Imst (AUT) 1998
19,Youth B Male,Lead,Guido UNTERWURZACHER,,AUT,European Youth Cup - Imst (AUT) 1998
20,Youth B Male,Lead,Mathieu MAURER,,SUI,European Youth Cup - Imst (AUT) 1998
21,Youth B Male,Lead,Florian GRITZER,,AUT,European Youth Cup - Imst (AUT) 1998
22,Youth B Male,Lead,Andre BOROWKA,,GER,European Youth Cup - Imst (AUT) 1998
22,Youth B Male,Lead,Oliver MCCARTY,,GBR,European Youth Cup - Imst (AUT) 1998
24,Youth B Male,Lead,Alexander DECKER,,GER,European Youth Cup - Imst (AUT) 1998
25,Youth B Male,Lead,Robert ELLIOTT,,GBR,European Youth Cup - Imst (AUT) 1998
26,Youth B Male,Lead,Mikhail KONEV,,RUS,European Youth Cup - Imst (AUT) 1998
1,Juniors Female,Lead,Katarina STREMFELJ,,SLO,European Youth Cup - Imst (AUT) 1998
2,Juniors Female,Lead,Eva TUSAR,,SLO,European Youth Cup - Imst (AUT) 1998
3,Juniors Female,Lead,Bettina SCHÖPF,,AUT,European Youth Cup - Imst (AUT) 1998
4,Juniors Female,Lead,Cristina GONZALEZ,,ESP,European Youth Cup - Imst (AUT) 1998
5,Juniors Female,Lead,Blaza KLEMENCIC,,SLO,European Youth Cup - Imst (AUT) 1998
6,Juniors Female,Lead,Andrea BARTH,,GER,European Youth Cup - Imst (AUT) 1998
7,Juniors Female,Lead,Birgit HAMMERER,,AUT,European Youth Cup - Imst (AUT) 1998
1,Youth A Female,Lead,Barbara BACHER,,AUT,European Youth Cup - Imst (AUT) 1998
2,Youth A Female,Lead,Nastja GUZZI,,SLO,European Youth Cup - Imst (AUT) 1998
3,Youth A Female,Lead,Manuela FENDER,,AUT,European Youth Cup - Imst (AUT) 1998
4,Youth A Female,Lead,Katrin BRADY,,GER,European Youth Cup - Imst (AUT) 1998
5,Youth A Female,Lead,Alexandra EYER,,SUI,European Youth Cup - Imst (AUT) 1998
6,Youth A Female,Lead,Judith HIRSCH,,AUT,European Youth Cup - Imst (AUT) 1998
6,Youth A Female,Lead,Stéphanie LOUIS,,SUI,European Youth Cup - Imst (AUT) 1998
8,Youth A Female,Lead,Sarka OBADALOVA,,CZE,European Youth Cup - Imst (AUT) 1998
9,Youth A Female,Lead,Olesya SAULEVICH,,RUS,European Youth Cup - Imst (AUT) 1998
10,Youth A Female,Lead,Irati ANDA VILLANUEVA,,ESP,European Youth Cup - Imst (AUT) 1998
11,Youth A Female,Lead,Abigail EGAN,,GBR,European Youth Cup - Imst (AUT) 1998
1,Youth B Female,Lead,Jenny LAVARDA,,ITA,European Youth Cup - Imst (AUT) 1998
2,Youth B Female,Lead,Barbara SCHRANZ,,AUT,European Youth Cup - Imst (AUT) 1998
3,Youth B Female,Lead,Tamara LECHNER,,AUT,European Youth Cup - Imst (AUT) 1998
4,Youth B Female,Lead,Sabine KOLL,,AUT,European Youth Cup - Imst (AUT) 1998
5,Youth B Female,Lead,Isabella RITSCH,,AUT,European Youth Cup - Imst (AUT) 1998
6,Youth B Female,Lead,Tatiana FELDSHEROVA,,RUS,European Youth Cup - Imst (AUT) 1998
7,Youth B Female,Lead,Katarina CINTALOVA,,SVK,European Youth Cup - Imst (AUT) 1998
8,Youth B Female,Lead,Eva FINZGAR,,SLO,European Youth Cup - Imst (AUT) 1998
9,Youth B Female,Lead,Olga ILGASHEVA,,RUS,European Youth Cup - Imst (AUT) 1998
10,Youth B Female,Lead,Debora ORIOLI,,ITA,European Youth Cup - Imst (AUT) 1998
11,Youth B Female,Lead,Zuzana CINTALOVA,,SVK,European Youth Cup - Imst (AUT) 1998
12,Youth B Female,Lead,Ekatarina IVASTCHENKO,,RUS,European Youth Cup - Imst (AUT) 1998
13,Youth B Female,Lead,Lucie SKOLAROVA,,CZE,European Youth Cup - Imst (AUT) 1998
14,Youth B Female,Lead,Holly REAY,,GBR,European Youth Cup - Imst (AUT) 1998
15,Youth B Female,Lead,Sabine BACHER,,AUT,European Youth Cup - Imst (AUT) 1998
1,Men,Boulder,François PETIT,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
2,Men,Boulder,François COFFY,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
3,Men,Boulder,Salavat RAKHMETOV,,RUS,Top Rock Challenge - Val d'Isere (FRA) 1998
4,Men,Boulder,Serik KAZBEKOV,,UKR,Top Rock Challenge - Val d'Isere (FRA) 1998
5,Men,Boulder,Daniel DU LAC,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
6,Men,Boulder,Damien JEANDENAND,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
7,Men,Boulder,David MARNEZY,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
8,Men,Boulder,Ludovic LAURENCE,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
9,Men,Boulder,François LOMBARD,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
10,Men,Boulder,Serguei CHEMOULINKINE,,RUS,Top Rock Challenge - Val d'Isere (FRA) 1998
11,Men,Boulder,Stephane JULIEN,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
12,Men,Boulder,Jurij GOLOB,,SLO,Top Rock Challenge - Val d'Isere (FRA) 1998
13,Men,Boulder,Frédéric NOE,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
14,Men,Boulder,Yevgen KRYVOSHEYTSEV,,UKR,Top Rock Challenge - Val d'Isere (FRA) 1998
15,Men,Boulder,Paul DEWILDE,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
15,Men,Boulder,Sylvain LANGRIS,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
17,Men,Boulder,Anthony LAMICHE,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
18,Men,Boulder,Pierre BOLLINGER,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
19,Men,Boulder,Matteo BRESCIANI,,ITA,Top Rock Challenge - Val d'Isere (FRA) 1998
20,Men,Boulder,Eric CHANOURDIE,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
21,Men,Boulder,Jean Luc DANIS,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
22,Men,Boulder,Antoine PECHER,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
23,Men,Boulder,Olivier LEBRETON,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
24,Men,Boulder,Bassa MAWEM,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
25,Men,Boulder,Nicolas PINIER,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
26,Men,Boulder,Oliver COENEN,,BEL,Top Rock Challenge - Val d'Isere (FRA) 1998
27,Men,Boulder,Timmy FAIRFIELD,,CAN,Top Rock Challenge - Val d'Isere (FRA) 1998
27,Men,Boulder,Christian ROUMEGOUX,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
29,Men,Boulder,Olivier CHAU-UHU,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
29,Men,Boulder,Alexy FAUGERE,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
29,Men,Boulder,Eric SIGUIER,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
32,Men,Boulder,Pierre DELAIS,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
32,Men,Boulder,Andrey VEDENMEER,,UKR,Top Rock Challenge - Val d'Isere (FRA) 1998
34,Men,Boulder,Thierry CAILLAUD,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
35,Men,Boulder,Christian BINDHAMMER,,GER,Top Rock Challenge - Val d'Isere (FRA) 1998
35,Men,Boulder,Brice LEFÈVRE,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
37,Men,Boulder,Benedikt HAAGER,,GER,Top Rock Challenge - Val d'Isere (FRA) 1998
37,Men,Boulder,Jacques LARTHOMAS,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
39,Men,Boulder,Andreas BINDHAMMER,,GER,Top Rock Challenge - Val d'Isere (FRA) 1998
39,Men,Boulder,Thomas HULF,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
41,Men,Boulder,Frédéric PEROT,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
41,Men,Boulder,Moritz SCHMID,,SUI,Top Rock Challenge - Val d'Isere (FRA) 1998
43,Men,Boulder,Dirk MOL,,NED,Top Rock Challenge - Val d'Isere (FRA) 1998
43,Men,Boulder,Laurent TRON,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
45,Men,Boulder,Jean-marc FOURTEAU,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
45,Men,Boulder,Aljosa GROM,,SLO,Top Rock Challenge - Val d'Isere (FRA) 1998
47,Men,Boulder,Christian EMPRIN,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
47,Men,Boulder,Oleg TCHERECHNEV,,RUS,Top Rock Challenge - Val d'Isere (FRA) 1998
49,Men,Boulder,Etienne LYARD,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
49,Men,Boulder,David NARDOU,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
51,Men,Boulder,Morgan BOISSENOT,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
51,Men,Boulder,Stephane DUGIT,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
53,Men,Boulder,Antoine GIRARD,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
53,Men,Boulder,Julien GRAS,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
53,Men,Boulder,Sébastien VALRAN,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
56,Men,Boulder,Alois AUFSCHLÄGER,,SUI,Top Rock Challenge - Val d'Isere (FRA) 1998
56,Men,Boulder,Benoît FOUBERT,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
58,Men,Boulder,Urh CEHOVIN,,SLO,Top Rock Challenge - Val d'Isere (FRA) 1998
59,Men,Boulder,Roberto FIORAVANTI,,ITA,Top Rock Challenge - Val d'Isere (FRA) 1998
59,Men,Boulder,Cédric LO PICCOLO,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
61,Men,Boulder,Emmanuel BOSSAN,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
61,Men,Boulder,Robin MISSON,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
63,Men,Boulder,Pierre POIGET,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
63,Men,Boulder,Pascal THOMAS,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
65,Men,Boulder,Manu REYNAUD,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
65,Men,Boulder,Guy THAON,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
67,Men,Boulder,Jimmy AUNET,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
67,Men,Boulder,Antoine CHEVALIER,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
69,Men,Boulder,Guy CLAVEL,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
69,Men,Boulder,Julien COURTOIS,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
71,Men,Boulder,Sebastien CHASTAN,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
71,Men,Boulder,Médéric TABART,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
73,Men,Boulder,Kevin DESBROSSES,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
73,Men,Boulder,Francis HELIAS,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
75,Men,Boulder,Arnaud BOULET,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
75,Men,Boulder,Franck ROUSSET,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
77,Men,Boulder,Joseph LINCK,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
77,Men,Boulder,Yvan MONARI,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
79,Men,Boulder,Fabien HURTADO,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
79,Men,Boulder,Olivier TRIOUX,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
81,Men,Boulder,Benjamin JARRY,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
81,Men,Boulder,Menno WIGORE,,NED,Top Rock Challenge - Val d'Isere (FRA) 1998
83,Men,Boulder,Denis BOURE,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
83,Men,Boulder,Didier MENELLI,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
85,Men,Boulder,Laurent HAAS,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
1,Women,Boulder,Liv SANSOZ,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
2,Women,Boulder,Stéphanie BODET,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
3,Women,Boulder,Cecile AVEZOU,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
4,Women,Boulder,Natalie RICHER,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
5,Women,Boulder,Venera CHERESHNEVA,,RUS,Top Rock Challenge - Val d'Isere (FRA) 1998
6,Women,Boulder,Elena CHOUMILOVA,,RUS,Top Rock Challenge - Val d'Isere (FRA) 1998
7,Women,Boulder,Margaux HILLY,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
8,Women,Boulder,Fred DHERBEY,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
9,Women,Boulder,Céline HURTADO,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
10,Women,Boulder,Martina CUFAR,,SLO,Top Rock Challenge - Val d'Isere (FRA) 1998
11,Women,Boulder,Gaelle GOURIOU,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
12,Women,Boulder,Marietta UHDEN,,GER,Top Rock Challenge - Val d'Isere (FRA) 1998
13,Women,Boulder,Delphine PIGNEUR,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
14,Women,Boulder,Aicha HABBOUSE,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
15,Women,Boulder,Kim ANTHONI,,BEL,Top Rock Challenge - Val d'Isere (FRA) 1998
16,Women,Boulder,Nataliya PERLOVA,,UKR,Top Rock Challenge - Val d'Isere (FRA) 1998
17,Women,Boulder,Elodie CHAZAUD,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
18,Women,Boulder,Myriam MOTTEAU,,FRA,Top Rock Challenge - Val d'Isere (FRA) 1998
