Year,Event Title,Href,Location,Date
1998,Top Rock Challenge - Cortina d'Ampezzo (ITA) 1998,https://ifsc.results.info/event/193/,T-Valloire,06/08/1998 – 07/08/1998
1998,Top Rock Challenge - Crans Montana (SUI) 1998,https://ifsc.results.info/event/194/,T-Cr.Montana,21/08/1998 – 22/08/1998
1998,Top Rock Challenge - Grenoble (FRA) 1998,https://ifsc.results.info/event/195/,T-Grenoble,27/08/1998 – 28/08/1998
1998,UIAA Masters - Rock Masters Arco (ITA) 1998,https://ifsc.results.info/event/196/,M-Arco,11/09/1998 – 12/09/1998
1999,UIAA Worldcup - Wiener Neustadt (AUT) 1999,https://ifsc.results.info/event/197/,Wien,15/04/1999 – 16/04/1999
1999,UIAA Worldcup - Besancon (FRA) 1999,https://ifsc.results.info/event/198/,W-Besancon,09/06/1999 – 10/06/1999
1999,UIAA Worldcup - Benasque (ESP) 1999,https://ifsc.results.info/event/199/,Imst,09/07/1999 – 10/07/1999
1999,UIAA Worldcup - Val d'Isere (FRA) 1999,https://ifsc.results.info/event/200/,WC Val d'Isere,10/07/1999 – 11/07/1999
1999,UIAA Worldcup - Chamonix (FRA) 1999,https://ifsc.results.info/event/201/,WC Chamonix,16/07/1999 – 17/07/1999
1999,UIAA Worldcup - Beauregard (ITA) 1999,https://ifsc.results.info/event/202/,WC Beauregard,23/07/1999 – 24/07/1999
1999,UIAA Worldcup - Bardonecchia (ITA) 1999,https://ifsc.results.info/event/203/,WC Bardonecchia,30/07/1999 – 31/07/1999
1999,UIAA Worldcup - Cortina (ITA) 1999,https://ifsc.results.info/event/204/,WC Cortina,12/08/1999 – 13/08/1999
1999,UIAA Worldcup - Grenoble (FRA) 1999,https://ifsc.results.info/event/205/,WC Grenoble,27/08/1999 – 28/08/1999
1999,UIAA Worldcup - Kranj (SLO) 1999,https://ifsc.results.info/event/206/,W-Kranj,11/11/1999 – 12/11/1999
1999,UIAA World Championship - Birmingham (GBR) 1999,https://ifsc.results.info/event/207/,WM Birmingham,02/12/1999 – 03/12/1999
1999,UIAA Youth Worldchampionship - Courmayeur (ITA) 1999,https://ifsc.results.info/event/208/,IE Arco,09/09/1999 – 10/09/1999
1999,European Youth Cup - Imst (AUT) 1999,https://ifsc.results.info/event/209/,WC Benasque,02/07/1999 – 03/07/1999
1999,European Youth Cup - Bern (SUI) 1999,https://ifsc.results.info/event/210/,Bern,13/08/1999 – 14/08/1999
1999,European Youth Cup - Albertville (FRA) 1999,https://ifsc.results.info/event/211/,Albertville,15/10/1999 – 16/10/1999
1999,EuropeanYouth Cup - Amsterdam (NED) 1999,https://ifsc.results.info/event/212/,Amsterdam,26/11/1999 – 27/11/1999
1999,UIAA Masters - Serre-Chevalier (FRA) 1999,https://ifsc.results.info/event/213/,Ma Serre-Chev.,21/07/1999 – 22/07/1999
1999,Int. Event - Arco Rock Master (ITA) 1999,https://ifsc.results.info/event/214/,JWM,02/09/1999 – 03/09/1999
1999,Int. Event - Sheffield (GBR) 1999,https://ifsc.results.info/event/215/,IE Sheffield,06/12/1999 – 07/12/1999
2000,UIAA Worldcup - Konitsa (GRE) 2000,https://ifsc.results.info/event/216/,Konitsa,26/05/2000 – 27/05/2000
2000,UIAA Worldcup - Millau (FRA) 2000,https://ifsc.results.info/event/217/,Milau,31/05/2000 – 01/06/2000
2000,UIAA Worldcup - Chamonix (FRA) 2000,https://ifsc.results.info/event/218/,Chamonix,11/07/2000 – 12/07/2000
2000,UIAA Worldcup - Beauregard (ITA) 2000,https://ifsc.results.info/event/219/,Serre Chevalier,16/07/2000 – 17/07/2000
2000,UIAA Worldcup - München (GER) 2000,https://ifsc.results.info/event/220/,München,03/08/2000 – 04/08/2000
2000,UIAA Worldcup - Grenoble (FRA) 2000,https://ifsc.results.info/event/221/,Grenoble,31/08/2000 – 01/09/2000
2000,UIAA Worldcup - Rovereto (ITA) 2000,https://ifsc.results.info/event/222/,Rovereto,15/09/2000 – 16/09/2000
2000,UIAA Worldcup - Lecco (ITA) 2000,https://ifsc.results.info/event/223/,Lecco,22/09/2000 – 23/09/2000
2000,UIAA Worldcup - Courmayeur (ITA) 2000,https://ifsc.results.info/event/224/,Courmayeur,28/09/2000 – 29/09/2000
2000,UIAA Worldcup - Nantes (FRA) 2000,https://ifsc.results.info/event/225/,Nantes,01/11/2000 – 02/11/2000
2000,UIAA Worldcup - Kranj (SLO) 2000,https://ifsc.results.info/event/226/,Kranj,16/11/2000 – 17/11/2000
2000,UIAA World Youth Championship - Amsterdam (NED) 2000,https://ifsc.results.info/event/227/,Peru,31/08/2000 – 01/09/2000
2000,UIAA Asian Championship - Kuala Lumpur (MAS) 2000,https://ifsc.results.info/event/228/,Kuala Lumpur,23/11/2000 – 24/11/2000
2000,UIAA Asian Youth Championship - Beijing (CHN) 2000,https://ifsc.results.info/event/229/,Beijing,14/09/2000 – 15/09/2000
2000,UIAA European Championship - München (GER) 2000,https://ifsc.results.info/event/230/,EM München,06/10/2000 – 07/10/2000
2000,European Youth Cup - Imst (AUT) 2000,https://ifsc.results.info/event/231/,Imst,02/06/2000 – 03/06/2000
2000,European Youth Cup - L'Aprica (ITA) 2000,https://ifsc.results.info/event/232/,L'Aprica,27/10/2000 – 28/10/2000
2000,European Youth Cup - Kranj (SLO) 2000,https://ifsc.results.info/event/233/,Kranj,01/12/2000 – 02/12/2000
2000,Pan American Cup - Peru 2000,https://ifsc.results.info/event/234/,Amsterdam,31/08/2000 – 01/09/2000
2000,Masters - Serre Chevalier (FRA) 2000,https://ifsc.results.info/event/235/,Serre Chevalier,19/07/2000 – 20/07/2000
2000,Int. Event - Serre Chevalier (FRA) 2000,https://ifsc.results.info/event/236/,Beauregard,21/07/2000 – 22/07/2000
2000,Int. Event - L'Argentiere (FRA) 2000,https://ifsc.results.info/event/237/,L'Argentiere,24/07/2000 – 25/07/2000
2000,Int. Event - Rock Master Arco (ITA) 2000,https://ifsc.results.info/event/238/,Arco,08/09/2000 – 09/09/2000
2000,1. Int. SALEWA Masters - Scheidegg 2000,https://ifsc.results.info/event/239/,Scheidegg,13/10/2000 – 14/10/2000
2001,UIAA Worldcup - GAP (FRA) 2001,https://ifsc.results.info/event/240/,Gap,29/06/2001 – 30/06/2001
2001,UIAA Worldcup - Chamonix (FRA) 2001,https://ifsc.results.info/event/241/,Arco,29/06/2001 – 30/06/2001
2001,UIAA Worldcup - Munich (GER ) 2001,https://ifsc.results.info/event/242/,Serre-Chevalier,19/07/2001 – 20/07/2001
2001,UIAA Worldcup - Rovereto (ITA) 2001,https://ifsc.results.info/event/243/,Rovereto,31/08/2001 – 01/09/2001
2001,UIAA World Championship - Winterthur (SUI) 2001,https://ifsc.results.info/event/244/,Arco,14/09/2001 – 16/09/2001
2001,UIAA Worldcup - Lecco (ITA) 2001,https://ifsc.results.info/event/245/,Lecco,21/09/2001 – 22/09/2001
2001,UIAA Worldcup - Aprica (ITA) 2001,https://ifsc.results.info/event/246/,Aprica,18/10/2001 – 19/10/2001
2001,UIAA Worldcup - Kuala Lumpur (MAS) 2001,https://ifsc.results.info/event/247/,Kuala Lumpur,02/11/2001 – 04/11/2001
2001,UIAA Worldcup - Kranj (SLO) 2001,https://ifsc.results.info/event/248/,Jakarta,26/10/2001 – 27/10/2001
2001,UIAA Worldcup - Birmingham (GBR) 2001,https://ifsc.results.info/event/249/,Birmingham,06/12/2001 – 07/12/2001
2001,UIAA Youth World Championship - Imst(AUT) 2001,https://ifsc.results.info/event/250/,YWC Imst 2001,21/06/2001 – 24/06/2001
2001,UIAA Youth World Championship SPEED - Imst (AUT) 2001,https://ifsc.results.info/event/251/,YWC Imst 2001 SPEED,21/06/2001 – 24/06/2001
2001,1st UIAA ASIAN CUP - Kunming (CHN),https://ifsc.results.info/event/252/,Winterthur,05/09/2001 – 08/09/2001
2001,UIAA Asian Championship - Jakarta (INA) 2001,https://ifsc.results.info/event/253/,WarSaw,09/11/2001 – 10/11/2001
2001,Asian Bouldering Championship - Taipei (TPE) 2001,https://ifsc.results.info/event/254/,Kranj,16/11/2001 – 18/11/2001
2001,UIAA Asian Youth Championship - Teheran (IRI) 2001,https://ifsc.results.info/event/255/,Teheran,25/07/2001 – 27/07/2001
2001,European Youth Cup Speed - Apatity (RUS) 2001,https://ifsc.results.info/event/256/,Apatity (Speed),28/03/2001 – 29/03/2001
2001,European Youth Cup - Apatity (RUS) 2001,https://ifsc.results.info/event/257/,Apatity,30/03/2001 – 01/04/2001
2001,European Youth Cup - Trieste (ITA) 2001,https://ifsc.results.info/event/258/,Trieste,06/04/2001 – 07/04/2001
2001,European Youth Cup - Imst (AUT) 2001,https://ifsc.results.info/event/259/,Imst,15/06/2001 – 16/06/2001
2001,European Youth Cup - Arco (ITA) 2001,https://ifsc.results.info/event/260/,Chamonix,11/07/2001 – 15/07/2001
2001,European Youth Cup - Aprica (ITA) 2001,https://ifsc.results.info/event/261/,Scheidegg,13/10/2001
2001,European Youth Cup - Birmingham (GBR) 2001,https://ifsc.results.info/event/262/,Birmingham,07/12/2001 – 09/12/2001
2001,North American Youth Championship - Berkeley (USA) 2001,https://ifsc.results.info/event/263/,Berkeley,02/02/2001 – 04/02/2001
2001,Reg. Event - Nordic Championship - Malmö (SWE) 2001,https://ifsc.results.info/event/264/,Malmö,16/03/2001 – 17/03/2001
2001,Int. Event - Fontainebleau (FRA) 2001,https://ifsc.results.info/event/265/,Fontainebleau,07/06/2001 – 08/06/2001
2001,Reg. Event - Alpe Adria Cup - Trieste (ITA) 2001,https://ifsc.results.info/event/266/,Trieste,19/10/2001 – 21/10/2001
2001,Int. Event - Lake Placid (USA) 2001,https://ifsc.results.info/event/267/,Lake Placid,12/07/2001 – 15/07/2001
2001,Int. Event - Hood River (USA) 2001,https://ifsc.results.info/event/268/,Hood River,19/07/2001 – 21/07/2001
2001,Int. Event - Serre Chevalier (FRA) 2001,https://ifsc.results.info/event/269/,Munich,21/07/2001 – 22/07/2001
2001,Int. Event - L'Argentiere (FRA) 2001,https://ifsc.results.info/event/270/,L'Argentiere,26/07/2001 – 27/07/2001
2001,Int. Event - Rock Master Arco (ITA) 2001,https://ifsc.results.info/event/271/,Kunming,13/09/2001 – 14/09/2001
2001,Int. Event - Blocmaster Grenoble (FRA) 2001,https://ifsc.results.info/event/272/,Grenoble,05/10/2001 – 07/10/2001
2001,2. Int. SALEWA Masters - Scheidegg (GER) 2001,https://ifsc.results.info/event/273/,Aprica,12/10/2001 – 13/10/2001
2001,Int. Event - Master WARSAW (POL) 2001,https://ifsc.results.info/event/274/,Taipei,23/11/2001 – 24/11/2001
2002,UIAA Worldcup - Bolzano (ITA) 2002,https://ifsc.results.info/event/275/,Yekaterinburg 3,25/05/2002 – 26/05/2002
2002,UIAA Worldcup - Yekaterinburg (RUS) 2002 - Red Cards withdrawn,https://ifsc.results.info/event/276/,Imst,06/06/2002 – 07/06/2002
2002,2. UIAA Worldcup - Yekaterinburg (RUS) 2002,https://ifsc.results.info/event/277/,Yekaterinburg 2,22/05/2002
2002,3. UIAA Worldcup - Yekaterinburg (RUS) 2002,https://ifsc.results.info/event/278/,Fiera di Primiero,13/06/2002 – 14/06/2002
2002,UIAA Worldcup - Imst (AUT) 2002,https://ifsc.results.info/event/279/,Bolzano,26/04/2002 – 28/04/2002
2002,UIAA Worldcup - Fiera di Primiero (ITA) 2002,https://ifsc.results.info/event/280/,Yekaterinburg,17/05/2002 – 19/05/2002
2002,UIAA Worldcup - Lecco (ITA) 2002 - speed,https://ifsc.results.info/event/281/,Lecco,24/06/2002
2002,UIAA Worldcup - Lecco (ITA) 2002 - boulder,https://ifsc.results.info/event/282/,Lecco,25/06/2002 – 26/06/2002
2002,UIAA Worldcup - Lecco (ITA) 2002 - difficulty,https://ifsc.results.info/event/283/,Lecco,28/06/2002 – 29/06/2002
2002,UIAA Worldcup - Singapore (SIN) 2002,https://ifsc.results.info/event/284/,L'Argentière,25/07/2002 – 26/07/2002
2002,UIAA Worldcup - Rovereto (ITA) 2002,https://ifsc.results.info/event/285/,Canteleu,26/09/2002 – 27/09/2002
2002,UIAA Worldcup - Aprica (ITA) 2002,https://ifsc.results.info/event/286/,North American Youth,08/11/2002 – 09/11/2002
2002,UIAA Worldcup - Kranj (SLO) 2002,https://ifsc.results.info/event/287/,Kranj,15/11/2002 – 17/11/2002
2002,UIAA Youth World Championship Speed - Canteleu (FRA) 2002,https://ifsc.results.info/event/288/,Rovereto,13/09/2002 – 14/09/2002
2002,UIAA World Youth Championship - Canteleu (FRA) 2002,https://ifsc.results.info/event/289/,Canteleu,27/09/2002 – 28/09/2002
2002,UIAA Asian Championship - Toyama (JPN) 2002,https://ifsc.results.info/event/290/,Toyama,11/10/2002 – 12/10/2002
2002,Asian Youth Championship - Malaysia 2002,https://ifsc.results.info/event/291/,Malaysia,20/12/2002 – 21/12/2002
2002,UIAA European Championship - Chamonix (FRA) 2002,https://ifsc.results.info/event/292/,Chamonix,11/07/2002 – 14/07/2002
2002,European Youth Cup - Imst (AUT) 2002,https://ifsc.results.info/event/293/,Imst,14/06/2002 – 15/06/2002
2002,European Youth Cup - Arco (ITA) 2002,https://ifsc.results.info/event/294/,Arco,21/06/2002 – 22/06/2002
2002,European Youth Cup - Veliko Tarnovo (BUL) 2002,https://ifsc.results.info/event/295/,Veliko Tarnovo,08/11/2002 – 09/11/2002
2002,European Youth Cup - Kranj (SLO) 2002,https://ifsc.results.info/event/296/,Kranj,22/11/2002 – 23/11/2002
2002,Latin American Championship,https://ifsc.results.info/event/297/,Marseille,12/04/2002 – 13/04/2002
2002,UIAA North American Youth Championship 2002,https://ifsc.results.info/event/298/,Aprica,17/10/2002 – 18/10/2002
2002,Int. Event - Marseille International Youth (FRA),https://ifsc.results.info/event/299/,Latin American,31/12/2001 – 01/01/2002
2002,Int. Event - Klimax Goldfinger - Puurs (BEL) 2002,https://ifsc.results.info/event/300/,Klimax,20/04/2002
2002,Rock Junior - Arco (ITA) 2002,https://ifsc.results.info/event/301/,Arco Junior,21/06/2002 – 23/06/2002
2002,Int. Event - Serre Chevalier (FRA) 2002,https://ifsc.results.info/event/302/,Serre Chevalier,18/07/2002 – 19/07/2002
2002,Int. Event - L'Argentière (FRA) 2002,https://ifsc.results.info/event/303/,Daone,28/07/2002
2002,Int. Event - Speed Rock - Daone (ITA),https://ifsc.results.info/event/304/,Singapore,23/08/2002 – 25/08/2002
2002,Int. Event - Arco Rockmaster (ITA) 2002,https://ifsc.results.info/event/305/,Arco,06/09/2002 – 07/09/2002
2002,Int. Event - Schengzheng (CHN) 2002,https://ifsc.results.info/event/306/,Schengzheng,06/12/2002 – 07/12/2002
2003,UIAA Worldcup - Imst (AUT) 2003,https://ifsc.results.info/event/307/,Mexico,23/05/2003 – 25/05/2003
2003,UIAA Worldcup - Yekaterinburg (RUS) 2003 (B+S),https://ifsc.results.info/event/308/,Arco,30/05/2003 – 31/05/2003
2003,UIAA Worldcup - Yekaterinburg (RUS) 2003 (S),https://ifsc.results.info/event/309/,Yekaterinburg S,04/06/2003
2003,UIAA Worldcup - Yekaterinburg (RUS) 2003 (D+S),https://ifsc.results.info/event/310/,Yekaterinburg D+S,06/06/2003 – 08/06/2003
2003,UIAA Worldcup - Fiera di Primiero (ITA) 2003,https://ifsc.results.info/event/311/,Fiera di Primiero,13/06/2003 – 15/06/2003
2003,UIAA Worldcup - Lecco (ITA) 2003 (speed),https://ifsc.results.info/event/312/,Lecco Bouldern,24/06/2003 – 25/06/2003
2003,UIAA Worldcup - Lecco (ITA) 2003 (boulder),https://ifsc.results.info/event/313/,Lecco Speed,23/06/2003
2003,UIAA Worldcup - Lecco (ITA) 2003 (difficulty),https://ifsc.results.info/event/314/,Lecco,27/06/2003 – 28/06/2003
2003,UIAA Worldchampionship - Chamonix (FRA) 2003,https://ifsc.results.info/event/315/,Val Daone,25/07/2003 – 26/07/2003
2003,UIAA Worldcup - L'Argentière (FRA) 2003,https://ifsc.results.info/event/316/,Zaragosa,04/07/2003 – 05/07/2003
2003,UIAA Worldcup - Val Daone (ITA) 2003,https://ifsc.results.info/event/317/,Chamonix,09/07/2003 – 13/07/2003
2003,UIAA Worldcup - Aviles (ESP) 2003,https://ifsc.results.info/event/318/,Aviles,21/08/2003 – 22/08/2003
2003,UIAA Worldcup - Rovereto (ITA) 2003,https://ifsc.results.info/event/319/,Rovereto,11/09/2003 – 12/09/2003
2003,UIAA Worldcup - Aprica (ITA) 2003,https://ifsc.results.info/event/320/,Aprica,02/10/2003 – 03/10/2003
2003,UIAA Worldcup - Prague (CZE) 2003,https://ifsc.results.info/event/321/,Prague,10/10/2003 – 11/10/2003
2003,UIAA Worldcup - Valence (FRA) 2003,https://ifsc.results.info/event/322/,Valence,30/10/2003 – 31/10/2003
2003,UIAA Worldcup - Kranj (SLO) 2003,https://ifsc.results.info/event/323/,Shenzen,21/11/2003 – 23/11/2003
2003,UIAA Worldcup - Shenzen (CHN) 2003,https://ifsc.results.info/event/324/,Kranj,14/11/2003 – 16/11/2003
2003,UIAA Worldcup - Edinburgh (GBR) 2003,https://ifsc.results.info/event/325/,Edinburgh,04/12/2003 – 07/12/2003
2003,Youth Worldchampionship - Veliko Tarnovo (BUL) 2003,https://ifsc.results.info/event/326/,Veliko Tarnovo,19/09/2003 – 21/09/2003
2003,UIAA Asian Championship - Beijing (CHN) 2003,https://ifsc.results.info/event/327/,Beijing,22/08/2003 – 23/08/2003
2003,European Youth Cup - Imst (AUT) 2003,https://ifsc.results.info/event/328/,Imst,22/05/2003 – 23/05/2003
2003,European Youth Cup - Arco (ITA) 2003,https://ifsc.results.info/event/329/,Yekaterinburg B+S,30/05/2003 – 01/06/2003
2003,European Youth Cup - Niederwangen (SUI) 2003,https://ifsc.results.info/event/330/,Bern,12/09/2003 – 13/09/2003
2003,European Youth Cup - Kranj (SLO) 2003,https://ifsc.results.info/event/331/,Nordic Championship,27/02/2004 – 28/02/2004
2003,Panamerican Championships - Mexico City (MEX) 2003,https://ifsc.results.info/event/332/,Oslo,02/05/2003 – 03/05/2003
2003,UIAA North American Youth Championship - not confirmed,https://ifsc.results.info/event/333/,North American Youth,31/12/2002 – 01/01/2003
2003,Nordic Championships - Oslo (NOR) 2003,https://ifsc.results.info/event/334/,Imst,16/05/2003 – 17/05/2003
2003,Int. Event - Birmingham (GBR) 2003,https://ifsc.results.info/event/335/,Birmingham,14/03/2003 – 16/03/2003
2003,Int. Event - Open Youth Marseille (FRA) 2003,https://ifsc.results.info/event/336/,Marseille,25/04/2003 – 26/04/2003
2003,Rock Junior - Arco (ITA) 2003,https://ifsc.results.info/event/337/,Rock Junior,30/05/2003 – 31/05/2003
2003,Spiderkids - Youth Color Climbing Festival - Imst (AUT) 2003,https://ifsc.results.info/event/338/,YCCF Imst,06/06/2003 – 07/06/2003
2003,"Spiderkids - 6. Int Trophy ""Citta'di Ravenna"" (ITA) 2003",https://ifsc.results.info/event/339/,Ravenna,27/06/2003 – 29/06/2003
2003,Int. Event - Speed Rock Daone (ITA) 2003 - not confirmed,https://ifsc.results.info/event/340/,Daone,30/06/2003 – 01/07/2003
2003,"Int. Event - Master/Event of Daroca, Zaragosa (ESP) 2003",https://ifsc.results.info/event/341/,Serre Chevalier,17/07/2003 – 18/07/2003
2003,Int. Event - Serre Chevalier (FRA) 2003,https://ifsc.results.info/event/342/,Argentiere,24/07/2003 – 25/07/2003
2003,Int. Event - Boulder Masters Grenoble (FRA) 2003,https://ifsc.results.info/event/343/,Grenoble,28/08/2003 – 29/08/2003
2003,Int. Event - La Colmiane (FRA) 2003,https://ifsc.results.info/event/344/,La Colmiane,18/09/2003 – 19/09/2003
2003,Int. Event - Arco Rockmaster (ITA) 2003,https://ifsc.results.info/event/345/,Brno,27/09/2003
2003,Spiderkids - Open Youth Climbing Championship of the Czech Republic - Brno (CZE) 2003,https://ifsc.results.info/event/346/,Arco,26/09/2003 – 27/09/2003
2004,UIAA Worldcup - Birmingham (GBR) 2004,https://ifsc.results.info/event/347/,Kranj,22/11/2003 – 23/11/2003
2004,UIAA Worldcup - Erlangen (GER) 2004,https://ifsc.results.info/event/348/,Puurs,23/04/2004 – 25/04/2004
2004,UIAA Worldcup - Puurs (BEL) 2004,https://ifsc.results.info/event/349/,Erlangen,15/04/2004 – 16/04/2004
2004,UIAA Worldcup - Imst (AUT) 2004,https://ifsc.results.info/event/350/,Youth Imnt,04/06/2004 – 05/06/2004
2004,UIAA Worldcup - Fiera di Primiero (ITA) 2004,https://ifsc.results.info/event/351/,European Champ.,21/06/2004 – 27/06/2004
2004,UIAA Worldcup - Chamonix (FRA) 2004,https://ifsc.results.info/event/352/,Chamonix,11/07/2004 – 12/07/2004
2004,UIAA Worldcup - Val Daone (ITA) 2004,https://ifsc.results.info/event/353/,Friedrichshafen,22/07/2004 – 23/07/2004
2004,UIAA Worldcup - L'Argentière La Bessée (FRA) 2004,https://ifsc.results.info/event/354/,L'Argentière,28/07/2004 – 29/07/2004
2004,UIAA Worldcup - Bardonecchia (ITA) 2004,https://ifsc.results.info/event/355/,Bardonecchia,19/08/2004 – 21/08/2004
2004,UIAA Worldcup - Marbella (ESP) 2004,https://ifsc.results.info/event/356/,Shanghai,01/10/2004 – 02/10/2004
2004,UIAA Worldcup - Huzou (CHN) 2004,https://ifsc.results.info/event/357/,Marbella,17/09/2004 – 18/09/2004
2004,UIAA Worldcup - Shanghai (CHN) 2004,https://ifsc.results.info/event/358/,Huzou,24/09/2004 – 26/09/2004
2004,UIAA Worldcup - Aprica (ITA) 2004,https://ifsc.results.info/event/359/,Aprica,21/10/2004 – 22/10/2004
2004,UIAA Worldcup - Valence (FRA) 2004,https://ifsc.results.info/event/360/,Valence,28/10/2004 – 29/10/2004
2004,UIAA Worldcup - Brno (CZE) 2004,https://ifsc.results.info/event/361/,Brno,11/11/2004 – 12/11/2004
2004,UIAA Worldcup - Kranj (SLO) 2004,https://ifsc.results.info/event/362/,Darvas Cup,29/10/2004 – 30/10/2004
2004,UIAA World Youth Championship - Edinburgh (GBR) 2004,https://ifsc.results.info/event/363/,World Youth Champ.,10/09/2004 – 12/09/2004
2004,UIAA Asian Championship - Jeolla Nam Do (KOR) 2004,https://ifsc.results.info/event/364/,Asian Champ.,29/10/2004 – 30/10/2004
2004,UIAA European Championship - Lecco (ITA) 2004,https://ifsc.results.info/event/365/,Citta di Ravenna,25/06/2004 – 27/06/2004
2004,European Youth Cup - Geneva (SUI) 2004,https://ifsc.results.info/event/366/,Marseille,14/04/2004 – 15/04/2004
2004,European Youth Cup - Imst (AUT) 2004,https://ifsc.results.info/event/367/,EYC Imst,14/05/2004 – 15/05/2004
2004,European Youth Cup + Festival - Veliko Tarnovo (BUL) 2004,https://ifsc.results.info/event/368/,EYC Veliko Tarnovo,19/08/2004 – 22/08/2004
2004,European Youth Cup - Kranj (SLO) 2004,https://ifsc.results.info/event/369/,Birmingham (B),18/03/2005 – 20/03/2005
2004,UIAA Central-South American Championship - S. Antonio de los Altos (VEN) 2004,https://ifsc.results.info/event/370/,Aggtelek,20/08/2004 – 21/08/2004
2004,North American Championship - Mexico City (MEX) 2004 (incl. SpiderKids),https://ifsc.results.info/event/371/,North American Ch. B,24/11/2004 – 28/11/2004
2004,UIAA Central-South American Youth - S. Antonio de los Altos (VEN) 2004,https://ifsc.results.info/event/372/,Latin Am. Youth,19/08/2004 – 25/08/2004
2004,North American Championship - Mexico City (MEX) 2004 (Youth Bouldering),https://ifsc.results.info/event/373/,North American Ch.,24/11/2004 – 28/11/2004
2004,UIAA Nordic Championship Bouldering (NOR) 2004,https://ifsc.results.info/event/374/,Birmingham,02/04/2004 – 04/04/2004
2004,Polish Youth Championship - Gdansk 2004,https://ifsc.results.info/event/375/,Imst,28/05/2004 – 29/05/2004
2004,Int. Event - Open Youth Marseille (FRA) 2004,https://ifsc.results.info/event/376/,EYC Geneva,02/04/2004 – 03/04/2004
2004,Int. Event Melloblocco - Val di Mello (ITA) 2004,https://ifsc.results.info/event/377/,Melloblocco,07/05/2004 – 08/05/2004
2004,EYCD - European Youth Climbing Days Arco (ITA) 2004,https://ifsc.results.info/event/378/,Youth Arco,28/05/2004 – 29/05/2004
2004,Spiderkids - Youth Color Climbing Festival Imst (AUT) 2004,https://ifsc.results.info/event/379/,Fiera di Primiero,18/06/2004 – 20/06/2004
2004,Int. Youth Event - Citta di Ravenna (ITA) 2004,https://ifsc.results.info/event/380/,Gdansk,21/05/2004 – 22/05/2004
2004,Int. Youth Event - Petzen Trophy Kärnten (AUT) 2004,https://ifsc.results.info/event/381/,Kärnten,09/07/2004 – 10/07/2004
2004,Int. Event - OutDoor Climbing Events 2004 - Friedrichshafen (GER) 2004,https://ifsc.results.info/event/382/,Val Daone,16/07/2004 – 17/07/2004
2004,Spiderkids - Kids Climbing Competition of Aggtelek (HUN) 2004,https://ifsc.results.info/event/383/,Grenoble,26/08/2004 – 27/08/2004
2004,Int. Event - Grenoble (FRA) 2004,https://ifsc.results.info/event/384/,Cent.South Am.Champ.,25/08/2004 – 29/08/2004
2004,Int. Event - Rockmaster Arco (ITA) 2004,https://ifsc.results.info/event/385/,Arco,03/09/2004 – 04/09/2004
2004,Spiderkids - Int. Youth Climbing Competitions Darvas Cup (HUN) 2004,https://ifsc.results.info/event/386/,Kranj,19/11/2004 – 20/11/2004
2004,Int. Event - Asia Cup Uttarkashi (IND) 2004,https://ifsc.results.info/event/387/,Asia Cup India,19/11/2004 – 21/11/2004
2005,UIAA Worldcup (B) - Birmingham (GBR) 2005,https://ifsc.results.info/event/388/,EYC Kranj,26/11/2004 – 27/11/2004
2005,UIAA Worldcup (B+S) - Moscow (RUS) 2005,https://ifsc.results.info/event/389/,Moscow (B+S),08/04/2005 – 10/04/2005
2005,UIAA Worldcup (S) - Moscow (RUS) 2005,https://ifsc.results.info/event/390/,Moscow (S),10/04/2005
2005,UIAA Worldcup (L+S) - Veliko Tarnovo (BUL) 2005,https://ifsc.results.info/event/391/,Marseille,22/04/2005 – 23/04/2005
2005,UIAA Worldcup (L) - Puurs (BEL) 2005,https://ifsc.results.info/event/392/,Puurs (L),28/04/2005 – 29/04/2005
2005,UIAA Worldcup (L) - Imst (AUT) 2005,https://ifsc.results.info/event/393/,Imst (L),26/05/2005 – 27/05/2005
2005,UIAA Worldcup (B) - Fiera di Primiero (ITA) 2005,https://ifsc.results.info/event/394/,Arco Rock Junior,17/06/2005 – 18/06/2005
2005,UIAA Worldcup (L) - Zürich (SUI) 2005,https://ifsc.results.info/event/395/,Zürich (L),24/06/2005 – 25/06/2005
2005,UIAA World Championship - Munich (GER) 2005,https://ifsc.results.info/event/396/,Munich,01/07/2005 – 05/07/2005
2005,UIAA Worldcup (L+S) - Chamonix (FRA) 2005,https://ifsc.results.info/event/397/,Chamonix (L+S),12/07/2005 – 13/07/2005
2005,UIAA Worldcup (S) - Daone (ITA) 2005,https://ifsc.results.info/event/398/,Serre Chevalier,29/07/2005 – 30/07/2005
2005,UIAA Worldcup (L) - Marbella (ESP) 2005,https://ifsc.results.info/event/399/,Firminy (B),29/09/2005 – 30/09/2005
2005,UIAA Worldcup (B) - Firminy (FRA) 2005,https://ifsc.results.info/event/400/,Marbella (L),16/09/2005 – 17/09/2005
2005,UIAA Worldcup (L+S) - Shanghai (CHN) 2005,https://ifsc.results.info/event/401/,Shanghai (L+S),21/10/2005 – 22/10/2005
2005,UIAA Worldcup (L) - Valence (FRA) 2005,https://ifsc.results.info/event/402/,Valence (L),27/10/2005 – 29/10/2005
2005,UIAA Worldcup (L) - Kranj (SLO) 2005,https://ifsc.results.info/event/403/,Geneva,07/10/2005 – 08/10/2005
2005,UIAA World Youth Championship - Bejing (CHN) 2005,https://ifsc.results.info/event/404/,Arco,02/09/2005 – 03/09/2005
