Year,Event Title,Href,Location,Date
2018,Paraclimbing Master (L) - Imst (AUT) 2018,https://ifsc.results.info/event/1065/,VillarsWC,06/07/2018 – 07/07/2018
2018,Paraclimbing Cup (L) - Briançon (FRA) 2018,https://ifsc.results.info/event/1066/,ChamonixWC,11/07/2018 – 13/07/2018
2018,Asia Cup (B) - Hong Kong (HKG) 2018,https://ifsc.results.info/event/1067/,Asia_Cup_18,10/03/2018 – 11/03/2018
2018,"Asia Cup (B,S) - Bangkok (THA) 2018",https://ifsc.results.info/event/1068/,VailWC,08/06/2018 – 09/06/2018
2018,Asian Championships - Kurayoshi (JPN) 2018,https://ifsc.results.info/event/1069/,Asian_Youth_Chp_18,01/11/2018 – 04/11/2018
1991,"Weltcup Open, Innsbruck 1991",https://ifsc.results.info/event/107/,O-In,19/09/1991 – 20/09/1991
2018,Asian Championships Combined - Kurayoshi (JPN) 2018,https://ifsc.results.info/event/1070/,China_Open_18,16/11/2018 – 18/11/2018
2018,Asia K Climbing Championship - Krabi/Bangkok (THA) 2018,https://ifsc.results.info/event/1071/,CISM2018,27/11/2018 – 03/12/2018
2018,Asian Youth Championships - Chongqing (CHN) 2018,https://ifsc.results.info/event/1072/,ACH Kurayoshi,07/11/2018 – 11/11/2018
2018,"European Youth Cup (L,S) - Voiron (FRA) 2018",https://ifsc.results.info/event/1073/,EYC_FRA_18,07/04/2018 – 08/04/2018
2018,European Youth Cup (B) - Graz (AUT) 2018,https://ifsc.results.info/event/1074/,EYC_POR_18,05/05/2018 – 06/05/2018
2018,European Youth Cup (B) - Soure (POR) 2018,https://ifsc.results.info/event/1075/,ChongqingWC,05/05/2018 – 06/05/2018
2018,European Youth Cup (S) - Bologna (ITA) 2018,https://ifsc.results.info/event/1076/,Rock Ljubj Masters,19/05/2018 – 20/05/2018
2018,"European Youth Championship (L, S) - Imst 2018",https://ifsc.results.info/event/1077/,EYCH_AUT_18,25/05/2018 – 27/05/2018
2018,European Youth Cup (B) - Delft (NED) 2018,https://ifsc.results.info/event/1078/,UCH18,20/06/2018 – 23/06/2018
2018,European Youth Cup (L) - Bruneck (ITA) 2018,https://ifsc.results.info/event/1079/,EYC_NED_18,02/06/2018 – 03/06/2018
1991,"Weltcup Open, Wien 1991",https://ifsc.results.info/event/108/,O-Cl,19/08/1991 – 20/08/1991
2018,European Youth Cup (S) - Mezzolombardo (ITA) 2018,https://ifsc.results.info/event/1080/,Petzen,06/07/2018 – 08/07/2018
2018,European Youth Cup (L) - Uster (SUI) 2018,https://ifsc.results.info/event/1081/,EYC_L_SUI,30/06/2018 – 01/07/2018
2018,European Youth Cup (L) - Munich (GER) 2018,https://ifsc.results.info/event/1082/,Promo Ningbo 2018,14/07/2018 – 15/07/2018
2018,European Youth Cup (B) - Sofia (BUL) 2018,https://ifsc.results.info/event/1083/,TAB 2014,25/07/2018 – 28/07/2018
2018,European Youth Championships (B) - Brussels (BEL) 2018,https://ifsc.results.info/event/1084/,Promo Arnhem 2018,08/09/2018 – 09/09/2018
2018,"IFSC PanAmerican Championship (L, S, B, C) - Guayaquil (ECU) 2018",https://ifsc.results.info/event/1085/,Promo Ningbo 2018,24/11/2018 – 25/11/2018
2018,Asian Games 2018 - Jakarta Palembang (INA) 2018 - Climbing period,https://ifsc.results.info/event/1086/,AG_2018,22/08/2018 – 28/08/2018
2018,World University Championships - Bratislava (SVK) 2018,https://ifsc.results.info/event/1088/,EYC_ITA_18,16/06/2018 – 17/06/2018
2018,CISM Climbing Indoor World Military Championships - Moscow (RUS) 2018,https://ifsc.results.info/event/1089/,China_Open_Q,15/11/2018 – 17/11/2018
1991,"Weltcup Open, Tokio 1991",https://ifsc.results.info/event/109/,O-To,15/10/1991 – 16/10/1991
2018,Promotional Event Gravical (B) - Singapore (SGP) 2018,https://ifsc.results.info/event/1090/,ACH Singapore,16/12/2017 – 17/12/2017
2018,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2018,https://ifsc.results.info/event/1091/,Promo Sheffield,10/03/2018 – 11/03/2018
2018,International Climbing Series - Studio Bloc Masters 2018 - Pfungstadt (GER) 2018,https://ifsc.results.info/event/1092/,Studio Bloc Masters,17/03/2018 – 18/03/2018
2018,Promo Event - Delfts Bleau International Youth Open - Delft (NED) 2018,https://ifsc.results.info/event/1093/,FISE Hiroshima 2018,06/04/2018 – 08/04/2018
2018,International Climbing Series - FISE World Series Hiroshima 2018,https://ifsc.results.info/event/1094/,Promo Delft,31/03/2018 – 01/04/2018
2018,"International Climbing Series - Outdoor Village Speed Stars - Akishima, Tokyo (JPN) 2018",https://ifsc.results.info/event/1095/,Speed Stars 2018,28/04/2018 – 29/04/2018
2018,Asia Sport For All R.O.X. Zero Gravity (B) - Manila (PHI) 2018,https://ifsc.results.info/event/1096/,SportForAll2018,19/05/2018 – 20/05/2018
2018,International Climbing Series - Triglav The Rock Ljubljana (SLO) 2018,https://ifsc.results.info/event/1097/,EYC_ITA_18,12/05/2018 – 13/05/2018
2018,Promo Event - International Climbing Elite Tournament (L + S) - Ningbo (CHN) 2018,https://ifsc.results.info/event/1098/,YCCF_18,02/06/2018 – 03/06/2018
2018,Promo Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2018,https://ifsc.results.info/event/1099/,Promo Ningbo 2018,26/05/2018 – 27/05/2018
1991,"Weltcup Open, Nürnberg 1991",https://ifsc.results.info/event/110/,O-Nü,30/10/1991 – 31/10/1991
2018,"Promo Event - Youth Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2018",https://ifsc.results.info/event/1100/,EYC_ITA_18,22/06/2018 – 24/06/2018
2018,Promo Event - International Climbing Elite Tournament (L + S) - Delingha(CHN) 2018,https://ifsc.results.info/event/1101/,BriançonWC,20/07/2018 – 21/07/2018
2018,Promotional Event - Tout à Bloc (B) - L'Argentière la Bessée (FRA) 2018,https://ifsc.results.info/event/1102/,Sofia,21/07/2018 – 22/07/2018
2018,Promotional Youth Event - Flatlander Cup - Arnhem (NED) 2018,https://ifsc.results.info/event/1103/,EYCH_Brussels_18,31/08/2018 – 02/09/2018
2018,International Climbing Series - Adidas Rockstars (B) - Stuttgart (GER) 2018,https://ifsc.results.info/event/1104/,Adidas Rockstars 18,21/09/2018 – 22/09/2018
2018,Promo Event - International Climbing Elite Tournament (L+S) - Anshun (CHN) 2018,https://ifsc.results.info/event/1105/,Promo Ningbo 2018,21/09/2018 – 22/09/2018
2018,International Climbing Series - Les 24 Heures du Mur (L) - Oloron Sainte Marie (FRA) 2018,https://ifsc.results.info/event/1106/,Adidas Rockstars 18,06/10/2018 – 07/10/2018
2018,Promo Event - International Climbing Elite Tournament (L+S) - Huai’an (CHN) 2018,https://ifsc.results.info/event/1107/,Promo Ningbo 2018,09/10/2018 – 10/10/2018
2018,Promo Event - International Climbing Elite Tournament (L+S) - Wanxianshan (CHN) 2018,https://ifsc.results.info/event/1108/,Promo Ningbo 2018,13/10/2018 – 14/10/2018
2018,International Climbing Series - China Open Semifinals & Finals - Guanzhou (CHN) 2018,https://ifsc.results.info/event/1109/,ACH Kurayoshi comb,11/11/2018
1991,"Weltcup Open, Birmingham 1991",https://ifsc.results.info/event/111/,O-Bi,04/12/1991 – 05/12/1991
2018,International Climbing Series - China Open - Guangzhou (CHN) 2018,https://ifsc.results.info/event/1110/,PAC Guayaquil,21/11/2018 – 26/11/2018
2018,Promo Event - International Climbing Elite Tournament (L+S) - Leye (CHN) 2018,https://ifsc.results.info/event/1111/,ACH_K_Bangkok,07/12/2018 – 09/12/2018
2019,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019,https://ifsc.results.info/event/1112/,Promo Delft,30/03/2019 – 31/03/2019
2019,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",https://ifsc.results.info/event/1113/,MoscowWC,12/04/2019 – 14/04/2019
2019,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",https://ifsc.results.info/event/1114/,ChongqingWC,26/04/2019 – 28/04/2019
2019,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",https://ifsc.results.info/event/1115/,WujiangWC,03/05/2019 – 05/05/2019
2019,IFSC Climbing Worldcup (B) - Munich (GER) 2019,https://ifsc.results.info/event/1116/,ISF19,18/05/2019 – 24/05/2019
2019,IFSC Climbing Worldcup (B) - Vail (USA) 2019,https://ifsc.results.info/event/1117/,VailWC,07/06/2019 – 08/06/2019
2019,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",https://ifsc.results.info/event/1118/,Petzen19,05/07/2019 – 07/07/2019
2019,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA) 2019",https://ifsc.results.info/event/1119/,VillarsWC,04/07/2019 – 06/07/2019
1991,"Weltcup Open, Clusone 1991",https://ifsc.results.info/event/112/,W-Wi,25/04/1991 – 26/04/1991
2019,IFSC Climbing Worldcup (L) - Briançon (FRA) 2019,https://ifsc.results.info/event/1120/,BriançonWC,19/07/2019 – 20/07/2019
2019,IFSC Climbing World Championships - Hachioji (JPN) 2019,https://ifsc.results.info/event/1121/,PolandECH,05/09/2019 – 07/09/2019
2019,IFSC Climbing World Championships Combined - Hachioji (JPN) 2019,https://ifsc.results.info/event/1122/,WCH Combined,18/08/2019 – 21/08/2019
2019,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019,https://ifsc.results.info/event/1123/,EYCH_Brixen_19,20/09/2019 – 22/09/2019
2019,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2019",https://ifsc.results.info/event/1124/,China_Open_19,31/10/2019 – 03/11/2019
2019,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019,https://ifsc.results.info/event/1125/,XiamenWC,18/10/2019 – 20/10/2019
2019,IFSC Youth World Championships - Arco (ITA) 2019,https://ifsc.results.info/event/1126/,ACH_K_Bangkok,16/08/2019 – 18/08/2019
2019,Paraclimbing Master (L) - Imst (AUT) 2019,https://ifsc.results.info/event/1127/,Ostermundigen,22/06/2019 – 23/06/2019
2019,IFSC Paraclimbing World Championships - Briançon (FRA) 2019,https://ifsc.results.info/event/1128/,EUC19,17/07/2019 – 20/07/2019
2019,Paraclimbing Open (L) - Sittard (NED) 2019,https://ifsc.results.info/event/1129/,WCH Combined,28/11/2019 – 01/12/2019
1992,UIAA Worldcup - Zürich 1992,https://ifsc.results.info/event/113/,J-WM,26/02/1992 – 27/02/1992
2019,"Asia K Climbing Championship - Huairou, Beijing (CHN) 2019",https://ifsc.results.info/event/1130/,WCH Hachioji,11/08/2019 – 21/08/2019
2019,Asian Championships - Bogor (INA) 2019,https://ifsc.results.info/event/1131/,EYCH_Voronezh_19,18/10/2019 – 20/10/2019
2019,Asian Combined Youth Championships - Chongqing (CHN) 2019,https://ifsc.results.info/event/1132/,Sit_Paraclimbing_19,09/11/2019
2019,Asian Youth Championships - Bengaluru (IND) 2019,https://ifsc.results.info/event/1133/,Los Angeles (USA),24/02/2020 – 01/03/2020
2019,"IFSC European Cup (B,S) - Innsbruck (AUT) 2019",https://ifsc.results.info/event/1134/,Inns19,02/05/2019 – 04/05/2019
2019,European Championship (B) - Zakopane (POL) 2019,https://ifsc.results.info/event/1135/,YWCH Arco,22/08/2019 – 31/08/2019
2019,"European Championship (L,S) - Edinburgh (GBR) 2019",https://ifsc.results.info/event/1136/,KranjWC,28/09/2019 – 29/09/2019
2019,European Youth Cup (B) - Soure (POR) 2019,https://ifsc.results.info/event/1137/,Soure,27/04/2019 – 28/04/2019
2019,European Youth Cup (B) - Graz (AUT) 2019,https://ifsc.results.info/event/1138/,Graz,11/05/2019 – 12/05/2019
2019,European Youth Cup (S) - Mezzolombardo (ITA) 2019,https://ifsc.results.info/event/1139/,Mazzolombardo,18/05/2019
1992,UIAA Worldcup - Kobe 1992,https://ifsc.results.info/event/114/,W-Ko,07/10/1992 – 08/10/1992
2019,European Youth Cup (B) - Sofia (BUL) 2019,https://ifsc.results.info/event/1140/,Sofia,25/05/2019 – 26/05/2019
2019,European Youth Cup (L) - Ostermundigen (SUI) 2019,https://ifsc.results.info/event/1141/,Ims_Paraclimbing_19,29/06/2019 – 30/06/2019
2019,European Youth Cup (L) - St. Pierre Faucigny (FRA) 2019,https://ifsc.results.info/event/1142/,St. Pierre Faucigny,29/06/2019 – 30/06/2019
2019,European Youth Cup (S) - Tarnow (POL) 2019,https://ifsc.results.info/event/1143/,Tarnow,19/07/2019 – 20/07/2019
2019,"European Youth Cup (S,L) - Imst (AUT) 2019",https://ifsc.results.info/event/1144/,Imst,02/08/2019 – 04/08/2019
2019,European Youth Championships (B) - Brixen (ITA) 2019,https://ifsc.results.info/event/1145/,BG19,13/10/2019 – 14/10/2019
2019,"European Youth Championships (L,S) - Voronezh (RUS) 2019",https://ifsc.results.info/event/1146/,InzaiWC,26/10/2019 – 27/10/2019
2019,"PanAmerican Youth Championships (L, S, B) - Ibarra (ECU) 2019",https://ifsc.results.info/event/1147/,PAC Ibarra,07/12/2019 – 12/12/2019
2019,PanAmerican Youth Championships Combined - Ibarra (ECU) 2019,https://ifsc.results.info/event/1148/,PAC Ibarra,03/12/2019 – 08/12/2019
2019,ANOC World Beach Games (B) - Doha (QAT),https://ifsc.results.info/event/1149/,EdinCH19,04/10/2019 – 06/10/2019
1992,UIAA Worldcup - Nürnberg 1992,https://ifsc.results.info/event/115/,W-Nü,29/10/1992 – 30/10/1992
2019,ISF World Schools Championships Climbing - Aubenas (FRA) 2019,https://ifsc.results.info/event/1150/,MunichWC,18/05/2019 – 19/05/2019
2019,European Universities Sport Climbing Championship - Katowice (POL) 2019,https://ifsc.results.info/event/1151/,Paraclimbing_WCH_1,16/07/2019 – 17/07/2019
2019,IFSC Combined Qualifier - Toulouse/Tournefeuille (FRA) 2019,https://ifsc.results.info/event/1152/,Asian_Youth_Chp_18,14/11/2019 – 17/11/2019
2019,International Climbing Series - Studio Bloc Masters 2019 - Pfungstadt (GER) 2019,https://ifsc.results.info/event/1153/,Studio Bloc Masters,23/03/2019 – 24/03/2019
2019,Promo Event - Delfts Bleau International Youth Open - Delft (NED) 2019,https://ifsc.results.info/event/1154/,FISE Hiroshima 2019,19/04/2019 – 21/04/2019
2019,International Climbing Series - FISE World Series Hiroshima 2019,https://ifsc.results.info/event/1155/,MeiringenWC,05/04/2019 – 06/04/2019
2019,"International Climbing Series - Outdoor Village Speed Stars - Akishima, Tokyo (JPN) 2019",https://ifsc.results.info/event/1156/,Speed Stars 2019,12/05/2019
2019,International Climbing Series - Triglav The Rock Ljubljana (SLO) 2019,https://ifsc.results.info/event/1157/,Rock Ljubj Masters,24/05/2019 – 25/05/2019
2019,Promo Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2019,https://ifsc.results.info/event/1158/,YCCF_19,01/06/2019 – 02/06/2019
2019,"Promo Event - Youth Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2019",https://ifsc.results.info/event/1159/,ChamonixWC,11/07/2019 – 13/07/2019
1992,UIAA Worldcup - St. Pölten 1992,https://ifsc.results.info/event/116/,W-La,19/11/1992 – 20/11/1992
2019,Promotional Youth Event - Flatlander Cup - Arnhem (NED) 2019,https://ifsc.results.info/event/1160/,Promo Arnhem 2019,13/07/2019 – 14/07/2019
2019,International Climbing Series - Adidas Rockstars (B) - Stuttgart (GER) 2019,https://ifsc.results.info/event/1161/,Adidas Rockstars 19,13/09/2019 – 14/09/2019
2019,International Climbing Series - China Open - Guangzhou (CHN) 2019,https://ifsc.results.info/event/1162/,ACH Palembang,06/11/2019 – 10/11/2019
2016,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",https://ifsc.results.info/event/1163/,WYCH Guangzhou,07/11/2016 – 13/11/2016
2017,IFSC Climbing Worldcup (L) - Chamonix (FRA) 2017,https://ifsc.results.info/event/1164/,ChamonixWC,12/07/2017 – 13/07/2017
2017,IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,https://ifsc.results.info/event/1165/,BriançonWC,28/07/2017 – 29/07/2017
2020,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",https://ifsc.results.info/event/1166/,Moscow (RUS),21/11/2020 – 29/11/2020
2020,IFSC Oceania - Continental Championships (C) - Sydney (AUS) 2020,https://ifsc.results.info/event/1167/,Sydney (AUS),19/12/2020 – 20/12/2020
2020,IFSC Africa - Continental Championships (C) - Cape Town (RSA) 2020,https://ifsc.results.info/event/1168/,Cape Town (RSA),17/12/2020 – 20/12/2020
2020,"Promo Event - Youth Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2020",https://ifsc.results.info/event/1169/,Petzen (AUT),10/07/2020 – 12/07/2020
1992,UIAA Worldcup - Laval 1992,https://ifsc.results.info/event/117/,W-Pö,13/11/1992 – 14/11/1992
1999,UIAA Worldcup - Leipzig (GER) 1999,https://ifsc.results.info/event/1170/,W-Leipzig,27/05/1999 – 28/05/1999
2020,IFSC Pan Am - Pre Qualifying event (C) - Los Angeles (USA) 2020,https://ifsc.results.info/event/1171/,Los Angeles (USA),25/02/2020 – 26/02/2020
2020,International Climbing Series - FISE World Series - Hiroshima (JPN) 2020 - POSTPONED,https://ifsc.results.info/event/1172/,Ljubljana (SLO),15/05/2020 – 16/05/2020
2020,International Climbing Series - Studio Bloc Masters - Pfungstadt (GER) 2020,https://ifsc.results.info/event/1173/,Pfungstadt (GER),07/03/2020 – 08/03/2020
2020,Promo Event - Delfts Bleau International Youth Open - Delft (NED) 2020 - POSTPONED,https://ifsc.results.info/event/1174/,Delft (NED),28/03/2020 – 29/03/2020
2020,International Climbing Series - Triglav The Rock - Ljubljana (SLO) 2020,https://ifsc.results.info/event/1175/,Innsbruck (AUT),23/06/2020 – 25/06/2020
2020,Olympic Games - Sport Climbing combined event -Tokyo (JPN) 2020,https://ifsc.results.info/event/1176/,Tokyo (JPN),04/08/2020 – 07/08/2020
2020,"IFSC Youth - World Championships (B,S,L) - Voronezh (RUS) 2020 - CANCELLED",https://ifsc.results.info/event/1177/,Voronezh (RUS),23/08/2020 – 31/08/2020
2020,FISU World University Championships - Torino (ITA) 2020 - CANCELLED,https://ifsc.results.info/event/1178/,Torino (ITA),17/09/2020 – 20/09/2020
1992,UIAA Worldcup - Birmingham 1992,https://ifsc.results.info/event/118/,W-Bi,10/12/1992 – 11/12/1992
2020,IFSC Europe - Continental Youth Cup (L) - Augsburg (GER) 2020,https://ifsc.results.info/event/1181/,Augsburg (GER),17/09/2020 – 18/09/2020
2020,IFSC Connected Speed Knockout presented by Japan Airlines,https://ifsc.results.info/event/1183/,Torino (ITA),02/08/2020
2020,IFSC Europe - Continental Cup - Voronezh (RUS) - CANCELLED,https://ifsc.results.info/event/1184/,Voronezh (RUS),04/12/2020 – 06/12/2020
2021,"IFSC - Climbing World Championships (B,L,S) - Moscow 2021",https://ifsc.results.info/event/1185/,Arco (ITA),28/08/2021
2021,"IFSC - Climbing Youth World Championships (B,L,S) - Voronezh (RUS) 2021",https://ifsc.results.info/event/1186/,Voronezh (RUS),21/08/2021 – 31/08/2021
2021,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2021,https://ifsc.results.info/event/1187/,Perm (RUS),01/05/2021 – 05/05/2021
2021,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2021 - CANCELLED",https://ifsc.results.info/event/1189/,Moscow (CFR),16/09/2021 – 21/09/2021
1992,UIAA Youth Worldchampionship - Basel 1992,https://ifsc.results.info/event/119/,W-Zü,30/04/1992 – 01/05/1992
2021,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,https://ifsc.results.info/event/1190/,Salt Lake City (USA),28/05/2021 – 30/05/2021
2021,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2021",https://ifsc.results.info/event/1192/,Salt Lake City (USA),21/05/2021 – 22/05/2021
2021,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2021",https://ifsc.results.info/event/1193/,Innsbruck (AUT),23/06/2021
2021,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2021",https://ifsc.results.info/event/1194/,Gaflenz (AUT),27/06/2021
2021,IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,https://ifsc.results.info/event/1195/,"Puurs (BEL) – Klimax, Puurs-Sint-Amands, Belgium",02/07/2021 – 04/07/2021
2021,IFSC - Climbing World Cup (L) - Briançon (FRA) 2021,https://ifsc.results.info/event/1196/,Briançon (FRA),17/07/2021 – 18/07/2021
2021,IFSC - Climbing World Cup (L) - Kranj (SLO) 2021,https://ifsc.results.info/event/1197/,Seoul (KOR),01/10/2021 – 03/10/2021
1992,UIAA European Championship - Frankfurt 1992,https://ifsc.results.info/event/120/,EM-F,17/09/1992 – 18/09/1992
2020,IFSC Europe - Continental Youth Cup (S) - Tarnow (POL),https://ifsc.results.info/event/1200/,Perm (RUS),22/10/2020 – 28/10/2020
2021,IFSC Europe - Continental Cup (B) - Klagenfurt (AUT) 2021,https://ifsc.results.info/event/1205/,Klagenfurt (AUT) – Klagenfurt,10/04/2021 – 11/04/2021
2021,IFSC Europe - Continental Cup (B) - Belgrad (SRB) 2021 - CANCELLED,https://ifsc.results.info/event/1206/,Belgrad (SRB),29/05/2021 – 30/05/2021
2021,IFSC Europe - Continental Cup (B) - Krakow (POL) 2021,https://ifsc.results.info/event/1207/,Tokyo (JPN),03/08/2021 – 06/08/2021
2021,IFSC Europe - Continental Cup (S) - Innsbruck (AUT) 2021,https://ifsc.results.info/event/1208/,Gaflenz (AUT),27/06/2021
2021,IFSC Europe - Continental Cup (S) - Gaflenz (AUT) 2021,https://ifsc.results.info/event/1209/,Innsbruck (AUT),23/06/2021 – 26/06/2021
1992,Masters Chambery 1992,https://ifsc.results.info/event/121/,M-Ch,29/01/1992 – 30/01/1992
2021,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",https://ifsc.results.info/event/1210/,United States (USA),09/10/2021 – 10/10/2021
2021,"IFSC Europe - Continental Cup (L,S) - Tyumen (RUS) 2021 - CANCELLED",https://ifsc.results.info/event/1211/,Laval (FRA),22/10/2021 – 24/10/2021
2021,IFSC Europe - Continental Youth Cup (B) - Soure (POR) 2021,https://ifsc.results.info/event/1212/,Soure (POR),09/10/2021 – 10/10/2021
2021,IFSC Europe - Continental Youth Cup (B) - Graz (AUT) 2021,https://ifsc.results.info/event/1213/,Graz (AUT),14/05/2021 – 16/05/2021
2021,IFSC Europe - Continental Youth Cup (S) - Bochum (GER) 2021,https://ifsc.results.info/event/1214/,Bochum (GER),04/06/2021
2021,"IFSC Europe - Continental Youth Cup (L,S) - Imst (AUT) 2021",https://ifsc.results.info/event/1215/,Imst (AUT),11/06/2021 – 13/06/2021
2021,IFSC Europe - Continental Youth Cup (L) - Ostermundigen (SUI),https://ifsc.results.info/event/1216/,Ostermundigen (SUI),19/06/2021 – 20/06/2021
2021,IFSC Europe - Continental Youth Cup (S) - Gaflenz (AUT),https://ifsc.results.info/event/1217/,Villars (SUI),01/07/2021 – 03/07/2021
2021,"IFSC Europe - Continental Youth Cup (L,S) - Puurs (BEL) 2021",https://ifsc.results.info/event/1218/,Chamonix (FRA),12/07/2021 – 13/07/2021
2021,IFSC Europe - Continental Youth Cup (L) - Veliko Tarnovo (BUL) 2021,https://ifsc.results.info/event/1219/,Veliko Tarnovo (BUL),24/07/2021 – 25/07/2021
1992,Masters Serre Chevalier 1992,https://ifsc.results.info/event/122/,M-Ar,31/08/1992 – 01/09/1992
2021,"IFSC Europe - Continental Youth Cup (L,S) - Zilina (SVK) 2021",https://ifsc.results.info/event/1220/,Krakow (POL),07/08/2021 – 08/08/2021
2021,"IFSC Europe - Continental Youth Championships (B,S,L) - Perm (RUS)",https://ifsc.results.info/event/1221/,Meiringen (SUI),16/04/2021 – 17/04/2021
2021,IFSC - Paraclimbing World Cup (L) - Innsbruck (AUT) 2021,https://ifsc.results.info/event/1222/,Innsbruck (AUT) – Innsbruck,22/06/2021 – 24/06/2021
2021,IFSC - Paraclimbing World Cup (L) - Briançon (FRA) 2021,https://ifsc.results.info/event/1223/,Briançon (FRA) – Briançon,15/07/2021
2021,IFSC - Paraclimbing World Cup (L) - Los Angeles (USA) 2021,https://ifsc.results.info/event/1224/,Tyumen (RUS),05/11/2021 – 07/11/2021
2021,IFSC - Paraclimbing World Championships (L) - Moscow 2021,https://ifsc.results.info/event/1225/,Moscow (CFR) – Moscow,15/09/2021 – 17/09/2021
2021,"Asian Youth Games (L,S) - Shantou (CHN) 2021",https://ifsc.results.info/event/1226/,Shantou (CHN),20/11/2021 – 28/11/2021
2021,Olympic Games (C) - Tokyo (JPN) 2020,https://ifsc.results.info/event/1227/,Zilina (SVK),29/07/2021 – 31/07/2021
2021,International Climbing Series - Rock Master - Arco (ITA) 2021,https://ifsc.results.info/event/1229/,Ljubljana (SLO),03/09/2021 – 04/09/2021
1992,UIAA Masters - Rock Masters Arco 1992,https://ifsc.results.info/event/123/,M-Se,20/07/1992 – 21/07/1992
2021,International Climbing Series - Triglav The Rock - Ljubljana (SLO) 2021,https://ifsc.results.info/event/1230/,Ljubljana (SLO),14/08/2021
2021,"IFSC Pan Am - Continental Championships (B,S,L) - Ibarra (ECU) 2021",https://ifsc.results.info/event/1231/,Johannesburg (RSA),16/12/2021 – 18/12/2021
2022,IFSC - Climbing World Cup (B) - Meiringen (SUI) 2022,https://ifsc.results.info/event/1233/,Meiringen (SUI) – Meiringen,08/04/2022 – 10/04/2022
2022,"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",https://ifsc.results.info/event/1234/,Japan (JPN),20/10/2022 – 22/10/2022
2022,"IFSC - Climbing World Cup (B,S) - Seoul (KOR) 2022",https://ifsc.results.info/event/1235/,Brixen (ITA),07/05/2022 – 08/05/2022
2022,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",https://ifsc.results.info/event/1236/,Salt Lake City (USA) – Salt Lake City,20/05/2022 – 22/05/2022
2022,"IFSC - Climbing World Cup (B,S) - Salt Lake City (USA) 2022",https://ifsc.results.info/event/1237/,Imst (AUT),27/05/2022 – 29/05/2022
2022,"IFSC - Climbing World Cup (B,L) - Innsbruck (AUT) 2022",https://ifsc.results.info/event/1238/,Ostermundigen (SUI),25/06/2022 – 26/06/2022
2022,"IFSC - Climbing World Cup (L,S) - Villars (SUI) 2022",https://ifsc.results.info/event/1239/,Villars-sur-Ollon (SUI) – Villars,30/06/2022 – 02/07/2022
1993,UIAA Worldcup - Frankfurt 1993,https://ifsc.results.info/event/124/,WM-I,29/04/1993 – 30/04/1993
2022,"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",https://ifsc.results.info/event/1240/,Chamonix (FRA) – Chamonix,08/07/2022 – 10/07/2022
2022,IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,https://ifsc.results.info/event/1241/,Briançon (FRA) – Briançon,22/07/2022 – 23/07/2022
2022,IFSC - Climbing World Cup (L) - Koper (SLO) 2022,https://ifsc.results.info/event/1242/,Koper (SLO),02/09/2022 – 03/09/2022
2022,"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",https://ifsc.results.info/event/1243/,Jakarta (INA) – Jakarta,24/09/2022 – 26/09/2022
2022,"World Games (B,S,L) - Birmingham (USA) 2022",https://ifsc.results.info/event/1245/,Villars (SUI),08/07/2022 – 09/07/2022
2022,"IFSC - Climbing Youth World Championships (B,S,L) - Dallas (USA) 2022",https://ifsc.results.info/event/1246/,United States (USA),22/08/2022 – 31/08/2022
2022,"IFSC Europe - Continental Championships (B,S,L) - Munich (GER) 2022",https://ifsc.results.info/event/1247/,Graz (AUT),03/08/2022 – 06/08/2022
2022,Asian Games - Hangzhou (CHN) 2022 - POSTPONED,https://ifsc.results.info/event/1248/,Hangzhou (CHN),15/09/2022 – 19/09/2022
