source_event_url,event_id,source_url_layer,event_name,dcat_name,dcat_status,dcat_status_as_of,dcat_ranking_as_of,cutoff_rank,category_round_id,round_kind,round_name,round_category,round_status,round_status_as_of,round_result_url,format_identifier,format,league_round_id,stage_id,stage_name,stage_kind,stage_status,stage_status_as_of,stage_results_url,route_id,route_name,route_startlist_url,route_results_url
/api/v1/events/849/result/3,849,full_results_url,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",BOULDER Men,finished,2025-10-02 07:18:24 UTC,2026-04-22 10:17:08 UTC,,2989,boulder,Qualification,Men,finished,2021-04-09 08:20:06 UTC,/api/v1/category_rounds/2989/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,1,,,,,,,3526,1,/api/v1/routes/3526/startlist,
/api/v1/events/849/result/3,849,full_results_url,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",BOULDER Men,finished,2025-10-02 07:18:24 UTC,2026-04-22 10:17:08 UTC,,2989,boulder,Qualification,Men,finished,2021-04-09 08:20:06 UTC,/api/v1/category_rounds/2989/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,1,,,,,,,3527,2,/api/v1/routes/3527/startlist,
/api/v1/events/849/result/3,849,full_results_url,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",BOULDER Men,finished,2025-10-02 07:18:24 UTC,2026-04-22 10:17:08 UTC,,2989,boulder,Qualification,Men,finished,2021-04-09 08:20:06 UTC,/api/v1/category_rounds/2989/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,1,,,,,,,3528,3,/api/v1/routes/3528/startlist,
/api/v1/events/849/result/3,849,full_results_url,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",BOULDER Men,finished,2025-10-02 07:18:24 UTC,2026-04-22 10:17:08 UTC,,2989,boulder,Qualification,Men,finished,2021-04-09 08:20:06 UTC,/api/v1/category_rounds/2989/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,1,,,,,,,3529,4,/api/v1/routes/3529/startlist,
/api/v1/events/849/result/3,849,full_results_url,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",BOULDER Men,finished,2025-10-02 07:18:24 UTC,2026-04-22 10:17:08 UTC,,2989,boulder,Qualification,Men,finished,2021-04-09 08:20:06 UTC,/api/v1/category_rounds/2989/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,1,,,,,,,3530,5,/api/v1/routes/3530/startlist,
/api/v1/events/849/result/3,849,full_results_url,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",BOULDER Men,finished,2025-10-02 07:18:24 UTC,2026-04-22 10:17:08 UTC,,2990,boulder,Semi-Final,Men,finished,2021-04-09 08:20:16 UTC,/api/v1/category_rounds/2990/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,2,,,,,,,3531,1,/api/v1/routes/3531/startlist,
/api/v1/events/849/result/3,849,full_results_url,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",BOULDER Men,finished,2025-10-02 07:18:24 UTC,2026-04-22 10:17:08 UTC,,2990,boulder,Semi-Final,Men,finished,2021-04-09 08:20:16 UTC,/api/v1/category_rounds/2990/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,2,,,,,,,3532,2,/api/v1/routes/3532/startlist,
/api/v1/events/849/result/3,849,full_results_url,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",BOULDER Men,finished,2025-10-02 07:18:24 UTC,2026-04-22 10:17:08 UTC,,2990,boulder,Semi-Final,Men,finished,2021-04-09 08:20:16 UTC,/api/v1/category_rounds/2990/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,2,,,,,,,3533,3,/api/v1/routes/3533/startlist,
/api/v1/events/849/result/3,849,full_results_url,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",BOULDER Men,finished,2025-10-02 07:18:24 UTC,2026-04-22 10:17:08 UTC,,2990,boulder,Semi-Final,Men,finished,2021-04-09 08:20:16 UTC,/api/v1/category_rounds/2990/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,2,,,,,,,3534,4,/api/v1/routes/3534/startlist,
/api/v1/events/849/result/3,849,full_results_url,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",BOULDER Men,finished,2025-10-02 07:18:24 UTC,2026-04-22 10:17:08 UTC,,2991,boulder,Final,Men,finished,2021-04-09 08:20:21 UTC,/api/v1/category_rounds/2991/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,3,,,,,,,3535,1,/api/v1/routes/3535/startlist,
