source_event_url,event_id,source_url_layer,event_name,dcat_name,dcat_status,dcat_status_as_of,dcat_ranking_as_of,cutoff_rank,athlete_id,squad_id,athlete_rank,athlete_name,bib_number,firstname,lastname,country,organisation_id,flag_url,category_round_id,round_name,round_rank,round_score,stage_name,stage_score,stage_rank,route_id,route_name,top,top_tries,zone,zone_tries,low_zone,low_zone_tries,points,score,plus,restarted,time_ms,ascent_status,ascent_modified
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,1124,,1,Kruder Jernej,180,Jernej,KRUDER,SLO,15.0,https://d1n1qj9geboqnb.cloudfront.net/flags/SLO.png,4919,Qualification,7,2T4z 2 7,,,,4280.0,,True,1.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,1124,,1,Kruder Jernej,180,Jernej,KRUDER,SLO,15.0,https://d1n1qj9geboqnb.cloudfront.net/flags/SLO.png,4919,Qualification,7,2T4z 2 7,,,,4281.0,,True,1.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,1124,,1,Kruder Jernej,180,Jernej,KRUDER,SLO,15.0,https://d1n1qj9geboqnb.cloudfront.net/flags/SLO.png,4919,Qualification,7,2T4z 2 7,,,,4282.0,,False,0.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,1124,,1,Kruder Jernej,180,Jernej,KRUDER,SLO,15.0,https://d1n1qj9geboqnb.cloudfront.net/flags/SLO.png,4919,Qualification,7,2T4z 2 7,,,,4283.0,,False,0.0,True,4.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,1124,,1,Kruder Jernej,180,Jernej,KRUDER,SLO,15.0,https://d1n1qj9geboqnb.cloudfront.net/flags/SLO.png,4919,Qualification,7,2T4z 2 7,,,,4284.0,,False,0.0,False,0.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,1124,,1,Kruder Jernej,180,Jernej,KRUDER,SLO,15.0,https://d1n1qj9geboqnb.cloudfront.net/flags/SLO.png,4920,Semi-Final,5,2T3z 2 3,,,,4285.0,,True,1.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,1124,,1,Kruder Jernej,180,Jernej,KRUDER,SLO,15.0,https://d1n1qj9geboqnb.cloudfront.net/flags/SLO.png,4920,Semi-Final,5,2T3z 2 3,,,,4286.0,,False,0.0,False,0.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,1124,,1,Kruder Jernej,180,Jernej,KRUDER,SLO,15.0,https://d1n1qj9geboqnb.cloudfront.net/flags/SLO.png,4920,Semi-Final,5,2T3z 2 3,,,,4287.0,,True,1.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,1124,,1,Kruder Jernej,180,Jernej,KRUDER,SLO,15.0,https://d1n1qj9geboqnb.cloudfront.net/flags/SLO.png,4920,Semi-Final,5,2T3z 2 3,,,,4288.0,,False,0.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,1124,,1,Kruder Jernej,180,Jernej,KRUDER,SLO,15.0,https://d1n1qj9geboqnb.cloudfront.net/flags/SLO.png,4921,Final,1,3T4z 7 8,,,,4289.0,,True,2.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,1124,,1,Kruder Jernej,180,Jernej,KRUDER,SLO,15.0,https://d1n1qj9geboqnb.cloudfront.net/flags/SLO.png,4921,Final,1,3T4z 7 8,,,,4290.0,,True,2.0,True,2.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,1124,,1,Kruder Jernej,180,Jernej,KRUDER,SLO,15.0,https://d1n1qj9geboqnb.cloudfront.net/flags/SLO.png,4921,Final,1,3T4z 7 8,,,,4291.0,,True,3.0,True,3.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,1124,,1,Kruder Jernej,180,Jernej,KRUDER,SLO,15.0,https://d1n1qj9geboqnb.cloudfront.net/flags/SLO.png,4921,Final,1,3T4z 7 8,,,,4292.0,,False,0.0,True,2.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,2276,,2,Narasaki Tomoa,175,Tomoa,NARASAKI,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4919,Qualification,4,3T4z 5 4,,,,4280.0,,True,1.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,2276,,2,Narasaki Tomoa,175,Tomoa,NARASAKI,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4919,Qualification,4,3T4z 5 4,,,,4281.0,,True,2.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,2276,,2,Narasaki Tomoa,175,Tomoa,NARASAKI,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4919,Qualification,4,3T4z 5 4,,,,4282.0,,True,2.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,2276,,2,Narasaki Tomoa,175,Tomoa,NARASAKI,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4919,Qualification,4,3T4z 5 4,,,,4283.0,,False,0.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,2276,,2,Narasaki Tomoa,175,Tomoa,NARASAKI,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4919,Qualification,4,3T4z 5 4,,,,4284.0,,False,0.0,False,0.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,2276,,2,Narasaki Tomoa,175,Tomoa,NARASAKI,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4920,Semi-Final,2,3T3z 7 7,,,,4285.0,,True,5.0,True,5.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,2276,,2,Narasaki Tomoa,175,Tomoa,NARASAKI,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4920,Semi-Final,2,3T3z 7 7,,,,4286.0,,False,0.0,False,0.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,2276,,2,Narasaki Tomoa,175,Tomoa,NARASAKI,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4920,Semi-Final,2,3T3z 7 7,,,,4287.0,,True,1.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,2276,,2,Narasaki Tomoa,175,Tomoa,NARASAKI,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4920,Semi-Final,2,3T3z 7 7,,,,4288.0,,True,1.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,2276,,2,Narasaki Tomoa,175,Tomoa,NARASAKI,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4921,Final,2,2T4z 3 7,,,,4289.0,,False,0.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,2276,,2,Narasaki Tomoa,175,Tomoa,NARASAKI,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4921,Final,2,2T4z 3 7,,,,4290.0,,True,1.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,2276,,2,Narasaki Tomoa,175,Tomoa,NARASAKI,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4921,Final,2,2T4z 3 7,,,,4291.0,,True,2.0,True,2.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,2276,,2,Narasaki Tomoa,175,Tomoa,NARASAKI,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4921,Final,2,2T4z 3 7,,,,4292.0,,False,0.0,True,3.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,79,,3,Rubtsov  Aleksei,176,Aleksey,RUBTSOV,RUS,7.0,https://d1n1qj9geboqnb.cloudfront.net/flags/RUS.png,4919,Qualification,2,4T4z 10 9,,,,4280.0,,True,1.0,True,1.0,,,,,False,False,,,
/api/v1/events/1047/result/3,1047,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018 ,BOULDER Men,finished,2025-10-02 07:18:30 UTC,2026-04-22 09:30:45 UTC,,79,,3,Rubtsov  Aleksei,176,Aleksey,RUBTSOV,RUS,7.0,https://d1n1qj9geboqnb.cloudfront.net/flags/RUS.png,4919,Qualification,2,4T4z 10 9,,,,4281.0,,True,1.0,True,1.0,,,,,False,False,,,
