source_event_url,event_id,source_url_layer,event_name,dcat_name,dcat_status,dcat_status_as_of,dcat_ranking_as_of,cutoff_rank,athlete_id,squad_id,athlete_rank,athlete_name,bib_number,firstname,lastname,country,organisation_id,flag_url,category_round_id,round_name,round_rank,round_score,stage_name,stage_score,stage_rank,route_id,route_name,top,top_tries,zone,zone_tries,low_zone,low_zone_tries,points,score,plus,restarted,time_ms,ascent_status,ascent_modified
/api/v1/events/608/result/2,608,full_results_url,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,SPEED Men,finished,2025-10-02 07:18:18 UTC,2026-04-22 11:01:46 UTC,,56,,1,Vaitsekhovskii Evgenii,,Evgenii,VAITSEKHOVSKII,RUS,,https://d1n1qj9geboqnb.cloudfront.net/flags/RUS.png,1357,Qualification,1,7.490,,,,,,,,,,,,,,,,,,
/api/v1/events/608/result/2,608,full_results_url,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,SPEED Men,finished,2025-10-02 07:18:18 UTC,2026-04-22 11:01:46 UTC,,56,,1,Vaitsekhovskii Evgenii,,Evgenii,VAITSEKHOVSKII,RUS,,https://d1n1qj9geboqnb.cloudfront.net/flags/RUS.png,1358,Final,1,6.93,1/8,7.48,0.0,1953.0,A,,,,,,,,,,,7480.0,,2021-05-07 15:29:48 +00:00
/api/v1/events/608/result/2,608,full_results_url,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,SPEED Men,finished,2025-10-02 07:18:18 UTC,2026-04-22 11:01:46 UTC,,56,,1,Vaitsekhovskii Evgenii,,Evgenii,VAITSEKHOVSKII,RUS,,https://d1n1qj9geboqnb.cloudfront.net/flags/RUS.png,1358,Final,1,6.93,1/4,7.63,1.0,1953.0,A,,,,,,,,,,,7630.0,,2021-05-07 15:29:48 +00:00
/api/v1/events/608/result/2,608,full_results_url,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,SPEED Men,finished,2025-10-02 07:18:18 UTC,2026-04-22 11:01:46 UTC,,56,,1,Vaitsekhovskii Evgenii,,Evgenii,VAITSEKHOVSKII,RUS,,https://d1n1qj9geboqnb.cloudfront.net/flags/RUS.png,1358,Final,1,6.93,1/2,7.02,2.0,1953.0,A,,,,,,,,,,,7020.0,,2021-05-07 15:29:48 +00:00
/api/v1/events/608/result/2,608,full_results_url,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,SPEED Men,finished,2025-10-02 07:18:18 UTC,2026-04-22 11:01:46 UTC,,56,,1,Vaitsekhovskii Evgenii,,Evgenii,VAITSEKHOVSKII,RUS,,https://d1n1qj9geboqnb.cloudfront.net/flags/RUS.png,1358,Final,1,6.93,Final,6.93,4.0,1953.0,A,,,,,,,,,,,6930.0,,2021-05-07 15:29:48 +00:00
/api/v1/events/608/result/2,608,full_results_url,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,SPEED Men,finished,2025-10-02 07:18:18 UTC,2026-04-22 11:01:46 UTC,,74,,2,Kokorin Stanislav,,Stanislav,KOKORIN,RUS,,https://d1n1qj9geboqnb.cloudfront.net/flags/RUS.png,1357,Qualification,7,8.060,,,,,,,,,,,,,,,,,,
/api/v1/events/608/result/2,608,full_results_url,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,SPEED Men,finished,2025-10-02 07:18:18 UTC,2026-04-22 11:01:46 UTC,,74,,2,Kokorin Stanislav,,Stanislav,KOKORIN,RUS,,https://d1n1qj9geboqnb.cloudfront.net/flags/RUS.png,1358,Final,2,7.20,1/8,7.45,0.0,1953.0,A,,,,,,,,,,,7450.0,,2021-05-07 15:29:48 +00:00
/api/v1/events/608/result/2,608,full_results_url,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,SPEED Men,finished,2025-10-02 07:18:18 UTC,2026-04-22 11:01:46 UTC,,74,,2,Kokorin Stanislav,,Stanislav,KOKORIN,RUS,,https://d1n1qj9geboqnb.cloudfront.net/flags/RUS.png,1358,Final,2,7.20,1/4,7.33,1.0,1954.0,B,,,,,,,,,,,7330.0,,2021-05-07 15:29:48 +00:00
/api/v1/events/608/result/2,608,full_results_url,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,SPEED Men,finished,2025-10-02 07:18:18 UTC,2026-04-22 11:01:46 UTC,,74,,2,Kokorin Stanislav,,Stanislav,KOKORIN,RUS,,https://d1n1qj9geboqnb.cloudfront.net/flags/RUS.png,1358,Final,2,7.20,1/2,7.06,2.0,1953.0,A,,,,,,,,,,,7060.0,,2021-05-07 15:29:48 +00:00
/api/v1/events/608/result/2,608,full_results_url,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,SPEED Men,finished,2025-10-02 07:18:18 UTC,2026-04-22 11:01:46 UTC,,74,,2,Kokorin Stanislav,,Stanislav,KOKORIN,RUS,,https://d1n1qj9geboqnb.cloudfront.net/flags/RUS.png,1358,Final,2,7.20,Final,7.20,4.0,1954.0,B,,,,,,,,,,,7200.0,,2021-05-07 15:29:48 +00:00
