source_event_url,event_id,source_url_layer,event_name,dcat_name,dcat_status,dcat_status_as_of,dcat_ranking_as_of,cutoff_rank,category_round_id,round_kind,round_name,round_category,round_status,round_status_as_of,round_result_url,format_identifier,format,league_round_id,stage_id,stage_name,stage_kind,stage_status,stage_status_as_of,stage_results_url,route_id,route_name,route_startlist_url,route_results_url
/api/v1/events/1491/result/490,1491,full_results_url,World Climbing Oceania Championship Mount Maunganui 2026,SPEED Men,finished,2026-02-14 00:46:45 UTC,2026-04-22 08:17:58 UTC,,10468,speed,Qualification,Men,finished,2026-02-13 23:04:03 UTC,/api/v1/category_rounds/10468/results,speed_qualification_ifsc_2026,IFSC 2026: Qualification,46,,,,,,,18663,A,/api/v1/routes/18663/startlist,
/api/v1/events/1491/result/490,1491,full_results_url,World Climbing Oceania Championship Mount Maunganui 2026,SPEED Men,finished,2026-02-14 00:46:45 UTC,2026-04-22 08:17:58 UTC,,10468,speed,Qualification,Men,finished,2026-02-13 23:04:03 UTC,/api/v1/category_rounds/10468/results,speed_qualification_ifsc_2026,IFSC 2026: Qualification,46,,,,,,,18664,B,/api/v1/routes/18664/startlist,
/api/v1/events/1491/result/490,1491,full_results_url,World Climbing Oceania Championship Mount Maunganui 2026,SPEED Men,finished,2026-02-14 00:46:45 UTC,2026-04-22 08:17:58 UTC,,10470,speed,Final,Men,finished,2026-02-14 00:38:12 UTC,/api/v1/category_rounds/10470/results,speed_elimination_ifsc_2026,IFSC 2026+: Elimination,48,,,,,,,18667,A,/api/v1/routes/18667/startlist,
/api/v1/events/1491/result/490,1491,full_results_url,World Climbing Oceania Championship Mount Maunganui 2026,SPEED Men,finished,2026-02-14 00:46:45 UTC,2026-04-22 08:17:58 UTC,,10470,speed,Final,Men,finished,2026-02-14 00:38:12 UTC,/api/v1/category_rounds/10470/results,speed_elimination_ifsc_2026,IFSC 2026+: Elimination,48,,,,,,,18668,B,/api/v1/routes/18668/startlist,
/api/v1/events/1491/result/510,1491,full_results_url,World Climbing Oceania Championship Mount Maunganui 2026,SPEED Women,finished,2026-02-14 00:46:19 UTC,2026-04-22 08:18:01 UTC,,10469,speed,Qualification,Women,finished,2026-02-13 22:38:59 UTC,/api/v1/category_rounds/10469/results,speed_qualification_ifsc_2026,IFSC 2026: Qualification,46,,,,,,,18665,A,/api/v1/routes/18665/startlist,
/api/v1/events/1491/result/510,1491,full_results_url,World Climbing Oceania Championship Mount Maunganui 2026,SPEED Women,finished,2026-02-14 00:46:19 UTC,2026-04-22 08:18:01 UTC,,10469,speed,Qualification,Women,finished,2026-02-13 22:38:59 UTC,/api/v1/category_rounds/10469/results,speed_qualification_ifsc_2026,IFSC 2026: Qualification,46,,,,,,,18666,B,/api/v1/routes/18666/startlist,
/api/v1/events/1491/result/510,1491,full_results_url,World Climbing Oceania Championship Mount Maunganui 2026,SPEED Women,finished,2026-02-14 00:46:19 UTC,2026-04-22 08:18:01 UTC,,10471,speed,Final,Women,finished,2026-02-14 00:36:41 UTC,/api/v1/category_rounds/10471/results,speed_elimination_ifsc_2026,IFSC 2026+: Elimination,48,,,,,,,18669,A,/api/v1/routes/18669/startlist,
/api/v1/events/1491/result/510,1491,full_results_url,World Climbing Oceania Championship Mount Maunganui 2026,SPEED Women,finished,2026-02-14 00:46:19 UTC,2026-04-22 08:18:01 UTC,,10471,speed,Final,Women,finished,2026-02-14 00:36:41 UTC,/api/v1/category_rounds/10471/results,speed_elimination_ifsc_2026,IFSC 2026+: Elimination,48,,,,,,,18670,B,/api/v1/routes/18670/startlist,
/api/v1/events/1523/result/491,1523,full_results_url,World Climbing Oceania Series New South Wales 2026,BOULDER Men,finished,2026-03-01 09:55:00 UTC,2026-04-22 08:18:04 UTC,,10640,boulder,Qualification,Men,finished,2026-02-28 05:45:04 UTC,/api/v1/category_rounds/10640/results,boulder_one_group_ifsc_2025,IFSC: 1 group 2025 (points),46,,,,,,,18613,1,/api/v1/routes/18613/startlist,
/api/v1/events/1523/result/491,1523,full_results_url,World Climbing Oceania Series New South Wales 2026,BOULDER Men,finished,2026-03-01 09:55:00 UTC,2026-04-22 08:18:04 UTC,,10640,boulder,Qualification,Men,finished,2026-02-28 05:45:04 UTC,/api/v1/category_rounds/10640/results,boulder_one_group_ifsc_2025,IFSC: 1 group 2025 (points),46,,,,,,,18614,2,/api/v1/routes/18614/startlist,
