source_event_url,event_id,source_url_layer,event_name,dcat_name,dcat_status,dcat_status_as_of,dcat_ranking_as_of,cutoff_rank,category_round_id,round_kind,round_name,round_category,round_status,round_status_as_of,round_result_url,format_identifier,format,league_round_id,stage_id,stage_name,stage_kind,stage_status,stage_status_as_of,stage_results_url,route_id,route_name,route_startlist_url,route_results_url
/api/v1/events/1314/result/395,1314,full_results_url,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,BOULDER Men,registration_pending,2025-10-02 07:18:38 UTC,NA,,7799,boulder,Qualification,Men,pending,2022-09-27 07:35:19 UTC,/api/v1/category_rounds/7799/results,boulder_one_group_one_boulder_set,IFSC: 1 group,37,,,,,,,8970,1,/api/v1/routes/8970/startlist,
/api/v1/events/1314/result/395,1314,full_results_url,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,BOULDER Men,registration_pending,2025-10-02 07:18:38 UTC,NA,,7799,boulder,Qualification,Men,pending,2022-09-27 07:35:19 UTC,/api/v1/category_rounds/7799/results,boulder_one_group_one_boulder_set,IFSC: 1 group,37,,,,,,,8971,2,/api/v1/routes/8971/startlist,
/api/v1/events/1314/result/395,1314,full_results_url,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,BOULDER Men,registration_pending,2025-10-02 07:18:38 UTC,NA,,7799,boulder,Qualification,Men,pending,2022-09-27 07:35:19 UTC,/api/v1/category_rounds/7799/results,boulder_one_group_one_boulder_set,IFSC: 1 group,37,,,,,,,8972,3,/api/v1/routes/8972/startlist,
/api/v1/events/1314/result/395,1314,full_results_url,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,BOULDER Men,registration_pending,2025-10-02 07:18:38 UTC,NA,,7799,boulder,Qualification,Men,pending,2022-09-27 07:35:19 UTC,/api/v1/category_rounds/7799/results,boulder_one_group_one_boulder_set,IFSC: 1 group,37,,,,,,,8973,4,/api/v1/routes/8973/startlist,
/api/v1/events/1314/result/395,1314,full_results_url,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,BOULDER Men,registration_pending,2025-10-02 07:18:38 UTC,NA,,7799,boulder,Qualification,Men,pending,2022-09-27 07:35:19 UTC,/api/v1/category_rounds/7799/results,boulder_one_group_one_boulder_set,IFSC: 1 group,37,,,,,,,8974,5,/api/v1/routes/8974/startlist,
/api/v1/events/1314/result/399,1314,full_results_url,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,BOULDER Juniors Male,registration_pending,2025-10-02 07:18:38 UTC,NA,,7800,boulder,Qualification,Juniors Male,pending,2022-09-27 07:35:19 UTC,/api/v1/category_rounds/7800/results,boulder_one_group_one_boulder_set,IFSC: 1 group,37,,,,,,,8975,1,/api/v1/routes/8975/startlist,
/api/v1/events/1314/result/399,1314,full_results_url,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,BOULDER Juniors Male,registration_pending,2025-10-02 07:18:38 UTC,NA,,7800,boulder,Qualification,Juniors Male,pending,2022-09-27 07:35:19 UTC,/api/v1/category_rounds/7800/results,boulder_one_group_one_boulder_set,IFSC: 1 group,37,,,,,,,8976,2,/api/v1/routes/8976/startlist,
/api/v1/events/1314/result/399,1314,full_results_url,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,BOULDER Juniors Male,registration_pending,2025-10-02 07:18:38 UTC,NA,,7800,boulder,Qualification,Juniors Male,pending,2022-09-27 07:35:19 UTC,/api/v1/category_rounds/7800/results,boulder_one_group_one_boulder_set,IFSC: 1 group,37,,,,,,,8977,3,/api/v1/routes/8977/startlist,
/api/v1/events/1314/result/399,1314,full_results_url,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,BOULDER Juniors Male,registration_pending,2025-10-02 07:18:38 UTC,NA,,7800,boulder,Qualification,Juniors Male,pending,2022-09-27 07:35:19 UTC,/api/v1/category_rounds/7800/results,boulder_one_group_one_boulder_set,IFSC: 1 group,37,,,,,,,8978,4,/api/v1/routes/8978/startlist,
/api/v1/events/1314/result/399,1314,full_results_url,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,BOULDER Juniors Male,registration_pending,2025-10-02 07:18:38 UTC,NA,,7800,boulder,Qualification,Juniors Male,pending,2022-09-27 07:35:19 UTC,/api/v1/category_rounds/7800/results,boulder_one_group_one_boulder_set,IFSC: 1 group,37,,,,,,,8979,5,/api/v1/routes/8979/startlist,
/api/v1/events/1314/result/403,1314,full_results_url,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,BOULDER Youth A Male,registration_pending,2025-10-02 07:18:38 UTC,NA,,7801,boulder,Qualification,Youth A Male,pending,2022-09-27 07:35:19 UTC,/api/v1/category_rounds/7801/results,boulder_one_group_one_boulder_set,IFSC: 1 group,37,,,,,,,8980,1,/api/v1/routes/8980/startlist,
/api/v1/events/1314/result/403,1314,full_results_url,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,BOULDER Youth A Male,registration_pending,2025-10-02 07:18:38 UTC,NA,,7801,boulder,Qualification,Youth A Male,pending,2022-09-27 07:35:19 UTC,/api/v1/category_rounds/7801/results,boulder_one_group_one_boulder_set,IFSC: 1 group,37,,,,,,,8981,2,/api/v1/routes/8981/startlist,
/api/v1/events/1314/result/403,1314,full_results_url,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,BOULDER Youth A Male,registration_pending,2025-10-02 07:18:38 UTC,NA,,7801,boulder,Qualification,Youth A Male,pending,2022-09-27 07:35:19 UTC,/api/v1/category_rounds/7801/results,boulder_one_group_one_boulder_set,IFSC: 1 group,37,,,,,,,8982,3,/api/v1/routes/8982/startlist,
/api/v1/events/1314/result/403,1314,full_results_url,International Climbing Series - Studio Bloc Master - Pfungstadt (GER) 2023,BOULDER Youth A Male,registration_pending,2025-10-02 07:18:38 UTC,NA,,7801,boulder,Qualification,Youth A Male,pending,2022-09-27 07:35:19 UTC,/api/v1/category_rounds/7801/results,boulder_one_group_one_boulder_set,IFSC: 1 group,37,,,,,,,8983,4,/api/v1/routes/8983/startlist,
