source_event_url,event_id,source_url_layer,event_name,dcat_name,dcat_status,dcat_status_as_of,dcat_ranking_as_of,cutoff_rank,category_round_id,round_kind,round_name,round_category,round_status,round_status_as_of,round_result_url,format_identifier,format,league_round_id,stage_id,stage_name,stage_kind,stage_status,stage_status_as_of,stage_results_url,route_id,route_name,route_startlist_url,route_results_url
/api/v1/events/1112/result/3,1112,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,BOULDER Men,finished,2025-10-02 07:18:32 UTC,2026-04-22 09:16:29 UTC,,5454,boulder,Qualification,Men,finished,2021-04-09 08:52:34 UTC,/api/v1/category_rounds/5454/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,1,,,,,,,4488,1,/api/v1/routes/4488/startlist,
/api/v1/events/1112/result/3,1112,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,BOULDER Men,finished,2025-10-02 07:18:32 UTC,2026-04-22 09:16:29 UTC,,5454,boulder,Qualification,Men,finished,2021-04-09 08:52:34 UTC,/api/v1/category_rounds/5454/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,1,,,,,,,4489,2,/api/v1/routes/4489/startlist,
/api/v1/events/1112/result/3,1112,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,BOULDER Men,finished,2025-10-02 07:18:32 UTC,2026-04-22 09:16:29 UTC,,5454,boulder,Qualification,Men,finished,2021-04-09 08:52:34 UTC,/api/v1/category_rounds/5454/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,1,,,,,,,4490,3,/api/v1/routes/4490/startlist,
/api/v1/events/1112/result/3,1112,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,BOULDER Men,finished,2025-10-02 07:18:32 UTC,2026-04-22 09:16:29 UTC,,5454,boulder,Qualification,Men,finished,2021-04-09 08:52:34 UTC,/api/v1/category_rounds/5454/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,1,,,,,,,4491,4,/api/v1/routes/4491/startlist,
/api/v1/events/1112/result/3,1112,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,BOULDER Men,finished,2025-10-02 07:18:32 UTC,2026-04-22 09:16:29 UTC,,5454,boulder,Qualification,Men,finished,2021-04-09 08:52:34 UTC,/api/v1/category_rounds/5454/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,1,,,,,,,4492,5,/api/v1/routes/4492/startlist,
/api/v1/events/1112/result/3,1112,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,BOULDER Men,finished,2025-10-02 07:18:32 UTC,2026-04-22 09:16:29 UTC,,5455,boulder,Semi-Final,Men,finished,2021-04-09 08:53:00 UTC,/api/v1/category_rounds/5455/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,2,,,,,,,4493,1,/api/v1/routes/4493/startlist,
/api/v1/events/1112/result/3,1112,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,BOULDER Men,finished,2025-10-02 07:18:32 UTC,2026-04-22 09:16:29 UTC,,5455,boulder,Semi-Final,Men,finished,2021-04-09 08:53:00 UTC,/api/v1/category_rounds/5455/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,2,,,,,,,4494,2,/api/v1/routes/4494/startlist,
/api/v1/events/1112/result/3,1112,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,BOULDER Men,finished,2025-10-02 07:18:32 UTC,2026-04-22 09:16:29 UTC,,5455,boulder,Semi-Final,Men,finished,2021-04-09 08:53:00 UTC,/api/v1/category_rounds/5455/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,2,,,,,,,4495,3,/api/v1/routes/4495/startlist,
/api/v1/events/1112/result/3,1112,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,BOULDER Men,finished,2025-10-02 07:18:32 UTC,2026-04-22 09:16:29 UTC,,5455,boulder,Semi-Final,Men,finished,2021-04-09 08:53:00 UTC,/api/v1/category_rounds/5455/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,2,,,,,,,4496,4,/api/v1/routes/4496/startlist,
/api/v1/events/1112/result/3,1112,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,BOULDER Men,finished,2025-10-02 07:18:32 UTC,2026-04-22 09:16:29 UTC,,5456,boulder,Final,Men,finished,2021-04-09 08:53:05 UTC,/api/v1/category_rounds/5456/results,boulder_legacy,Translation missing: en.round_types.boulder_legacy,3,,,,,,,4497,1,/api/v1/routes/4497/startlist,
