source_event_url,event_id,source_url_layer,event_name,dcat_name,dcat_status,dcat_status_as_of,dcat_ranking_as_of,cutoff_rank,athlete_id,squad_id,athlete_rank,athlete_name,bib_number,firstname,lastname,country,organisation_id,flag_url,category_round_id,round_name,round_rank,round_score,stage_name,stage_score,stage_rank,route_id,route_name,top,top_tries,zone,zone_tries,low_zone,low_zone_tries,points,score,plus,restarted,time_ms,ascent_status,ascent_modified
/api/v1/events/985/result/3,985,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,BOULDER Men,finished,2025-10-02 07:18:28 UTC,2026-04-22 09:42:40 UTC,,2272,,1,Fujii Kokoro,1,Kokoro,FUJII,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4258,Qualification,1,5t6 5b6,,,,4098.0,,True,2.0,True,2.0,,,,,False,False,,,
/api/v1/events/985/result/3,985,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,BOULDER Men,finished,2025-10-02 07:18:28 UTC,2026-04-22 09:42:40 UTC,,2272,,1,Fujii Kokoro,1,Kokoro,FUJII,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4258,Qualification,1,5t6 5b6,,,,4099.0,,True,1.0,True,1.0,,,,,False,False,,,
/api/v1/events/985/result/3,985,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,BOULDER Men,finished,2025-10-02 07:18:28 UTC,2026-04-22 09:42:40 UTC,,2272,,1,Fujii Kokoro,1,Kokoro,FUJII,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4258,Qualification,1,5t6 5b6,,,,4100.0,,True,1.0,True,1.0,,,,,False,False,,,
/api/v1/events/985/result/3,985,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,BOULDER Men,finished,2025-10-02 07:18:28 UTC,2026-04-22 09:42:40 UTC,,2272,,1,Fujii Kokoro,1,Kokoro,FUJII,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4258,Qualification,1,5t6 5b6,,,,4101.0,,True,1.0,True,1.0,,,,,False,False,,,
/api/v1/events/985/result/3,985,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,BOULDER Men,finished,2025-10-02 07:18:28 UTC,2026-04-22 09:42:40 UTC,,2272,,1,Fujii Kokoro,1,Kokoro,FUJII,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4258,Qualification,1,5t6 5b6,,,,4102.0,,True,1.0,True,1.0,,,,,False,False,,,
/api/v1/events/985/result/3,985,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,BOULDER Men,finished,2025-10-02 07:18:28 UTC,2026-04-22 09:42:40 UTC,,2272,,1,Fujii Kokoro,1,Kokoro,FUJII,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4259,Semi-Final,5,2t5 4b9,,,,4103.0,,False,0.0,True,2.0,,,,,False,False,,,
/api/v1/events/985/result/3,985,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,BOULDER Men,finished,2025-10-02 07:18:28 UTC,2026-04-22 09:42:40 UTC,,2272,,1,Fujii Kokoro,1,Kokoro,FUJII,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4259,Semi-Final,5,2t5 4b9,,,,4104.0,,True,2.0,True,1.0,,,,,False,False,,,
/api/v1/events/985/result/3,985,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,BOULDER Men,finished,2025-10-02 07:18:28 UTC,2026-04-22 09:42:40 UTC,,2272,,1,Fujii Kokoro,1,Kokoro,FUJII,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4259,Semi-Final,5,2t5 4b9,,,,4105.0,,False,0.0,True,5.0,,,,,False,False,,,
/api/v1/events/985/result/3,985,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,BOULDER Men,finished,2025-10-02 07:18:28 UTC,2026-04-22 09:42:40 UTC,,2272,,1,Fujii Kokoro,1,Kokoro,FUJII,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4259,Semi-Final,5,2t5 4b9,,,,4106.0,,True,3.0,True,1.0,,,,,False,False,,,
/api/v1/events/985/result/3,985,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,BOULDER Men,finished,2025-10-02 07:18:28 UTC,2026-04-22 09:42:40 UTC,,2272,,1,Fujii Kokoro,1,Kokoro,FUJII,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4260,Final,1,1t1 3b6,,,,4107.0,,False,0.0,True,3.0,,,,,False,False,,,
/api/v1/events/985/result/3,985,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,BOULDER Men,finished,2025-10-02 07:18:28 UTC,2026-04-22 09:42:40 UTC,,2272,,1,Fujii Kokoro,1,Kokoro,FUJII,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4260,Final,1,1t1 3b6,,,,4108.0,,False,0.0,False,0.0,,,,,False,False,,,
/api/v1/events/985/result/3,985,full_results_url,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017 ,BOULDER Men,finished,2025-10-02 07:18:28 UTC,2026-04-22 09:42:40 UTC,,2272,,1,Fujii Kokoro,1,Kokoro,FUJII,JPN,25.0,https://d1n1qj9geboqnb.cloudfront.net/flags/JPN.png,4260,Final,1,1t1 3b6,,,,4109.0,,True,1.0,True,1.0,,,,,False,False,,,
