year,event_id,event,cup_id,cup_name,location,country,local_start_date,local_end_date,event_url
2006,436,UIAA Climbing Worldcup (L+S) - Singapore (SIN) 2006,35,UIAA Climbing Worldcup 2006,Singapore (L+S),,2006-08-05,2006-08-06,https://ifsc.results.info//api/v1/events/436
2006,437,UIAA Climbing Worldcup (L+S) - Kuala Lumpur (MAS) 2006,35,UIAA Climbing Worldcup 2006,Kuala Lumpur (L+S),,2006-08-12,2006-08-13,https://ifsc.results.info//api/v1/events/437
2006,463,Int. Event - Aggtelek Cup  (HUN ) 2006,,,Aggtelek,,2006-08-18,2006-08-20,https://ifsc.results.info//api/v1/events/463
2006,443,UIAA World Youth Championship - Imst (AUT) 2006,,,Imst,,2006-08-24,2006-08-27,https://ifsc.results.info//api/v1/events/443
2006,464,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2006,,,Arco,,2006-09-02,2006-09-03,https://ifsc.results.info//api/v1/events/464
2006,438,UIAA Climbing Worldcup (L) - Marbella (ESP) 2006,35,UIAA Climbing Worldcup 2006,Marbella (L),,2006-09-16,2006-09-17,https://ifsc.results.info//api/v1/events/438
2006,465,International Event (B) - La Colmiane (FRA) 2006,,,La Colmiane,,2006-09-16,2006-09-17,https://ifsc.results.info//api/v1/events/465
2006,439,UIAA Climbing Worldcup (L+S) - Shanghai (CHN) 2006,35,UIAA Climbing Worldcup 2006,Shanghai (L+S),,2006-10-02,2006-10-03,https://ifsc.results.info//api/v1/events/439
2006,448,European Youth Cup - Velika Tarnovo (BUL) 2006,36,European Youth Cup 2006,EYC Velika Tarnovo,,2006-10-07,2006-10-08,https://ifsc.results.info//api/v1/events/448
2006,466,International Event (L) - Dima-Bilbao (ESP) 2006,,,Dima-Bilbao,,2006-10-11,2006-10-14,https://ifsc.results.info//api/v1/events/466
2006,444, UIAA Asian Championships - Kaoshiung (TPE) 2006,,,Kaoshiung,,2006-10-26,2006-10-29,https://ifsc.results.info//api/v1/events/444
2006,449,European Youth Cup - Annecy (FRA) 2006,36,European Youth Cup 2006,EYC Annecy,,2006-10-28,2006-10-29,https://ifsc.results.info//api/v1/events/449
2006,467,Int. Youth Event - 2. BELGRADE OPEN TROFEY,,,Belgrad,,2006-10-28,2006-10-29,https://ifsc.results.info//api/v1/events/467
2006,440,UIAA Climbing Worldcup (B+S) - Moscow (RUS) 2006,35,UIAA Climbing Worldcup 2006,Moscow (B+S),,2006-11-02,2006-11-04,https://ifsc.results.info//api/v1/events/440
2006,441,UIAA Climbing Worldcup (L) - Penne (ITA) 2006,35,UIAA Climbing Worldcup 2006,Penne (L),,2006-11-11,2006-11-12,https://ifsc.results.info//api/v1/events/441
2006,442,UIAA Worldcup (L) - Kranj (SLO) 2006,35,UIAA Climbing Worldcup 2006,Kranj (L),,2006-11-18,2006-11-19,https://ifsc.results.info//api/v1/events/442
2006,452, North American Championships (L+S) - Denver Colorado (USA) 2006,,,American Champ.,,2006-11-24,2006-11-25,https://ifsc.results.info//api/v1/events/452
2006,450,European Youth Cup - Kranj (SLO) 2006,36,European Youth Cup 2006,EXC Kranj,,2006-11-25,2006-11-26,https://ifsc.results.info//api/v1/events/450
2007,489,IFSC European Boulder Championship  - Birmingham (GBR) 2007,,,Birmingham,,2007-03-16,2007-03-18,https://ifsc.results.info//api/v1/events/489
2007,468,IFSC Climbing Worldcup (B) - Erlangen (GER) 2007,37,IFSC Climbing Worldcup 2007,Erlangen,,2007-03-30,2007-03-31,https://ifsc.results.info//api/v1/events/468
2007,469,IFSC Climbing Worldcup (S) - Tarnow (POL) 2007,37,IFSC Climbing Worldcup 2007,Tarnow,,2007-04-13,2007-04-14,https://ifsc.results.info//api/v1/events/469
2007,497,Youth Event - Marseille (FRA) 2007,,,Marseille,,2007-04-13,2007-04-14,https://ifsc.results.info//api/v1/events/497
2007,470,IFSC Climbing Worldcup (B) - Sofia (BUL) 2007,37,IFSC Climbing Worldcup 2007,Sofia,,2007-04-20,2007-04-22,https://ifsc.results.info//api/v1/events/470
2007,471,IFSC Climbing Worldcup (B) - Hall (AUT) 2007,37,IFSC Climbing Worldcup 2007,Hall,,2007-04-27,2007-04-28,https://ifsc.results.info//api/v1/events/471
2007,472,IFSC Climbing Worldcup (S) - Trento (ITA) 2007,37,IFSC Climbing Worldcup 2007,Trento,,2007-05-01,2007-05-01,https://ifsc.results.info//api/v1/events/472
2007,473,IFSC Climbing Worldcup (B) - La Reunion (FRA) 2007,37,IFSC Climbing Worldcup 2007,La Reunion,,2007-05-04,2007-05-05,https://ifsc.results.info//api/v1/events/473
2007,498,Promotional Event - Melloblocco (ITA) 2007,,,Melloblocco,,2007-05-05,2007-05-06,https://ifsc.results.info//api/v1/events/498
2007,474,IFSC Climbing Worldcup (L) - Imst (AUT) 2007,37,IFSC Climbing Worldcup 2007,Imst,,2007-05-11,2007-05-12,https://ifsc.results.info//api/v1/events/474
2007,490,European Youth Series - Imst (AUT) 2007,38,European Youth Series 2007,EYS Imst,,2007-05-19,2007-05-20,https://ifsc.results.info//api/v1/events/490
2007,499,Youth Color Climbing Festival - Imst (AUT) 2007,,,YCF Imst,,2007-05-25,2007-05-26,https://ifsc.results.info//api/v1/events/499
2007,500, International Event (B) Ukrainian Verticals - Kiev (UKR),,,Kiev,,2007-05-26,2007-05-26,https://ifsc.results.info//api/v1/events/500
2007,475,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2007,37,IFSC Climbing Worldcup 2007,Grindelwald,,2007-06-08,2007-06-09,https://ifsc.results.info//api/v1/events/475
2007,501,Youth Event Rock Junior - Arco (ITA) 2007,,,YCF Arco,,2007-06-08,2007-06-09,https://ifsc.results.info//api/v1/events/501
2007,476,IFSC Climbing Worldcup (L) - Zürich (SUI) 2007,37,IFSC Climbing Worldcup 2007,Zürich,,2007-06-15,2007-06-16,https://ifsc.results.info//api/v1/events/476
2007,477,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2007,37,IFSC Climbing Worldcup 2007,Fiera,,2007-06-22,2007-06-23,https://ifsc.results.info//api/v1/events/477
2007,502,Youth Event - Ravenna (ITA) 2007,,,YCF Ravenna,,2007-06-22,2007-06-24,https://ifsc.results.info//api/v1/events/502
2007,491,European Youth Series - Veliko Tarnovo (BUL) 2007,38,European Youth Series 2007,EYS Velika,,2007-06-30,2007-07-01,https://ifsc.results.info//api/v1/events/491
2007,503,International Event - Swiss Master Outdoor Games - Interlaken (SUI) 2007,,,Interlaken,,2007-06-30,2007-07-01,https://ifsc.results.info//api/v1/events/503
2007,504,Int. Youth Event - Petzen Trophy Kärnten (AUT) 2007,,,Petzen,,2007-07-06,2007-07-08,https://ifsc.results.info//api/v1/events/504
2007,492,European Youth Series - Leipzig (GER) 2007,38,European Youth Series 2007,EYS Leipzig,,2007-07-07,2007-07-08,https://ifsc.results.info//api/v1/events/492
2007,478,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2007,37,IFSC Climbing Worldcup 2007,Chamonix,,2007-07-11,2007-07-13,https://ifsc.results.info//api/v1/events/478
2007,505,Int. Event (L) - Serre Chevalier (FRA) 2007,,,Serre Chevalier,,2007-07-20,2007-07-21,https://ifsc.results.info//api/v1/events/505
2007,479,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2007,37,IFSC Climbing Worldcup 2007,Val Daone,,2007-07-21,2007-07-22,https://ifsc.results.info//api/v1/events/479
2007,493,European Youth Series - Warsaw (POL) 2007,38,European Youth Series 2007,EYS Warsaw,,2007-07-21,2007-07-22,https://ifsc.results.info//api/v1/events/493
2007,506,International Event (B) - L'Argentiere la Bessee (FRA) 2007,,,L'Argentiere,,2007-07-28,2007-07-28,https://ifsc.results.info//api/v1/events/506
2007,480,IFSC Climbing Worldcup (L+S) - Qinghai (CHN) 2007,37,IFSC Climbing Worldcup 2007,Qinghai,,2007-08-11,2007-08-12,https://ifsc.results.info//api/v1/events/480
2007,487,IFSC Climbing World Youth Championship - Ibarra (ECU) 2007,,,Ibarra,,2007-08-23,2007-08-26,https://ifsc.results.info//api/v1/events/487
2007,507,International Event (B) - La Colmiane (FRA) Masters 2007,,,La Colmiane,,2007-08-25,2007-08-26,https://ifsc.results.info//api/v1/events/507
2007,508,Promotional Event - Boulder Cup Novi Sad (SRB) 2007,,,NoviSad,,2007-09-01,2007-09-02,https://ifsc.results.info//api/v1/events/508
2007,509,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2007,,,Arco,,2007-09-08,2007-09-09,https://ifsc.results.info//api/v1/events/509
2007,481,IFSC Climbing World Championship (L + B + S) - Aviles (ESP) 2007,,,Aviles,,2007-09-17,2007-09-23,https://ifsc.results.info//api/v1/events/481
2007,482,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2007,37,IFSC Climbing Worldcup 2007,Puurs,,2007-09-28,2007-09-29,https://ifsc.results.info//api/v1/events/482
2007,510,Int. Youth Event - 3. BELGRADE OPEN TROPHY (SRB) 2007,,,Belgrade,,2007-10-06,2007-10-07,https://ifsc.results.info//api/v1/events/510
2007,483,IFSC Climbing Worldcup (L) - Kazo (JPN) 2007,37,IFSC Climbing Worldcup 2007,Kazo,,2007-10-13,2007-10-14,https://ifsc.results.info//api/v1/events/483
2007,494,European Youth Series - Linz (AUT) 2007,38,European Youth Series 2007,EYS Linz,,2007-10-27,2007-10-28,https://ifsc.results.info//api/v1/events/494
2007,496,Asian Indoor Games - Macau,,,Macau,,2007-10-29,2007-11-03,https://ifsc.results.info//api/v1/events/496
2007,484,IFSC Climbing Worldcup (L) - Valence (FRA) 2007,37,IFSC Climbing Worldcup 2007,Valence,,2007-11-02,2007-11-03,https://ifsc.results.info//api/v1/events/484
2007,511,Promo Event (L+S) Asia Cup - Changsha (CMA),,,Asiacup2007,,2007-11-05,2007-11-06,https://ifsc.results.info//api/v1/events/511
2007,488, IFSC Asian Championships - Guangzhou (CHN) 2007,,,Guangzhou,,2007-11-08,2007-11-11,https://ifsc.results.info//api/v1/events/488
2007,485,IFSC Climbing Worldcup (B) - Brno (CZE) 2007,37,IFSC Climbing Worldcup 2007,Brno,,2007-11-09,2007-11-10,https://ifsc.results.info//api/v1/events/485
2007,486,IFSC Climbing Worldcup (L) - Kranj (SLO) 2007,37,IFSC Climbing Worldcup 2007,Kranj,,2007-11-17,2007-11-18,https://ifsc.results.info//api/v1/events/486
2007,495,European Youth Series - Kranj (SLO) 2007,38,European Youth Series 2007,EYS Kranj,,2007-11-24,2007-11-25,https://ifsc.results.info//api/v1/events/495
2008,540,Regional Event (B) - Kitzbühel (AUT) 2008,,,08_PE_KI,,2008-04-04,2008-04-05,https://ifsc.results.info//api/v1/events/540
2008,512,IFSC Climbing Worldcup (B) - Hall (AUT) 2008,39,IFSC Climbing Worldcup 2008,HALL ,,2008-04-18,2008-04-19,https://ifsc.results.info//api/v1/events/512
2008,541,Int. Youth Event - Open Youth Aix-en-Provence (FRA) 2008,,,08_JS_MA,,2008-04-19,2008-04-20,https://ifsc.results.info//api/v1/events/541
2008,513,IFSC Climbing Worldcup (S) - Trento (ITA) 2008,39,IFSC Climbing Worldcup 2008,TRENTO ,,2008-04-27,2008-04-27,https://ifsc.results.info//api/v1/events/513
2008,542,Promo Event Kia X Games Asia (Speed) Shanghai (CHN) 2008,,,08_PE_SH,,2008-05-01,2008-05-03,https://ifsc.results.info//api/v1/events/542
2008,514,IFSC Climbing Worldcup (B) - Reunion (FRA) 2008,39,IFSC Climbing Worldcup 2008,REUNION ,,2008-05-02,2008-05-03,https://ifsc.results.info//api/v1/events/514
2008,543,Promotional Event Melloblocco (ITA) 2008,,,08_PE_ME,,2008-05-08,2008-05-11,https://ifsc.results.info//api/v1/events/543
2008,544,Youth Color Climbing Festival - Imst (AUT) 2008,,,08_JS_IM,,2008-05-10,2008-05-11,https://ifsc.results.info//api/v1/events/544
2008,532,IFSC European Youth Series (L) - Prague (CZE) 2008,40,European Youth Series 2008,08_JS_PR,,2008-05-17,2008-05-18,https://ifsc.results.info//api/v1/events/532
2008,529, IFSC Asian Championships (B+L+S) - Guangzhou (CHN) 2008,,,08_AC,,2008-05-21,2008-05-25,https://ifsc.results.info//api/v1/events/529
2008,545,Int. Event (L+B) DimaRockmaster - Dima (ESP) 2008,,,08_IE_DI,,2008-05-23,2008-05-24,https://ifsc.results.info//api/v1/events/545
2008,515,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2008,39,IFSC Climbing Worldcup 2008,GRINDELWALD,,2008-05-30,2008-05-31,https://ifsc.results.info//api/v1/events/515
2008,516,IFSC Climbing Worldcup (B) - Vail (USA) 2008,39,IFSC Climbing Worldcup 2008,VAIL ,,2008-06-06,2008-06-07,https://ifsc.results.info//api/v1/events/516
2008,546,Int. Youth Event - Rock Junior (ITA) 2008,,,08_JS_RJ,,2008-06-07,2008-06-08,https://ifsc.results.info//api/v1/events/546
2008,517,IFSC Climbing Worldcup (B) - Fiera di Primiero (ITA) 2008,39,IFSC Climbing Worldcup 2008,FIERA DI PRIMIERO,,2008-06-13,2008-06-14,https://ifsc.results.info//api/v1/events/517
2008,533,IFSC European Youth Series (L+S) - Wuppertal (GER) 2008,40,European Youth Series 2008,08_EY_WU,,2008-06-21,2008-06-22,https://ifsc.results.info//api/v1/events/533
2008,518,IFSC Climbing Worldcup (S + L) - Qinghai (CHN) 2008,39,IFSC Climbing Worldcup 2008,QINGHAI,,2008-06-27,2008-06-28,https://ifsc.results.info//api/v1/events/518
2008,547,Promo Event Ambrosia Boulder Contest Zsombo (HUN) 2008,,,08_PE_ZS,,2008-06-28,2008-06-29,https://ifsc.results.info//api/v1/events/547
2008,519,IFSC Climbing Worldcup (B) - Montauban (FRA) 2008,39,IFSC Climbing Worldcup 2008,MONTAUBAN,,2008-07-04,2008-07-05,https://ifsc.results.info//api/v1/events/519
2008,548,Int. Youth Event - Petzen Trophy Kärnten (AUT) 2008,,,08_JS_KA,,2008-07-04,2008-07-06,https://ifsc.results.info//api/v1/events/548
2008,520,IFSC Climbing Worldcup (S+L) - Chamonix (FRA) 2008,39,IFSC Climbing Worldcup 2008,CHAMONIX,,2008-07-12,2008-07-13,https://ifsc.results.info//api/v1/events/520
2008,521,IFSC Climbing Worldcup (S) - Val Daone (ITA) 2008,39,IFSC Climbing Worldcup 2008,VAL DAONE ,,2008-07-19,2008-07-20,https://ifsc.results.info//api/v1/events/521
2008,549,Int. Event (L) - Serre Chevalier (FRA) 2008,,,08_IE_SE,,2008-07-25,2008-07-26,https://ifsc.results.info//api/v1/events/549
2008,550,Promo Event Tout a Bloc l'Argentière la Bessée (FRA) 2008,,,08_PE_AR,,2008-07-30,2008-08-01,https://ifsc.results.info//api/v1/events/550
2008,551,Promo Event Balkan Climbing Competition,,,,,2008-07-31,2008-08-03,https://ifsc.results.info//api/v1/events/551
2008,552,Promo Event - Asia Youth Cup Bali (Indonesia),,,,,2008-08-20,2008-08-24,https://ifsc.results.info//api/v1/events/552
2008,527,IFSC Climbing World Youth Championship - Sydney (AUS) 2008,,,Sidney,,2008-08-28,2008-08-31,https://ifsc.results.info//api/v1/events/527
2008,553,Promotional Event BAZ Bouldering at Sea Scheveningen Beach (NED),,,08_PE_SB,,2008-08-30,2008-08-31,https://ifsc.results.info//api/v1/events/553
2008,554,Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2008,,,08_IE_AR,,2008-09-06,2008-09-07,https://ifsc.results.info//api/v1/events/554
2008,522,IFSC Climbing Worldcup (L) - Bern (SUI) 2008,39,IFSC Climbing Worldcup 2008,08_WC_BE,,2008-09-12,2008-09-13,https://ifsc.results.info//api/v1/events/522
2008,523,IFSC Climbing Worldcup (L) - Imst (AUT) 2008,39,IFSC Climbing Worldcup 2008,08_WC_IM,,2008-09-19,2008-09-20,https://ifsc.results.info//api/v1/events/523
2008,524,IFSC Climbing Worldcup (L+S) - Puurs (BEL) 2008,39,IFSC Climbing Worldcup 2008,08_WC_PU,,2008-09-26,2008-09-27,https://ifsc.results.info//api/v1/events/524
2008,534,IFSC European Youth Series (L) - Imst (AUT) 2008,40,European Youth Series 2008,08EYC_IM,,2008-09-27,2008-09-28,https://ifsc.results.info//api/v1/events/534
2008,555,Intl. Event - TreX Games Busan 2008 Intl. Sport Climbing Competition,,,,,2008-09-28,2008-10-02,https://ifsc.results.info//api/v1/events/555
2008,539,Oceanian Championship - New Zealand,,,,,2008-10-03,2008-10-05,https://ifsc.results.info//api/v1/events/539
2008,537,Centre and South American Continental Championship Sport Climbing - Senior,,,,,2008-10-08,2008-10-12,https://ifsc.results.info//api/v1/events/537
2008,531,IFSC European Championship - Paris (FRA) 2008,,,Paris,,2008-10-15,2008-10-18,https://ifsc.results.info//api/v1/events/531
2008,556,International Event (S + L) - Shanghai (CHN) 2008,,,08_IE_SH,,2008-10-28,2008-10-29,https://ifsc.results.info//api/v1/events/556
2008,557,IFSC Hydromaster CHINA 2008,,,,,2008-10-28,2008-10-28,https://ifsc.results.info//api/v1/events/557
2008,528,IFSC ParaClimbing Cup 2008 - Moscow (RUS),,,,,2008-10-30,2008-11-02,https://ifsc.results.info//api/v1/events/528
2008,530,Asian Youth Championship (L+S) - Yamaguchi (JPN) 2008 ,,,,,2008-10-31,2008-11-01,https://ifsc.results.info//api/v1/events/530
2008,525,IFSC Climbing Worldcup (S+B) - Moscow (RUS) 2008  ,39,IFSC Climbing Worldcup 2008,08_WC_MS,,2008-10-31,2008-11-02,https://ifsc.results.info//api/v1/events/525
2008,535,IFSC European Youth Series (L) - Annecy (FRA) 2008,40,European Youth Series 2008,08_EY_AN,,2008-11-01,2008-11-02,https://ifsc.results.info//api/v1/events/535
2008,526,IFSC Climbing Worldcup (L) - Kranj (SLO) 2008,39,IFSC Climbing Worldcup 2008,08_WC_KR,,2008-11-15,2008-11-16,https://ifsc.results.info//api/v1/events/526
2008,536,IFSC European Youth Series (L) - Kranj (SLO) 2008,40,European Youth Series 2008,08_EY_KR,,2008-11-22,2008-11-23,https://ifsc.results.info//api/v1/events/536
2008,558,Promo Indonesia Open Xtreme - Bandung ,,,,,2008-11-28,2008-11-29,https://ifsc.results.info//api/v1/events/558
2008,559,Promo Event - Nordic Bouldering Challenge- Lillehammer (NOR) 2008,,,,,2008-11-29,2008-11-29,https://ifsc.results.info//api/v1/events/559
2008,538,North American Championships -  Montreal (CAN) 2008,,,08_NC,,2008-12-04,2008-12-07,https://ifsc.results.info//api/v1/events/538
2009,589,Intl. Event (B) - Boulder Promo - Sheffield (GBR) 2009,,,,,2009-03-07,2009-03-07,https://ifsc.results.info//api/v1/events/589
2009,560,IFSC Climbing Worldcup (B) - Kazo (JPN) 2009,41,IFSC Climbing Worldcup 2009,WC Kazo,,2009-04-11,2009-04-12,https://ifsc.results.info//api/v1/events/560
2009,578,Asia Cup Bouldering,,,,,2009-04-17,2009-04-18,https://ifsc.results.info//api/v1/events/578
2009,561,IFSC Climbing Worldcup (S) - Tarnow (POL) 2009,41,IFSC Climbing Worldcup 2009,WC Tarnow,,2009-04-18,2009-04-19,https://ifsc.results.info//api/v1/events/561
2009,562,IFSC Climbing Worldcup (S) - Trento (ITA) 2009,41,IFSC Climbing Worldcup 2009,WC Trento,,2009-04-25,2009-04-26,https://ifsc.results.info//api/v1/events/562
2009,587,Asian X Games (S) - Shanghai (CHN) 2009,,,,,2009-04-30,2009-05-05,https://ifsc.results.info//api/v1/events/587
2009,563,IFSC Climbing Worldcup (B) - Hall (AUT) 2009,41,IFSC Climbing Worldcup 2009,WC Hall,,2009-05-01,2009-05-02,https://ifsc.results.info//api/v1/events/563
2009,590,Shanghai Rock Master (L + S) - Shanghai (CHN) 2009,,,09_03,,2009-05-02,2009-05-03,https://ifsc.results.info//api/v1/events/590
2009,591,Promotional Event - Melloblocco (ITA),,,,,2009-05-07,2009-05-10,https://ifsc.results.info//api/v1/events/591
2009,592,Intl. Event (B)  - Open Boulder Austria and Germany Cup- Kitzbuhel (AUT) 2009,,,,,2009-05-08,2009-05-09,https://ifsc.results.info//api/v1/events/592
2009,593,"Promo Event - Rock Master Ecuador (L, B, S) - Quito (ECU)",,,,,2009-05-14,2009-05-17,https://ifsc.results.info//api/v1/events/593
2009,581,European Youth Series - Imst (AUT) 2009,42,European Youth Series 2009,EYS Imst,,2009-05-23,2009-05-24,https://ifsc.results.info//api/v1/events/581
2009,564,IFSC Climbing Worldcup (B) - Wien (AUT) 2009,41,IFSC Climbing Worldcup 2009,WC Wien,,2009-05-29,2009-05-30,https://ifsc.results.info//api/v1/events/564
2009,594,Intl. Event - Youth Color Climbing Festival- Imst (AUT) 2009,,,,,2009-05-30,2009-05-31,https://ifsc.results.info//api/v1/events/594
2009,565,IFSC Climbing Worldcup (B) - Vail (USA) 2009,41,IFSC Climbing Worldcup 2009,WC Vail,,2009-06-05,2009-06-06,https://ifsc.results.info//api/v1/events/565
2009,595,Intl. Event - Rockjunior - Arco (ITA) 2009,,,,,2009-06-06,2009-06-07,https://ifsc.results.info//api/v1/events/595
2009,566,IFSC Climbing Worldcup (B) - Eindhoven (NED) 2009,41,IFSC Climbing Worldcup 2009,WC Eindhoven,,2009-06-12,2009-06-13,https://ifsc.results.info//api/v1/events/566
2009,596,Ambrosia Boulder Promo,,,,,2009-06-20,2009-06-21,https://ifsc.results.info//api/v1/events/596
2009,568,IFSC Climbing World Championships  - Qinghai (CHN) 2009,,,Quinghai,,2009-06-30,2009-07-05,https://ifsc.results.info//api/v1/events/568
2009,567,IFSC Climbing World Championships  - Qinghai (CHN) 2009 - 15m Speed,,,Qinghai 15m,,2009-06-30,2009-07-05,https://ifsc.results.info//api/v1/events/567
2009,597,Intl. Youth Event - Petzen Climbing Trophy - Petzen (AUT) 2009,,,,,2009-07-10,2009-07-12,https://ifsc.results.info//api/v1/events/597
2009,569,"IFSC Climbing Worldcup (S, L) - Chamonix (FRA) 2009",41,IFSC Climbing Worldcup 2009,WC Chamonix,,2009-07-12,2009-07-13,https://ifsc.results.info//api/v1/events/569
2009,588,World Games (L+S) - Kaohsiung (TPE) 2009,,,,,2009-07-18,2009-07-19,https://ifsc.results.info//api/v1/events/588
2009,598,Friedrichshafen Speed Promo - Friedrichshafen (GER) - 2009,,,,,2009-07-18,2009-07-19,https://ifsc.results.info//api/v1/events/598
2009,580,Asia Youth Championship - Almaty (KAZ) - 2009,,,,,2009-07-24,2009-07-26,https://ifsc.results.info//api/v1/events/580
2009,599,Intl. Event (L)  - Lead Masters - Serre Chevalier (FRA) 2009,,,,,2009-07-24,2009-07-25,https://ifsc.results.info//api/v1/events/599
2009,600,Promo event - European Youth Speed Cup - Stuttgart (GER) 2009,,,,,2009-07-25,2009-07-25,https://ifsc.results.info//api/v1/events/600
2009,601,Promo Event (B) - Boulder Promo - Argentiere (FRA) 2009,,,,,2009-07-29,2009-07-31,https://ifsc.results.info//api/v1/events/601
2009,577,IFSC Paraclimbing Cup - Val Daone (ITA) - 2009,,,,,2009-08-01,2009-08-02,https://ifsc.results.info//api/v1/events/577
2009,570,IFSC Climbing Worldcup (S)  - Daone (ITA) 2009,41,IFSC Climbing Worldcup 2009,WC Daone,,2009-08-01,2009-08-02,https://ifsc.results.info//api/v1/events/570
2009,571,IFSC Climbing Worldcup (L) - Barcelona (ESP) 2009,41,IFSC Climbing Worldcup 2009,WC Barcelona,,2009-08-08,2009-08-09,https://ifsc.results.info//api/v1/events/571
2009,602,Promo Event - Bronx Rock Invitational - Cologne (GER) 2009,,,,,2009-08-15,2009-08-15,https://ifsc.results.info//api/v1/events/602
2009,572,IFSC Climbing Worldcup (L) - Imst (AUT) 2009,41,IFSC Climbing Worldcup 2009,WC Imst,,2009-08-21,2009-08-22,https://ifsc.results.info//api/v1/events/572
2009,576,IFSC World Youth Championships - Valence (FRA) 2009,,,,,2009-08-27,2009-08-30,https://ifsc.results.info//api/v1/events/576
2009,579,Asia Championship - Chuncheon (KOR) - 2009,,,Asia Championship,,2009-08-28,2009-08-30,https://ifsc.results.info//api/v1/events/579
2009,603,Promo Event - Innsbruck (AUT) - 2009,,,,,2009-08-28,2009-08-29,https://ifsc.results.info//api/v1/events/603
2009,604,Promo Event - BAZ - Scheveningen Beach (NED) - 2009,,,,,2009-08-29,2009-08-30,https://ifsc.results.info//api/v1/events/604
2009,605, Int. Event (L+B+S) ROCKMASTER - Arco (ITA) 2009,,,,,2009-09-05,2009-09-06,https://ifsc.results.info//api/v1/events/605
2009,606,"Intl. Event (L) - Lead Masters - Dur&Go Climbing Master, Durango (ESP) 2009",,,,,2009-09-11,2009-09-12,https://ifsc.results.info//api/v1/events/606
2009,582,IFSC European Youth Series (L+S) - Munich (GER),42,European Youth Series 2009,EYS Munich,,2009-09-12,2009-09-13,https://ifsc.results.info//api/v1/events/582
2009,583,IFSC European Youth Series - Edinburgh (GBR),42,European Youth Series 2009,EYS Edinburgh,,2009-09-19,2009-09-20,https://ifsc.results.info//api/v1/events/583
2009,573,IFSC Climbing Worldcup (L) - Puurs (BEL) 2009,41,IFSC Climbing Worldcup 2009,WC Puurs,,2009-09-25,2009-09-26,https://ifsc.results.info//api/v1/events/573
2009,586,"Oceania Championship - Port Maquarie, NSW (AUS) 2009",,,,,2009-10-03,2009-10-04,https://ifsc.results.info//api/v1/events/586
2009,607,Promo Event - Indonesia Open Xtreme - Makasar (INA) 2009,,,,,2009-10-15,2009-10-16,https://ifsc.results.info//api/v1/events/607
2009,584,IFSC European Youth Series (L+S) - Kaliningrad (RUS),42,European Youth Series 2009,EYS Kaliningrad,,2009-10-16,2009-10-18,https://ifsc.results.info//api/v1/events/584
2009,574,IFSC Climbing Worldcup (L) - Brno (CZE) 2009,41,IFSC Climbing Worldcup 2009,WC Brno,,2009-11-06,2009-11-07,https://ifsc.results.info//api/v1/events/574
2009,575,IFSC Climbing Worldcup (L) - Kranj (SLO) 2009,41,IFSC Climbing Worldcup 2009,WC Kranj,,2009-11-14,2009-11-15,https://ifsc.results.info//api/v1/events/575
2009,585,IFSC European Youth Series - Kranj (SLO) 2009,42,European Youth Series 2009,EYS Kranj,,2009-11-21,2009-11-22,https://ifsc.results.info//api/v1/events/585
2010,644,Promo Event - Bodensee Climbing Trophy - Dornbirn (AUT) 2010,,,PE Dornbirn,,2010-03-13,2010-03-14,https://ifsc.results.info//api/v1/events/644
2010,643,European Promo Event - Boulder - Sheffield (GBR) 2010,,,Sheffield PromoEvent,,2010-03-20,2010-03-20,https://ifsc.results.info//api/v1/events/643
2010,641,International University Bouldering Trophy Avogadro - Pollone (ITA) 2010,,,Pollone,,2010-03-20,2010-03-20,https://ifsc.results.info//api/v1/events/641
2010,640,CISM Winter Military World Games - Courmayeur (ITA) 2010,,,CISM Courmayeur,,2010-03-21,2010-03-22,https://ifsc.results.info//api/v1/events/640
2010,645,Promotional Event - Kitzbuhel (AUT) 2010,,,Kitzbuhel Promo,,2010-04-23,2010-04-24,https://ifsc.results.info//api/v1/events/645
2010,642,Regional European Competition  (L + S) - Volos and Almyros (GRE) 2010,,,REC Greece,,2010-04-23,2010-04-24,https://ifsc.results.info//api/v1/events/642
2010,608,IFSC Climbing Worldcup (S) - Trento (ITA) 2010,43,IFSC Climbing Worldcup 2010,WC Trento,,2010-04-30,2010-05-01,https://ifsc.results.info//api/v1/events/608
2010,647,Promo Event - Melloblocco (ITA) 2010,,,Melloblocco,,2010-05-06,2010-05-09,https://ifsc.results.info//api/v1/events/647
2010,646,Promotional Event - Melloblocco (ITA) 2010,,,Melloblocco Promo,,2010-05-06,2010-05-09,https://ifsc.results.info//api/v1/events/646
2010,609,IFSC Climbing Worldcup (B) - Greifensee (SUI) 2010,43,IFSC Climbing Worldcup 2010,WC Greifensee,,2010-05-14,2010-05-15,https://ifsc.results.info//api/v1/events/609
