year,event_id,event,cup_id,cup_name,location,country,local_start_date,local_end_date,event_url
2012,762,"European Youth Championship (L,S) - Gémozac (FRA) 2012",,,Gemozac,,2012-11-02,2012-11-04,https://ifsc.results.info//api/v1/events/762
2012,751,"Asian Cup (L, S) - Chengdu CHN) 2012",,,Asian_cup_12,,2012-11-03,2012-11-04,https://ifsc.results.info//api/v1/events/751
2012,764,"IFSC Panamerican Championship (L, S, B) - San Juan de los Morros (VEN) 2012",,,,,2012-11-07,2012-11-10,https://ifsc.results.info//api/v1/events/764
2012,746,IFSC Climbing Worldcup (L) - Kranj (SLO) 2012,48,IFSC Climbing Worldcup 2012,Kranj,,2012-11-17,2012-11-18,https://ifsc.results.info//api/v1/events/746
2012,765,"PanAmerican Youth Championship (L,S, B) - Santiago (CHI) 2012",,,PAC YCH Santiago,,2012-11-21,2012-11-25,https://ifsc.results.info//api/v1/events/765
2012,763,European Youth Cup (L) - Kranj (SLO) 2012,49,European Youth Cup 2012,Kranj,,2012-11-24,2012-11-25,https://ifsc.results.info//api/v1/events/763
2012,788,Rheintal Cup - Nikoloklettern Dornbirn (L) 2012,50,Rheintal Cup 2012,RC Dornbirn,,2012-12-08,2012-12-08,https://ifsc.results.info//api/v1/events/788
2013,830,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2013,,,Promo Sheffield,,2013-03-02,2013-03-03,https://ifsc.results.info//api/v1/events/830
2013,789,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2013",51,IFSC Climbing Worldcup 2013,Chongqing,,2013-03-22,2013-03-23,https://ifsc.results.info//api/v1/events/789
2013,828,"2nd CISM World Winter Games ""Annecy-Chamonix 2013""",,,CISM,,2013-03-25,2013-03-29,https://ifsc.results.info//api/v1/events/828
2013,790,IFSC Climbing Worldcup (B) - Millau (FRA) 2013,51,IFSC Climbing Worldcup 2013,Millau,,2013-04-05,2013-04-06,https://ifsc.results.info//api/v1/events/790
2013,791,IFSC Climbing Worldcup (B) - Kitzbühel (AUT) 2013,51,IFSC Climbing Worldcup 2013,Kitzbühel,,2013-04-26,2013-04-27,https://ifsc.results.info//api/v1/events/791
2013,831,Promotional Event - Melloblocco 10th anniversary (ITA) 2013,,,Melloblocco,,2013-04-26,2013-05-05,https://ifsc.results.info//api/v1/events/831
2013,792,IFSC Climbing Worldcup (B) - Log-Dragomer (SLO) 2013,51,IFSC Climbing Worldcup 2013,Log-Dragomer,,2013-05-11,2013-05-12,https://ifsc.results.info//api/v1/events/792
2013,832,Promotional Event - namBa HIPS CUP (L) - Osaka (JPN) 2013,,,JPN_Promo,,2013-05-12,2013-05-12,https://ifsc.results.info//api/v1/events/832
2013,815,"European Cup (L, S) - Ekaterinburg (RUS) 2013",,,EC Ekaterinburg,,2013-05-16,2013-05-19,https://ifsc.results.info//api/v1/events/815
2013,793,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2013,51,IFSC Climbing Worldcup 2013,Innsbruck,,2013-05-17,2013-05-18,https://ifsc.results.info//api/v1/events/793
2013,833,Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2013,,,YCCF_13,,2013-05-18,2013-05-19,https://ifsc.results.info//api/v1/events/833
2013,813,"Asian Continental Championship - Tehran, (IRN) 2013",,,Asian Champ.,,2013-05-22,2013-05-24,https://ifsc.results.info//api/v1/events/813
2013,827,Oceania Continental Championship - Nouméa (New Caledonia) 2013,,,Oceania Championship,,2013-05-25,2013-05-26,https://ifsc.results.info//api/v1/events/827
2013,834,Promotional Event - Adidas Rockstars Korea (B) - Seoul (KOR) 2013,,,Adidas Kor,,2013-05-25,2013-05-26,https://ifsc.results.info//api/v1/events/834
2013,818,European Youth Championship (B) - Grindelwald (SUI) 2013,,,BEuro Grindelwald,,2013-05-25,2013-05-26,https://ifsc.results.info//api/v1/events/818
2013,794,IFSC Climbing Worldcup (B) - Toronto (CAN) 2013,51,IFSC Climbing Worldcup 2013,Toronto,,2013-06-01,2013-06-02,https://ifsc.results.info//api/v1/events/794
2013,795,IFSC Climbing Worldcup (B) - Vail (USA) 2013,51,IFSC Climbing Worldcup 2013,Vail,,2013-06-07,2013-06-08,https://ifsc.results.info//api/v1/events/795
2013,819,"European Youth Cup (L, S) - Edinburgh (GBR) 2013",52,European Youth Cup 2013,Edinburgh,,2013-06-08,2013-06-09,https://ifsc.results.info//api/v1/events/819
2013,835,Kia World Extreme Games - Shanghai (CHN) 2013,,,Kia Extreme Games ,,2013-06-09,2013-06-10,https://ifsc.results.info//api/v1/events/835
2013,836,"Promotional Event - Adidas Rockstars China (B) - Shanghai, Century Plaza (CHN) 2013",,,Adidas Chn,,2013-06-15,2013-06-16,https://ifsc.results.info//api/v1/events/836
2013,796,IFSC Climbing Worldcup (S) - Baku (AZE) 2013,51,IFSC Climbing Worldcup 2013,Baku,,2013-06-22,2013-06-23,https://ifsc.results.info//api/v1/events/796
2013,820,European Youth Cup (B) - Sofia (BUL) 2013,52,European Youth Cup 2013,Sofia,,2013-06-28,2013-06-30,https://ifsc.results.info//api/v1/events/820
2013,821,European Youth Cup (S) - Imst (AUT) 2013,52,European Youth Cup 2013,Imst,,2013-06-29,2013-06-29,https://ifsc.results.info//api/v1/events/821
2013,837,"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2013	",,,Petzen,,2013-07-05,2013-07-07,https://ifsc.results.info//api/v1/events/837
2013,838,European Promo Event (S) - Munich (GER) 2013,,,Munich Promo,,2013-07-07,2013-07-07,https://ifsc.results.info//api/v1/events/838
2013,822,European Youth Cup (S) - Chamonix (FRA) 2013,52,European Youth Cup 2013,Chamonix,,2013-07-09,2013-07-11,https://ifsc.results.info//api/v1/events/822
2013,809,European Paraclimbing Lead Championship - Chamonix (FRA) 2013,,,Cham_Paraclimbing_13,,2013-07-10,2013-07-13,https://ifsc.results.info//api/v1/events/809
2013,816,"European Championship (L,S) - Chamonix (FRA) 2013 ",,,LSEuro Chamonix,,2013-07-10,2013-07-13,https://ifsc.results.info//api/v1/events/816
2013,797,IFSC Climbing Worldcup (L) - Briançon (FRA) 2013,51,IFSC Climbing Worldcup 2013,Briançon,,2013-07-19,2013-07-20,https://ifsc.results.info//api/v1/events/797
2013,839,International Event (S) - Val Daone (ITA) 2013,,,Val Daone,,2013-07-20,2013-07-21,https://ifsc.results.info//api/v1/events/839
2013,823,European Youth Cup (B) - L'Argentière (FRA) 2013,52,European Youth Cup 2013,Argentiere,,2013-07-22,2013-07-23,https://ifsc.results.info//api/v1/events/823
2013,824,"European Youth Championship (L,S) - Imst (AUT) 2013",,,LSEuro Imst,,2013-07-25,2013-07-28,https://ifsc.results.info//api/v1/events/824
2013,840,Promotional Event - Tout à Bloc (B) - L'Argentière la Bessée (FRA) 2013,,,TAB 2013,,2013-07-26,2013-07-27,https://ifsc.results.info//api/v1/events/840
2013,829,The World Games 2013 - Cali (COL) 2013,,,WG_2013,,2013-08-03,2013-08-04,https://ifsc.results.info//api/v1/events/829
2013,798,IFSC Climbing Worldcup (L) - Imst (AUT) 2013,51,IFSC Climbing Worldcup 2013,Imst,,2013-08-09,2013-08-10,https://ifsc.results.info//api/v1/events/798
2013,808,IFSC World Youth Championship - Central Saanich (CAN) - 2013,,,WYCH Saanich,,2013-08-15,2013-08-19,https://ifsc.results.info//api/v1/events/808
2013,799,IFSC Climbing Worldcup (B) - Munich (GER) 2013,51,IFSC Climbing Worldcup 2013,Munich,,2013-08-24,2013-08-25,https://ifsc.results.info//api/v1/events/799
2013,841,Intl. Event - Rock Junior - Arco (ITA) 2013	,,,Arco_RJ_2013,,2013-08-31,2013-09-01,https://ifsc.results.info//api/v1/events/841
2013,817,European Championship (B) - Eindhoven (NED) 2013,,,Eindhoven,,2013-08-31,2013-09-01,https://ifsc.results.info//api/v1/events/817
2013,842,"Intl. Event Open for Rockmaster (L, B) - Arco (ITA) 2013",,,Arco_Open,,2013-09-05,2013-09-06,https://ifsc.results.info//api/v1/events/842
2013,810,Paraclimbing Cup Arco 2013 - Arco (ITA) 2013,,,Arco_Paraclimbing_13,,2013-09-06,2013-09-06,https://ifsc.results.info//api/v1/events/810
2013,825,European Youth Cup (L) - Stavanger (NOR) 2013,52,European Youth Cup 2013,Stavanger,,2013-09-07,2013-09-08,https://ifsc.results.info//api/v1/events/825
2013,800,IFSC Climbing Worldcup (S) - Arco (ITA) 2013,51,IFSC Climbing Worldcup 2013,Arco,,2013-09-07,2013-09-07,https://ifsc.results.info//api/v1/events/800
2013,843,"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2013",,,Arco Rockmaster,,2013-09-07,2013-09-07,https://ifsc.results.info//api/v1/events/843
2013,844,Promotional Event - Adidas Rockstars (B) - Stuttgart (GER) 2013,,,Adidas Rockstars 13,,2013-09-13,2013-09-14,https://ifsc.results.info//api/v1/events/844
2013,845,International under 14 Event - Atomska Mravka - Skopje (MKD) 2013 ,,,Skopje_Under14,,2013-09-14,2013-09-15,https://ifsc.results.info//api/v1/events/845
2013,801,IFSC Climbing Worldcup (L) - Puurs (BEL) 2013,51,IFSC Climbing Worldcup 2013,Puurs,,2013-09-20,2013-09-21,https://ifsc.results.info//api/v1/events/801
2013,811,Paraclimbing Cup London (Lead) 2013 - London (GBR) 2013,,,Lond_Paraclimbing_13,,2013-09-21,2013-09-22,https://ifsc.results.info//api/v1/events/811
2013,802,"IFSC Climbing Worldcup (L,S) - Perm (RUS) 2013",51,IFSC Climbing Worldcup 2013,Perm,,2013-09-27,2013-09-29,https://ifsc.results.info//api/v1/events/802
2013,846,Promotional Event - 24 heures du mur (L) - Oloron Sainte Marie (FRA) 2013,,,Oloron 2013,,2013-10-05,2013-10-06,https://ifsc.results.info//api/v1/events/846
2013,803,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2013",51,IFSC Climbing Worldcup 2013,Mokpo,,2013-10-11,2013-10-12,https://ifsc.results.info//api/v1/events/803
2013,826,European Youth Cup (B) - Laval (FRA) 2013,52,European Youth Cup 2013,Laval,,2013-10-12,2013-10-13,https://ifsc.results.info//api/v1/events/826
2013,812,Paraclimbing Cup Laval (Boulder) 2013 - Laval (FRA) 2013,,,Lava_Paraclimbing_13,,2013-10-12,2013-10-13,https://ifsc.results.info//api/v1/events/812
2013,804,IFSC Climbing Worldcup (S) - Haiyang (CHN) 2013,51,IFSC Climbing Worldcup 2013,Haiyang,,2013-10-15,2013-10-16,https://ifsc.results.info//api/v1/events/804
2013,847,Promotional Event -  (L) - Haiyang (CHN) 2013,,,Haiyang Promo,,2013-10-15,2013-10-16,https://ifsc.results.info//api/v1/events/847
2013,805,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2013",51,IFSC Climbing Worldcup 2013,Wujiang,,2013-10-19,2013-10-20,https://ifsc.results.info//api/v1/events/805
2013,806,IFSC Climbing Worldcup (L) - Valence (FRA) 2013,51,IFSC Climbing Worldcup 2013,Valence,,2013-11-01,2013-11-02,https://ifsc.results.info//api/v1/events/806
2013,807,IFSC Climbing Worldcup (L) - Kranj (SLO) 2013,51,IFSC Climbing Worldcup 2013,Kranj,,2013-11-16,2013-11-17,https://ifsc.results.info//api/v1/events/807
2013,848,"Promotional Event -  (B,L) - Moscow (RUS) 2013",,,MoscowPromo,,2013-12-06,2013-12-09,https://ifsc.results.info//api/v1/events/848
2013,814,Asian Youth Championship - Surabaya (INA) 2013,,,Asian_Youth_Chp_13,,2013-12-11,2013-12-14,https://ifsc.results.info//api/v1/events/814
2014,886,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2014,,,Promo Sheffield,,2014-03-15,2014-03-16,https://ifsc.results.info//api/v1/events/886
2014,849,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014 ",53,IFSC Climbing Worldcup 2014,Chongqing,,2014-04-26,2014-04-27,https://ifsc.results.info//api/v1/events/849
2014,887,Kia World Extreme Games - Shanghai (CHN) 2014,,,Kia Extreme Games ,,2014-04-30,2014-05-01,https://ifsc.results.info//api/v1/events/887
2014,850,"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",53,IFSC Climbing Worldcup 2014,Baku,,2014-05-03,2014-05-04,https://ifsc.results.info//api/v1/events/850
2014,851,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014 ,53,IFSC Climbing Worldcup 2014,Grindelwald,,2014-05-10,2014-05-11,https://ifsc.results.info//api/v1/events/851
2014,852,IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2014 ,53,IFSC Climbing Worldcup 2014,Innsbruck,,2014-05-16,2014-05-17,https://ifsc.results.info//api/v1/events/852
2014,853,IFSC Climbing Worldcup (B) - Toronto (CAN) 2014 ,53,IFSC Climbing Worldcup 2014,Toronto,,2014-05-31,2014-06-01,https://ifsc.results.info//api/v1/events/853
2014,875,European Youth Cup (L) - Imst (AUT) 2014 ,54,European Youth Cup 2014,ImstEYC,,2014-05-31,2014-06-01,https://ifsc.results.info//api/v1/events/875
2014,854,IFSC Climbing Worldcup (B) - Vail (USA) 2014,53,IFSC Climbing Worldcup 2014,Vail,,2014-06-06,2014-06-07,https://ifsc.results.info//api/v1/events/854
2014,888,Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2014,,,YCCF_14,,2014-06-07,2014-06-08,https://ifsc.results.info//api/v1/events/888
2014,876,"European Youth Championship (L,S) - Edinburgh 2014",54,European Youth Cup 2014,LSEuro Edin,,2014-06-14,2014-06-15,https://ifsc.results.info//api/v1/events/876
2014,855,"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014 ",53,IFSC Climbing Worldcup 2014,Haiyang,,2014-06-20,2014-06-22,https://ifsc.results.info//api/v1/events/855
2014,868,Paraclimbing Cup Laval (Boulder) 2014 - Laval (FRA) 2014,,,Lava_Paraclimbing_14,,2014-06-26,2014-06-27,https://ifsc.results.info//api/v1/events/868
2014,856,IFSC Climbing Worldcup (B) - Laval (FRA) 2014,53,IFSC Climbing Worldcup 2014,Laval,,2014-06-27,2014-06-28,https://ifsc.results.info//api/v1/events/856
2014,885,Asian University Climbing Championships - Singapore (SIN) 2014,,,AUCC14,,2014-07-01,2014-07-07,https://ifsc.results.info//api/v1/events/885
2014,869,Paraclimbing Cup Imst (Lead) 2014 - Imst (AUT) 2014,,,Imst_Paraclimbing_14,,2014-07-04,2014-07-05,https://ifsc.results.info//api/v1/events/869
2014,889,"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2014	",,,Petzen,,2014-07-04,2014-07-06,https://ifsc.results.info//api/v1/events/889
2014,877,European Youth Cup (S) - Imst (AUT) 2014 ,54,European Youth Cup 2014,ImstEYC,,2014-07-05,2014-07-05,https://ifsc.results.info//api/v1/events/877
2014,890,European Promo Event (S) - Munich (GER) 2014,,,Munich Promo,,2014-07-06,2014-07-06,https://ifsc.results.info//api/v1/events/890
2014,878,European Youth Cup (S) - Chamonix (FRA) 2014 ,54,European Youth Cup 2014,ChamEYC14,,2014-07-09,2014-07-09,https://ifsc.results.info//api/v1/events/878
2014,857,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2014",53,IFSC Climbing Worldcup 2014,Chamonix,,2014-07-10,2014-07-12,https://ifsc.results.info//api/v1/events/857
2014,858,IFSC Climbing Worldcup (L) - Briançon (FRA) 2014,53,IFSC Climbing Worldcup 2014,Briançon,,2014-07-19,2014-07-20,https://ifsc.results.info//api/v1/events/858
2014,879,European Youth Cup (B) - L'Argentière (FRA) 2014 ,54,European Youth Cup 2014,ArgentiereEYC14,,2014-07-22,2014-07-23,https://ifsc.results.info//api/v1/events/879
2014,891,Promotional Event - Tout à Bloc (B) - L'Argentière la Bessée (FRA) 2014,,,TAB 2014,,2014-07-25,2014-07-26,https://ifsc.results.info//api/v1/events/891
2014,859,IFSC Climbing Worldcup (L) - Imst (AUT) 2014 ,53,IFSC Climbing Worldcup 2014,Imst,,2014-08-01,2014-08-02,https://ifsc.results.info//api/v1/events/859
2014,880,European Youth Cup (B) - Laengenfeld/Oetzal (AUT) 2014 ,54,European Youth Cup 2014,LaengenfeldEYC14,,2014-08-15,2014-08-16,https://ifsc.results.info//api/v1/events/880
2014,884,Youth Olympic Games Nanjing (CHN) - Sports Lab - Climbing Showcase,,,Nanjing,,2014-08-16,2014-08-17,https://ifsc.results.info//api/v1/events/884
2014,860,IFSC Climbing World Championship (B) - Munich (GER) 2014,,,Munich,,2014-08-21,2014-08-23,https://ifsc.results.info//api/v1/events/860
2014,892,"Intl. Event Open for Rockmaster (L, B) - Arco (ITA) 2014",,,Arco_Open,,2014-08-28,2014-08-29,https://ifsc.results.info//api/v1/events/892
2014,870,Paraclimbing Cup Arco 2014 - Arco (ITA) 2014,,,Arco_Paraclimbing_14,,2014-08-29,2014-08-29,https://ifsc.results.info//api/v1/events/870
2014,893,"Intl. Event (L, B) - ROCKMASTER - Arco (ITA) 2014",,,Arco Rockmaster,,2014-08-30,2014-08-31,https://ifsc.results.info//api/v1/events/893
2014,861,IFSC Climbing Worldcup (S) - Arco (ITA) 2014 ,53,IFSC Climbing Worldcup 2014,Arco,,2014-08-30,2014-08-31,https://ifsc.results.info//api/v1/events/861
2014,894,Intl. Event - Rock Junior - Arco (ITA) 2014	,,,Arco_RJ_2014,,2014-09-04,2014-09-05,https://ifsc.results.info//api/v1/events/894
2014,881,European Youth Championship (B) - Arco (ITA) 2014 ,54,European Youth Cup 2014,BEuro Arco,,2014-09-06,2014-09-07,https://ifsc.results.info//api/v1/events/881
2014,862,"IFSC Climbing World Championship (L, S) - Gijon (ESP) 2014",,,Gijon,,2014-09-08,2014-09-14,https://ifsc.results.info//api/v1/events/862
2014,871,IFSC Paraclimbing World Masters - Gijon (ESP) 2014,,,Gijon,,2014-09-11,2014-09-14,https://ifsc.results.info//api/v1/events/871
2014,872,IFSC Paraclimbing World Championship - Gijon (ESP) 2014,,,Gijon,,2014-09-11,2014-09-14,https://ifsc.results.info//api/v1/events/872
2014,867,"IFSC World Youth Championship - Noumea, New Caledonia (FRA) - 2014",,,WYCH Noumea,,2014-09-19,2014-09-23,https://ifsc.results.info//api/v1/events/867
2014,895,Promotional Event - Adidas Rockstars (B) - Stuttgart (GER) 2014,,,Adidas Rockstars 14,,2014-09-19,2014-09-20,https://ifsc.results.info//api/v1/events/895
2014,896,Promotional Event - 24 heures du mur (L) - Oloron Sainte Marie (FRA) 2014,,,Oloron 2014,,2014-09-27,2014-09-28,https://ifsc.results.info//api/v1/events/896
2014,874,22th Asian Continental Championship - Lombok (INA) 2014,,,ACH Lombok,,2014-10-01,2014-10-03,https://ifsc.results.info//api/v1/events/874
2014,873,Paraclimbing Cup Sheffield (Lead) 2014 - Sheffield (GBR) 2014,,,She_Paraclimbing_14,,2014-10-04,2014-10-05,https://ifsc.results.info//api/v1/events/873
2014,863,"IFSC Climbing Worldcup (L,S) - Mokpo (KOR) 2014 ",53,IFSC Climbing Worldcup 2014,Mokpo,,2014-10-11,2014-10-12,https://ifsc.results.info//api/v1/events/863
2014,883,Oceania International Open - Katoomba (AUS) 2014,,,Oceania Master,,2014-10-17,2014-10-19,https://ifsc.results.info//api/v1/events/883
2014,864,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2014 ",53,IFSC Climbing Worldcup 2014,Wujiang,,2014-10-18,2014-10-19,https://ifsc.results.info//api/v1/events/864
2014,865,IFSC Climbing Worldcup (L) - Inzai (JPN) 2014 ,53,IFSC Climbing Worldcup 2014,Inzai,,2014-10-25,2014-10-26,https://ifsc.results.info//api/v1/events/865
2014,866,IFSC Climbing Worldcup (L) - Kranj (SLO) 2014 ,53,IFSC Climbing Worldcup 2014,Kranj,,2014-11-15,2014-11-16,https://ifsc.results.info//api/v1/events/866
2014,882,"PanAmerican Youth Championship (L,S, B) - Mexico City (MEX) 2014",,,PAC YCH Mexico City,,2014-11-26,2014-11-30,https://ifsc.results.info//api/v1/events/882
2015,927,Promotional Event - Gravical (B) - Singapore (SIN) 2015,,,Gravical 2015,,2015-01-08,2015-01-11,https://ifsc.results.info//api/v1/events/927
2015,928,IFSC World Climbing Camp @ The Boulders,,,WCC 15 Can,,2015-02-20,2015-02-22,https://ifsc.results.info//api/v1/events/928
2015,929,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2015,,,Promo Sheffield,,2015-03-07,2015-03-08,https://ifsc.results.info//api/v1/events/929
2015,930,Kia World Extreme Games - Speed Climbing - Shanghai (CHN) 2015,,,Kia Extreme Games ,,2015-05-01,2015-05-03,https://ifsc.results.info//api/v1/events/930
2015,918,European Youth Cup (L) - Dornbirn (AUT) 2015 ,56,European Youth Cup 2015,DornbirnEYC15,,2015-05-09,2015-05-10,https://ifsc.results.info//api/v1/events/918
2015,916,European Championship (B) - Innsbruck (AUT) 2015,,,InnsbruckECH15,,2015-05-14,2015-05-16,https://ifsc.results.info//api/v1/events/916
2015,897,IFSC Climbing Worldcup (S) - Central Saanich (CAN) 2015,55,IFSC Climbing Worldcup 2015,Saanich15 ,,2015-05-17,2015-05-17,https://ifsc.results.info//api/v1/events/897
2015,898,IFSC Climbing Worldcup (B) - Toronto (CAN) 2015,55,IFSC Climbing Worldcup 2015,Toronto15 ,,2015-05-30,2015-05-31,https://ifsc.results.info//api/v1/events/898
2015,919,European Youth Cup (L) - Imst (AUT) 2015,56,European Youth Cup 2015,ImstEYC15,,2015-05-30,2015-05-31,https://ifsc.results.info//api/v1/events/919
2015,899,IFSC Climbing Worldcup (B) - Vail (USA) 2015,55,IFSC Climbing Worldcup 2015,Vail,,2015-06-05,2015-06-06,https://ifsc.results.info//api/v1/events/899
2015,931,Intl. Event - Youth Color Climbing Festival (under 14) - Imst (AUT) 2015,,,YCCF_15,,2015-06-06,2015-06-07,https://ifsc.results.info//api/v1/events/931
2015,920,European Youth Cup (S) - Tarnow (POL) 2015 ,56,European Youth Cup 2015,ImstEYC,,2015-06-06,2015-06-06,https://ifsc.results.info//api/v1/events/920
2015,922,"European Youth Championship (L, S) - Edinburgh (GBR) 2015",56,European Youth Cup 2015,LSEuro Edin,,2015-06-12,2015-06-14,https://ifsc.results.info//api/v1/events/922
2015,900,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2015",55,IFSC Climbing Worldcup 2015,Chongqing,,2015-06-20,2015-06-21,https://ifsc.results.info//api/v1/events/900
2015,901,"IFSC Climbing Worldcup (B,S) - Haiyang (CHN) 2015",55,IFSC Climbing Worldcup 2015,Haiyang,,2015-06-26,2015-06-27,https://ifsc.results.info//api/v1/events/901
2015,911,Paraclimbing Cup (L) - Imst (AUT) 2015,,,Imst_Paraclimbing_15,,2015-06-27,2015-06-28,https://ifsc.results.info//api/v1/events/911
2015,921,European Youth Cup (B) - Laengenfeld (AUT) 2015 ,56,European Youth Cup 2015,LaengenfeldEYC15,,2015-07-04,2015-07-05,https://ifsc.results.info//api/v1/events/921
2015,917,"European Championship (L,S) - Chamonix (FRA) 2015",,,ChamECH15,,2015-07-10,2015-07-12,https://ifsc.results.info//api/v1/events/917
2015,912,Paraclimbing Cup (L) - Chamonix (FRA) 2015 ,,,Chamonix_PC_15,,2015-07-10,2015-07-11,https://ifsc.results.info//api/v1/events/912
2015,902,"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2015",55,IFSC Climbing Worldcup 2015,Chamonix,,2015-07-10,2015-07-12,https://ifsc.results.info//api/v1/events/902
2015,932,"Intl. Youth Event - Petzen Climbing Trophy (L, S, B) - Petzen (AUT) 2015",,,Petzen,,2015-07-10,2015-07-12,https://ifsc.results.info//api/v1/events/932
2015,903,IFSC Climbing Worldcup (L) - Briançon (FRA) 2015,55,IFSC Climbing Worldcup 2015,Briançon,,2015-07-17,2015-07-18,https://ifsc.results.info//api/v1/events/903
2015,933,Promotional Event (S) - Gaflenz (AUT) 2015,,,Gaflenz 2015,,2015-07-18,2015-07-18,https://ifsc.results.info//api/v1/events/933
2015,923,European Youth Championship (B) - L'Argentière la Bessée (FRA) 2015 ,56,European Youth Cup 2015,BEuro Argentiere,,2015-07-21,2015-07-22,https://ifsc.results.info//api/v1/events/923
2015,904,IFSC Climbing Worldcup (L) - Imst (AUT) 2015 ,55,IFSC Climbing Worldcup 2015,Imst,,2015-07-31,2015-08-01,https://ifsc.results.info//api/v1/events/904
2015,926,European Universities Sport Climbing Championship - Katowice (POL) 2015,,,EUC15,,2015-08-05,2015-08-09,https://ifsc.results.info//api/v1/events/926
2015,924,European Youth Cup (L) - Mitterdorf (AUT) 2015 ,56,European Youth Cup 2015,MitterdorfEYC15,,2015-08-08,2015-08-09,https://ifsc.results.info//api/v1/events/924
2015,905,IFSC Climbing Worldcup (B) - Munich (GER) 2015,55,IFSC Climbing Worldcup 2015,Munich,,2015-08-14,2015-08-15,https://ifsc.results.info//api/v1/events/905
2015,906,IFSC Climbing Worldcup (L) - Stavanger (NOR) 2015,55,IFSC Climbing Worldcup 2015,Stavanger,,2015-08-21,2015-08-22,https://ifsc.results.info//api/v1/events/906
2015,925,European Youth Cup (S) - Imst (AUT) 2015 ,56,European Youth Cup 2015,ImstEYC,,2015-08-22,2015-08-22,https://ifsc.results.info//api/v1/events/925
2015,910,IFSC World Youth Championships - Arco (ITA) - 2015,,,WYCH Arco,,2015-08-28,2015-09-06,https://ifsc.results.info//api/v1/events/910
2015,934,Torino European Climbing Challenge (L) - Torino (ITA) 2015,,,Torino 2015,,2015-09-19,2015-09-20,https://ifsc.results.info//api/v1/events/934
2015,935,Master Event - Adidas Rockstars (B) - Stuttgart (GER) 2015,,,Adidas Rockstars 15,,2015-09-25,2015-09-26,https://ifsc.results.info//api/v1/events/935
2015,907,IFSC Climbing Worldcup (L) - Puurs (BEL) 2015 ,55,IFSC Climbing Worldcup 2015,Puurs,,2015-09-26,2015-09-27,https://ifsc.results.info//api/v1/events/907
2015,913,Paraclimbing Cup (L) - Sheffield (GBR) 2015,,,She_Paraclimbing_15,,2015-10-03,2015-10-04,https://ifsc.results.info//api/v1/events/913
2015,936,Promotional Event - 24 heures du mur (L) - Oloron Sainte Marie (FRA) 2015,,,Oloron 2015,,2015-10-03,2015-10-04,https://ifsc.results.info//api/v1/events/936
2015,908,"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2015",55,IFSC Climbing Worldcup 2015,Wujiang,,2015-10-17,2015-10-18,https://ifsc.results.info//api/v1/events/908
2015,909,IFSC Climbing Worldcup (L) - Kranj (SLO) 2015,55,IFSC Climbing Worldcup 2015,Kranj,,2015-11-14,2015-11-15,https://ifsc.results.info//api/v1/events/909
2015,914,Asian Continental Championship - Ningbo (CHN) 2015,,,ACH Ningbo,,2015-11-22,2015-11-24,https://ifsc.results.info//api/v1/events/914
2015,915,Asian Youth Championship - Putrajaya (MAS) 2015,,,Asian_Youth_Chp_15,,2015-12-02,2015-12-06,https://ifsc.results.info//api/v1/events/915
2016,974,Promotional Event Just Climb Cup (B) - Hong Kong (HKG) 2016,,,HKG 2016,,2016-01-09,2016-01-10,https://ifsc.results.info//api/v1/events/974
2016,975,Promotional Event Gravical (B) - Singapore (SIN) 2016,,,Gravical2016,,2016-01-21,2016-01-24,https://ifsc.results.info//api/v1/events/975
2016,976,Promo Event - The Climbing Works International Festival (B) - Sheffield (GBR) 2016,,,Promo Sheffield,,2016-03-12,2016-03-13,https://ifsc.results.info//api/v1/events/976
2016,937,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2016,57,IFSC Climbing Worldcup 2016,MeiringenWC,,2016-04-15,2016-04-16,https://ifsc.results.info//api/v1/events/937
2016,960,European Youth Cup (S) - Tarnow (POL) 2016 ,58,European Youth Cup 2016,EYC_POL_16,,2016-04-16,2016-04-18,https://ifsc.results.info//api/v1/events/960
